N	2gram	Vinokur_St_3	Myshleni
1	в том	20	42
2	том что	15	35
3	с помощью	1	31
4	таким образом	10	25
5	в развитии	2	25
6	в этом	24	24
7	точки зрения	7	24
8	в качестве	4	21
9	и в	25	20
10	что в	19	19
11	заключается в	2	18
12	то же	5	16
13	не только	12	15
14	то что	12	15
15	что они	2	14
16	как мы	2	13
17	в их	3	12
18	может быть	19	12
19	с другой	5	12
20	потому что	5	12
21	с точки	4	11
22	в его	12	11
23	так же	1	11
24	этого слова	2	11
25	в целом	4	11
26	и то	1	10
27	на основе	2	10
28	в истории	1	10
29	в отношении	2	10
30	своего развития	1	10
31	того что	5	10
32	мы видим	4	10
33	только в	6	10
34	так как	3	10
35	того же	2	9
36	и другие	1	9
37	и как	1	9
38	как и	4	9
39	между тем	6	9
40	что и	1	9
41	с одной	2	9
42	слова в	1	9
43	одной стороны	3	9
44	другой стороны	5	9
45	но и	9	9
46	и тем	4	8
47	было бы	7	8
48	этом смысле	4	8
49	тогда когда	2	8
50	и что	3	8
51	вместе с	2	8
52	и не	10	8
53	в результате	2	8
54	самом деле	2	7
55	собственном смысле	1	7
56	и тот	2	7
57	в своей	4	7
58	и более	3	7
59	могут быть	2	7
60	же самое	1	7
61	того чтобы	1	7
62	в собственном	1	7
63	тем что	19	7
64	этом отношении	4	7
65	а не	5	7
66	что мы	3	7
67	смысле этого	1	7
68	как бы	6	7
69	в самом	2	6
70	той же	2	6
71	и на	6	6
72	те же	1	6
73	с тем	4	6
74	мы видели	1	6
75	по своей	1	6
76	к тому	2	6
77	можно было	1	6
78	его в	1	6
79	что он	19	6
80	уже в	3	6
81	не может	7	6
82	такого рода	5	6
83	слово в	2	6
84	сказать что	4	6
85	речь идет	2	5
86	мы имели	2	5
87	между собой	1	5
88	как в	6	5
89	с этим	7	5
90	все же	4	5
91	целый ряд	1	5
92	и к	4	5
93	все эти	3	5
94	на то	5	5
95	одной и	1	5
96	это не	7	5
97	и того	1	5
98	только не	1	5
99	и его	3	5
100	не является	3	5
101	никогда не	2	5
102	так и	5	5
103	если бы	4	5
104	о том	8	5
105	раньше чем	3	5
106	для того	2	5
107	в частности	1	5
108	что такое	7	5
109	тем же	1	4
110	в сущности	2	4
111	в своем	1	4
112	его к	2	4
113	как он	1	4
114	состоит в	4	4
115	мышления с	1	4
116	как они	1	4
117	и с	4	4
118	с этой	3	4
119	и при	1	4
120	и той	1	4
121	которые в	2	4
122	не в	6	4
123	тому что	3	4
124	на том	1	4
125	по мере	1	4
126	и только	2	4
127	все время	2	4
128	только что	2	4
129	является не	1	4
130	из них	1	4
131	друг друга	1	4
132	во всей	1	4
133	в области	6	4
134	в речи	4	4
135	в смысле	4	4
136	и для	4	4
137	для нас	1	4
138	к этому	3	4
139	во всяком	4	4
140	этой точки	1	4
141	как известно	1	3
142	идет о	1	3
143	приходит к	1	3
144	в виду	2	3
145	первого взгляда	1	3
146	со словами	1	3
147	в чем	4	3
148	тем как	2	3
149	когда он	1	3
150	говорит что	5	3
151	не являются	1	3
152	но в	5	3
153	в которой	4	3
154	представляет собой	1	3
155	то обстоятельство	5	3
156	в этой	14	3
157	на его	4	3
158	на этом	3	3
159	что все	3	3
160	со всеми	1	3
161	знает что	1	3
162	и других	2	3
163	ни в	5	3
164	чем в	1	3
165	в этих	11	3
