N	3gram	Propp_Russ_1	Myslijsy
1	в том что	15	16
2	только тогда когда	1	7
3	там же с	1	6
4	по отношению к	1	5
5	вместе с тем	6	4
6	в то время	1	4
7	не только в	1	4
8	потому что он	1	3
9	не только по	2	3
10	в свою очередь	2	3
11	и т д	9	3
12	в разное время	1	3
13	тем не менее	3	3
14	что и в	1	3
15	только потому что	1	2
16	подобно тому как	1	2
17	но и по	1	2
18	мы должны будем	1	2
19	в таком случае	1	2
20	в этом отношении	1	2
21	в собственном смысле	1	2
22	и т п	1	2
23	можно думать что	1	2
24	но тем не	2	2
25	но вместе с	1	2
26	и в том	1	2
27	мы не можем	3	2
28	как и в	1	2
29	можно сказать что	1	2
30	с тем и	2	2
31	к тому что	4	2
32	этого слова в	1	2
33	и теперь еще	1	1
34	не без основания	1	1
35	и должны служить	1	1
36	в глаза что	1	1
37	на самом деле	1	1
38	что для этого	1	1
39	во многих случаях	2	1
40	с этим в	1	1
41	этим объясняется почему	1	1
42	имеет смысла но	1	1
43	может быть назван	1	1
44	том что это	1	1
45	и в других	4	1
46	потому что по	1	1
47	и та же	1	1
48	в противном случае	1	1
49	значении этого слова	1	1
50	а к тем	1	1
51	в данном случае	1	1
52	каждый из этих	1	1
53	не только из	1	1
54	мы можем предположить	1	1
55	о котором речь	1	1
56	в одно целое	1	1
57	одна и та	1	1
58	потому что они	1	1
59	бросается в глаза	1	1
60	в других случаях	2	1
61	одно из них	1	1
62	что не только	1	1
63	о том что	4	1
64	ничего общего с	1	1
65	том что этот	2	1
66	на то что	1	1
67	как мы уже	1	1
68	после того как	2	1
69	по этому поводу	2	1
70	потому что всякое	1	1
71	видели в ней	1	1
72	друг с другом	1	1
73	быть не может	1	1
74	который в них	1	1
75	для нас не	1	1
76	не имеет смысла	1	1
77	главным образом из	1	1
78	как мы видели	1	1
79	но этого мало	1	1
80	и многие другие	2	1
