N	3gram	Propp_Isto_1	RusskieA
1	в том что	4	15
2	и т д	22	9
3	вместе с тем	2	6
4	в этом случае	1	5
5	как мы увидим	2	5
6	д к зеленин	1	5
7	в связи с	3	4
8	о том что	3	4
9	к тому что	1	4
10	а иногда и	1	3
11	мы не можем	2	3
12	тем не менее	6	3
13	что иное как	1	2
14	что в этом	1	2
15	не только по	1	2
16	мы не будем	3	2
17	в какой степени	1	2
18	в это время	1	2
19	и многие другие	1	2
20	во многих местах	1	2
21	все же не	2	2
22	это не значит	1	2
23	но тем не	1	2
24	мы увидим ниже	2	2
25	не только на	1	2
26	но все же	3	2
27	в большинстве случаев	4	2
28	после того как	1	2
29	по этому поводу	2	2
30	не значит что	1	2
31	не что иное	1	2
32	во многих случаях	1	2
33	с этим в	1	1
34	иметь в виду	1	1
35	в противном случае	1	1
36	это означает что	1	1
37	по отношению к	3	1
38	точно так же	3	1
39	подобно тому как	1	1
40	но и по	1	1
41	в советской науке	1	1
42	не совсем так	1	1
43	может быть назван	2	1
44	мы должны будем	4	1
45	же как и	1	1
46	не может считаться	1	1
47	что мы имеем	2	1
48	увидим ниже что	1	1
49	можно говорить о	1	1
50	наряду с этим	1	1
51	что в сказке	2	1
52	на самом же	1	1
53	в этом отношении	1	1
54	и т п	1	1
55	которые приводят к	1	1
56	из приведенных выше	1	1
57	обрядами и обычаями	1	1
58	можно было бы	3	1
59	об илье муромце	1	1
60	на этот вопрос	2	1
61	как уже указано	2	1
62	целью воздействовать на	1	1
63	каждый из этих	1	1
64	средство борьбы с	1	1
65	должны будем изучить	1	1
66	имеется очень много	1	1
67	д т е	1	1
68	не только в	1	1
69	должны быть включены	1	1
70	как будто бы	2	1
71	в отличие от	2	1
72	и в этом	1	1
73	т е с	1	1
74	того как будут	1	1
75	о том чтобы	1	1
76	в некоторых местах	1	1
77	он должен был	1	1
78	не только для	1	1
79	приводит к тому	1	1
80	это все же	1	1
81	имеется довольно много	1	1
82	необходимо иметь в	1	1
83	так же как	2	1
84	должно было способствовать	1	1
85	самом же деле	1	1
86	такая точка зрения	1	1
87	это не совсем	1	1
88	здесь мы имеем	2	1
89	об этом можно	1	1
90	из всех этих	1	1
91	перед нами как	1	1
92	которые можно рассматривать	1	1
93	так например в	4	1
94	можно установить что	1	1
95	тогда когда будет	1	1
96	не означает что	2	1
97	в то время	3	1
98	т д т	1	1
99	непосредственно не связаны	1	1
100	не только тексты	1	1
101	в одном из	1	1
102	никак не может	1	1
103	этого обряда не	1	1
104	но здесь он	1	1
105	легко заметить что	1	1
106	его нет в	1	1
107	вопрос о том	2	1
108	обрядов и обычаев	1	1
109	не более как	1	1
110	можно рассматривать как	1	1
111	на то что	4	1
112	в этой роли	1	1
113	в этих случаях	2	1
114	не лезет и	1	1
115	это приводит к	1	1
116	эту точку зрения	2	1
117	в круг изучения	1	1
118	мы видим что	8	1
119	в лес где	1	1
120	друг с другом	3	1
121	приводит нас к	1	1
122	быть не может	1	1
123	и обычаями с	1	1
124	для нас не	2	1
125	из них в	1	1
126	что и в	1	1
127	только тогда когда	1	1
128	мы увидим что	5	1
129	уже на более	1	1
