N	2gram	Tiupa_Hudo_2	Dialekti
1	т е	2	46
2	и не	18	30
3	а не	14	18
4	и т	4	17
5	ничего не	5	17
6	может быть	8	17
7	то что	6	16
8	т д	2	15
9	стало быть	1	15
10	и в	28	15
11	как бы	5	14
12	точки зрения	2	14
13	так как	1	14
14	что это	5	13
15	по себе	1	13
16	того что	1	13
17	это не	6	12
18	в этом	13	11
19	говорить о	2	11
20	в том	15	11
21	прежде всего	3	11
22	не может	4	11
23	и все	7	11
24	о личности	1	10
25	том что	19	10
26	в основе	2	10
27	потому что	2	10
28	с ее	5	10
29	личности и	2	10
30	это и	1	9
31	то же	6	9
32	мы не	1	9
33	было бы	3	9
34	с точки	2	9
35	и что	1	9
36	уже не	10	9
37	все это	3	9
38	не в	13	8
39	в себе	9	8
40	не только	11	8
41	и это	3	8
42	и о	4	8
43	и ее	3	8
44	не просто	1	7
45	как и	11	7
46	и его	5	7
47	только в	4	7
48	или в	3	7
49	что он	8	7
50	что в	5	7
51	перед нами	11	6
52	хотя и	1	6
53	и тем	1	6
54	если бы	6	6
55	в то	6	6
56	же время	4	6
57	что и	4	6
58	так что	1	6
59	вовсе не	2	6
60	и даже	1	6
61	а именно	1	6
62	нет ничего	2	6
63	сказать что	2	6
64	ни на	1	6
65	в сфере	1	5
66	той же	2	5
67	мы имеем	1	5
68	в сущности	1	5
69	и на	3	5
70	с его	5	5
71	только тогда	1	5
72	в своем	5	5
73	то в	4	5
74	что она	7	5
75	в нем	3	5
76	в жизни	8	5
77	выйти за	1	5
78	же это	1	5
79	что я	2	5
80	в ней	3	5
81	на себе	1	5
82	того чтобы	4	5
83	я не	7	5
84	как только	3	5
85	о том	12	5
86	в себя	1	5
87	так и	8	5
88	можно сказать	6	5
89	именно в	2	5
90	для того	4	5
91	как же	2	5
92	личности в	3	5
93	и для	2	5
94	также и	1	4
95	хотя бы	2	4
96	что они	4	4
97	в этой	5	4
98	в течение	1	4
99	и стало	1	4
100	не как	2	4
101	в силу	1	4
102	подобно тому	4	4
103	то ни	1	4
104	и с	6	4
105	и уже	4	4
106	она не	5	4
107	той или	1	4
108	что все	3	4
109	еще не	3	4
110	в его	11	4
111	с ними	3	4
112	ни с	2	4
113	в одном	3	4
114	не о	1	4
115	как раз	4	4
116	отнюдь не	2	4
117	так же	3	4
118	тому как	4	4
119	на свете	1	4
120	но это	1	4
121	один из	2	4
122	бы в	1	4
123	жизни и	6	4
124	но и	9	4
125	переходя в	1	3
126	отношения к	1	3
127	и то	2	3
128	мы имели	1	3
129	чего не	2	3
130	едва ли	3	3
131	что если	1	3
132	личности с	2	3
133	а если	1	3
134	со стороны	3	3
135	как в	5	3
136	и нет	1	3
137	когда он	1	3
138	но в	2	3
139	от этого	1	3
140	та же	2	3
141	бы и	4	3
142	все эти	1	3
143	личности но	1	3
144	на этом	2	3
145	от нее	1	3
146	об этом	7	3
147	мы уже	3	3
148	не всегда	1	3
149	в данном	2	3
150	в один	1	3
151	бытии и	1	3
152	в своей	6	3
153	она в	2	3
154	только для	2	3
155	и притом	1	3
156	та или	1	3
157	найти в	1	3
158	есть только	1	3
159	лежит в	1	3
160	то или	1	3
161	к жизни	1	3
162	и необходимости	1	3
163	в словах	1	3
164	этот момент	1	3
165	и об	2	3
166	быть и	1	3
167	тотчас же	1	3
168	для всех	1	3
169	без того	1	3
170	в виде	2	3
171	или иное	1	3
172	в области	1	3
173	за пределы	1	3
174	себя и	2	3
175	что не	2	3
176	говорит о	4	3
177	ни о	3	3
178	и потому	1	3
179	на другое	1	3
180	оно и	1	3
181	с ним	7	3
182	совершенно не	1	3
183	есть и	3	3
184	только о	1	3
185	только не	2	3
186	тем самым	2	3
187	к этому	1	3
188	можно назвать	1	3
189	одних и	1	2
190	человека и	3	2
191	тех же	1	2
192	из ее	1	2
193	может дать	1	2
194	двух или	1	2
195	не нужно	1	2
196	во всех	1	2
197	бы не	3	2
198	природы и	1	2
199	но как	1	2
200	себе и	1	2
201	нет и	1	2
202	и чем	1	2
203	чем же	1	2
204	не видно	1	2
205	все же	2	2
206	себе не	1	2
207	в самом	5	2
208	в которой	1	2
209	ни один	1	2
210	из этих	2	2
211	тоже не	2	2
212	ни одна	1	2
213	что даже	2	2
214	претендует на	1	2
215	всей его	1	2
216	при этом	11	2
217	тем не	4	2
218	раз это	1	2
219	тут не	1	2
220	с этой	1	2
221	но все	1	2
222	не будет	2	2
223	лишь в	2	2
224	это было	2	2
225	заключается в	1	2
226	но именно	2	2
227	где-нибудь на	1	2
228	в них	3	2
229	не мешает	1	2
230	со всей	2	2
231	том как	2	2
232	в котором	6	2
233	говорил о	1	2
234	от себя	1	2
235	что было	3	2
236	не могли	1	2
237	однако в	2	2
238	для нее	4	2
239	что с	1	2
240	не менее	5	2
241	и другое	1	2
242	как о	3	2
243	того как	2	2
244	можно судить	1	2
245	личности которая	1	2
246	никогда не	5	2
247	или иная	1	2
248	не по	2	2
249	и оказывается	1	2
250	как будто	4	2
251	что на	3	2
252	и тогда	2	2
253	в ее	18	2
254	и когда	1	2
255	жизнь и	1	2
256	этой жизни	1	2
257	на что	1	2
258	в разных	1	2
259	о ней	1	2
260	никогда и	1	2
261	о нем	2	2
262	но мы	1	2
263	никак не	1	2
264	эти два	1	2
265	и только	2	2
266	одной из	3	2
267	и так	1	2
268	в качестве	4	2
269	себя в	8	2
270	же и	2	2
271	то и	4	2
272	в нашей	1	2
273	из них	2	2
274	когда вдруг	1	2
275	для меня	1	2
276	тем что	6	2
277	от того	1	2
278	не было	6	2
279	или иначе	1	2
280	что человек	1	2
281	и тех	3	2
282	же о	1	2
283	другой стороны	1	2
284	именно так	2	2
285	когда же	2	2
286	в частности	7	2
287	вместе с	2	2
288	как это	7	2
289	что личность	2	2
290	как одно	1	2
291	в человеке	3	2
292	что же	2	2
293	да и	5	2
294	поскольку он	1	2
295	для личности	1	2
296	художественное произведение	1	2
297	где бы	1	2
298	в аспекте	1	2
299	но для	1	2
300	не мог	1	2
301	за его	1	2
302	прежде чем	2	2
303	а как	2	2
304	отношении к	1	2
305	это все	1	2
306	природы не	1	2
307	и при	1	2
308	оно не	2	2
309	самое что	2	2
310	того или	2	2
311	которая не	1	2
312	точно так	1	2
313	все что	3	2
314	говорили о	2	1
315	а между	4	1
316	мешало ему	1	1
317	же как	2	1
318	чтобы не	3	1
319	и через	1	1
320	в сердце	1	1
321	но тем	2	1
322	последней главе	1	1
323	к другому	1	1
324	дело не	2	1
325	все те	2	1
326	когда это	1	1
327	жизни для	1	1
328	г в	1	1
329	бы уже	1	1
330	при анализе	1	1
331	существования это	1	1
332	понимают что	1	1
333	от друга	1	1
334	жизни это	1	1
335	кто же	1	1
336	и он	3	1
337	это время	1	1
338	имя и	1	1
339	и этого	1	1
340	на них	1	1
341	он сам	2	1
342	знаем что	1	1
343	и личность	1	1
344	себя до	1	1
345	было непонятно	1	1
346	легко может	1	1
347	не то	1	1
348	к богу	1	1
349	с отцом	1	1
350	в общем	1	1
351	отношение к	2	1
352	друг от	1	1
353	ни слова	3	1
354	через минуту	1	1
355	его я	1	1
356	в одной	1	1
357	под этой	1	1
358	бытия на	2	1
359	как к	1	1
360	на минуту	1	1
361	остановиться на	1	1
362	что нет	1	1
363	не думал	2	1
364	в полном	1	1
365	есть жизнь	1	1
366	имеет в	1	1
367	и поведения	1	1
368	за все	1	1
369	идея а	1	1
370	непонятно почему	1	1
371	истины и	1	1
372	с какой	2	1
373	жизни так	2	1
374	в нашем	2	1
375	не сводимой	2	1
376	и тот	1	1
377	ничего и	1	1
378	роль в	2	1
379	но ведь	1	1
380	лица и	1	1
381	к смерти	1	1
382	частности и	1	1
383	что одна	1	1
384	все ее	1	1
385	как он	3	1
386	с чем	1	1
387	личностного бытия	1	1
388	к миру	1	1
389	человек не	1	1
390	он не	4	1
391	о которой	2	1
392	еще раньше	1	1
393	и еще	1	1
394	нее и	1	1
395	личности так	1	1
396	и более	1	1
397	содержит в	1	1
398	абсолютная истина	1	1
399	я с	2	1
400	людей и	1	1
401	не бывает	1	1
402	и заключается	1	1
403	же не	2	1
404	в тисках	1	1
405	том случае	1	1
406	это я	1	1
407	а его	1	1
408	что перед	1	1
409	его в	2	1
410	не предполагает	1	1
411	с другими	3	1
412	ведь от	1	1
413	данном случае	2	1
414	только одно	1	1
415	не понимают	1	1
416	о которых	2	1
417	к своим	1	1
418	их как	1	1
419	всю жизнь	1	1
420	для чего	1	1
421	будет не	1	1
422	мы с	3	1
423	же я	2	1
424	а личность	1	1
425	и становится	2	1
426	говорилось в	1	1
427	ее внутренней	1	1
428	привязанность к	1	1
429	на месте	1	1
430	личность о	1	1
431	знает и	2	1
432	место в	2	1
433	как символ	1	1
434	и другого	1	1
435	собой один	1	1
436	но он	1	1
437	и какие	1	1
438	их в	1	1
439	что сам	1	1
440	том же	1	1
441	жизни а	1	1
442	не должна	1	1
443	зрения и	1	1
444	личность в	3	1
445	даже в	1	1
446	сам он	2	1
447	же такое	1	1
448	виду что	1	1
449	она могла	1	1
450	то чего	1	1
451	ее с	1	1
452	и сама	4	1
453	тайна и	1	1
454	слова но	1	1
455	не вызывает	1	1
456	во всякой	1	1
457	и всегда	1	1
458	как два	1	1
459	этого сознания	1	1
460	одна из	2	1
461	это то	1	1
462	имеем дело	1	1
463	чужой жизни	5	1
464	и лишь	1	1
465	не случается	1	1
466	того в	1	1
467	это так	1	1
468	такая же	1	1
469	и чувства	1	1
470	и чувство	1	1
471	и теперь	1	1
472	но теперь	1	1
473	это уже	2	1
474	однако это	1	1
475	ему не	1	1
476	в детстве	5	1
477	у меня	1	1
478	а в	6	1
479	бытия как	2	1
480	в четвертом	2	1
481	именно оно	1	1
482	к себе	3	1
483	в духе	2	1
484	об эстетической	1	1
485	когда мы	1	1
486	человека в	4	1
487	ли не	1	1
488	сама жизнь	1	1
489	жизнью и	1	1
490	всего в	1	1
491	всего что	1	1
492	так она	1	1
493	они и	2	1
494	страдает и	1	1
495	приходит к	2	1
496	как мы	2	1
497	чем не	1	1
498	не могу	3	1
499	в голову	2	1
500	нет никакой	1	1
501	в пределах	1	1
502	в дальнейшем	1	1
503	на том	1	1
504	ее осуществления	1	1
505	можно было	3	1
506	те же	2	1
507	реальной жизни	1	1
508	это только	1	1
509	мы в	1	1
510	в последней	2	1
511	просто с	1	1
512	он к	1	1
513	образом в	1	1
514	о самом	1	1
515	и смерть	1	1
516	и здесь	1	1
517	только бы	1	1
518	его жизни	5	1
519	с одной	3	1
520	были бы	1	1
521	несомненно это	1	1
522	после того	1	1
523	все его	3	1
524	на образ	1	1
525	но когда	1	1
526	учения о	1	1
527	в эстетической	1	1
528	должно было	1	1
529	со слезами	1	1
530	жизни он	2	1
531	к нему	3	1
532	не могло	1	1
533	во втором	2	1
534	и хорошо	1	1
535	по случаю	1	1
536	чувство но	1	1
537	в другой	1	1
538	д он	1	1
539	вслед за	4	1
540	все в	1	1
541	что бы	1	1
542	к личности	1	1
543	все время	3	1
544	не знаю	1	1
545	и она	1	1
546	вся жизнь	1	1
547	у которого	2	1
548	который бы	1	1
549	судить по	1	1
550	не зная	2	1
551	но с	1	1
552	зная что	2	1
553	уже одно	2	1
554	о вещи	1	1
555	знать в	1	1
556	прочих людей	1	1
557	то для	1	1
558	будто бы	3	1
559	субъекта в	1	1
560	течение всей	1	1
561	с какой-то	1	1
562	во времени	1	1
563	точка зрения	1	1
564	именно на	2	1
565	без этого	1	1
566	с нею	3	1
567	и у	2	1
568	уже в	1	1
569	мы получим	1	1
570	и всякая	1	1
571	личности то	1	1
572	еще одну	1	1
573	слова не	1	1
574	таится в	1	1
575	в душе	8	1
576	и других	1	1
577	его и	2	1
578	за ним	1	1
579	сущность и	1	1
580	хочет быть	1	1
581	одно из	5	1
582	себе в	2	1
583	в конце	1	1
584	не для	1	1
585	и вдруг	1	1
586	чем и	1	1
587	и неизвестно	1	1
588	видно как	1	1
589	ней и	1	1
590	она и	1	1
591	или иной	2	1
592	с другой	3	1
593	догадаться что	1	1
594	дело в	1	1
595	бы эти	1	1
596	поверхности земли	1	1
597	такое же	1	1
598	по всей	1	1
599	уже известно	1	1
600	только по	1	1
601	образе это	1	1
602	превращается в	4	1
603	церкви и	1	1
604	соединенного с	1	1
605	до конца	1	1
606	однако и	2	1
607	жизнь в	2	1
608	разумеется еще	1	1
609	но чем	1	1
610	красота в	1	1
611	отличается от	1	1
612	человек в	3	1
613	в лесу	1	1
