N	2gram	Medvedev_F_2	DiskursI
1	в качестве	2	34
2	не только	9	28
3	в том	11	23
4	а не	6	22
5	том что	2	19
6	может быть	23	17
7	как и	9	16
8	и в	38	16
9	в этом	27	15
10	но и	13	14
11	при этом	9	13
12	речевого общения	6	12
13	но не	2	11
14	прежде всего	15	11
15	и не	20	11
16	как в	4	10
17	далеко не	1	10
18	с другой	3	10
19	в нем	13	9
20	не может	14	9
21	состоит в	2	9
22	с одной	1	9
23	одной стороны	1	9
24	отнюдь не	8	8
25	но в	4	8
26	о том	1	8
27	так и	8	8
28	не было	6	7
29	в себе	1	7
30	то же	6	7
31	не в	15	7
32	в основе	5	7
33	роль в	3	7
34	со стороны	2	7
35	в его	10	7
36	только в	6	7
37	высказывания в	1	6
38	в своем	1	6
39	и как	3	6
40	и на	3	5
41	во всех	5	5
42	отличие от	2	5
43	в котором	2	5
44	в их	6	5
45	в отличие	2	5
46	в процессе	9	5
47	сводится к	5	5
48	в эпоху	2	5
49	можно сказать	1	5
50	в данном	1	5
51	как бы	4	5
52	по композиции	1	5
53	к тому	4	5
54	а в	6	5
55	то что	6	5
56	в своей	7	5
57	и о	2	4
58	с его	11	4
59	в сторону	4	4
60	отношение к	2	4
61	в истории	6	4
62	и к	4	4
63	уже не	7	4
64	в целом	3	4
65	не как	4	4
66	лишь в	7	4
67	в них	1	4
68	потому что	2	4
69	могут быть	6	4
70	для себя	1	4
71	же время	5	4
72	между тем	2	4
73	во втором	7	4
74	одной из	1	4
75	что он	5	4
76	для него	7	4
77	в особенности	4	4
78	не обязательно	1	4
79	по своим	1	4
80	что не	4	4
81	связи с	13	4
82	такого рода	1	4
83	не является	3	4
84	что в	7	4
85	того же	1	3
86	в первом	7	3
87	столь же	2	3
88	той или	1	3
89	различия между	1	3
90	в одной	2	3
91	с этим	5	3
92	перед нами	2	3
93	в самом	16	3
94	это не	2	3
95	по мысли	1	3
96	ведет к	1	3
97	точки зрения	8	3
98	в своих	1	3
99	жанр и	1	3
100	бы быть	1	3
101	по себе	7	3
102	в то	5	3
103	таким образом	20	3
104	ли не	1	3
105	должны быть	1	3
106	они и	1	3
107	как не	1	3
108	свою очередь	1	3
109	но при	1	3
110	в ее	2	3
111	в произведении	1	3
112	времени и	2	3
113	и даже	4	3
114	что и	8	3
115	хотя бы	6	3
116	из них	4	3
117	к ним	1	3
118	тем что	8	3
119	именно в	5	3
120	имеет место	1	3
121	для обозначения	1	3
122	того что	3	3
123	один из	2	3
124	все же	8	3
125	литературного произведения	3	3
126	в свою	1	3
127	сказать что	2	3
128	другой стороны	4	3
129	в действительности	1	3
130	одним из	1	2
131	например в	3	2
132	языка с	1	2
133	и есть	1	2
134	к другому	2	2
135	едва ли	2	2
136	мы имеем	1	2
137	в сущности	4	2
138	совпадает с	2	2
139	этого термина	2	2
140	в виду	2	2
141	общения в	3	2
142	слово не	1	2
143	влияния на	1	2
144	в различных	1	2
145	события в	1	2
146	но как	2	2
147	за пределы	1	2
148	как к	3	2
149	собственно и	1	2
150	хотя и	3	2
151	сознания в	1	2
152	целый ряд	1	2
153	более или	1	2
154	и глубокой	1	2
155	не приходится	3	2
156	в тех	2	2
157	в этой	6	2
158	можно определить	1	2
159	социального взаимодействия	1	2
160	всей его	1	2
161	так сказать	3	2
162	не следует	4	2
163	в принципе	1	2
164	том чтобы	1	2
165	и по	2	2
166	на этом	2	2
167	в каждом	1	2
168	могла бы	1	2
169	того или	4	2
170	и тем	2	2
171	или менее	1	2
172	и без	1	2
173	о литературе	3	2
174	не от	1	2
175	однако уже	1	2
176	по крайней	1	2
177	не менее	1	2
178	но они	1	2
179	к такому	1	2
180	не могло	1	2
181	а о	3	2
182	нельзя не	1	2
183	и его	21	2
184	крайней мере	1	2
185	уже о	1	2
186	отличается от	1	2
187	в сказках	1	2
188	значительной степени	3	2
