N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	22
2	в этом	16	17
3	и т	35	16
4	т д	2	15
5	что в	3	15
6	не только	24	14
7	мы видели	2	13
8	но и	21	12
9	и не	22	12
10	попадает в	1	11
11	в этих	7	11
12	может быть	37	11
13	или в	2	11
14	но в	6	10
15	таким образом	8	10
16	еще не	7	10
17	в нем	19	9
18	и говорит	1	9
19	что и	3	9
20	в том	5	9
21	что он	2	9
22	вместе с	2	9
23	как мы	7	8
24	с этим	2	8
25	том что	5	8
26	но не	6	7
27	то что	2	7
28	и здесь	2	7
29	уже не	5	7
30	так как	4	7
31	с другой	5	7
32	другой стороны	1	7
33	там где	6	7
34	этих случаях	2	7
35	к этому	1	7
36	то же	4	6
37	мы уже	2	6
38	не все	2	6
39	это не	5	6
40	ничего не	1	6
41	связи с	3	6
42	так в	2	6
43	в них	6	6
44	друг друга	1	6
45	мы можем	1	6
46	а не	14	6
47	а в	4	6
48	все же	6	5
49	он не	2	5
50	что она	1	5
51	в этой	1	5
52	тем не	1	5
53	не менее	4	5
54	могут быть	7	5
55	к нему	3	5
56	в свете	3	5
57	того что	1	5
58	один из	5	5
59	до сих	2	5
60	в некоторых	3	5
61	в частности	1	5
62	этом случае	6	5
63	сих пор	2	5
64	одним из	2	4
65	и на	4	4
66	все эти	6	4
67	видели что	1	4
68	отношение к	4	4
69	не в	9	4
70	на этом	3	4
71	и с	9	4
72	не всегда	2	4
73	как это	3	4
74	но он	2	4
75	к ней	2	4
76	и его	33	4
77	тем что	1	4
78	она не	6	4
79	в пределах	13	4
80	в дальнейшем	2	4
81	только в	5	4
82	его и	2	4
83	в других	1	4
84	а именно	2	4
85	связано с	3	4
86	они не	2	4
87	в данном	2	4
88	и там	3	4
89	для нас	5	4
90	в свою	3	4
91	не может	20	4
92	и другие	2	4
93	и ее	1	3
94	в чем	3	3
95	в одной	1	3
96	целый ряд	1	3
97	и как	3	3
98	и к	6	3
99	в целом	1	3
100	на его	2	3
101	в немецкой	1	3
102	его в	4	3
103	должен был	1	3
104	все равно	1	3
105	далеко не	2	3
106	как и	6	3
107	должны были	1	3
108	никогда не	7	3
109	о том	2	3
110	здесь не	4	3
111	на том	1	3
112	особого рода	1	3
113	в его	7	3
114	и она	1	3
115	с ними	5	3
116	за ним	1	3
117	прежде всего	8	3
118	у него	3	3
119	мы еще	1	3
120	превращается в	1	3
121	в связи	2	3
122	вступает в	1	3
123	о себе	1	3
124	мы увидим	2	3
125	стороны и	3	3
126	быть и	3	3
127	но это	3	3
128	и от	3	3
129	его не	4	3
130	и все	5	3
131	сказать что	3	3
132	все что	2	3
133	ту же	3	2
134	например в	5	2
135	и есть	1	2
136	от которых	1	2
137	той же	3	2
138	время от	1	2
139	но она	2	2
