N	3gram	Tiupa_Disk_2	Problema
1	о том что	3	9
2	с точки зрения	2	8
3	в том что	6	8
4	тем не менее	1	5
5	с другой стороны	1	5
6	по крайней мере	1	4
7	и то что	2	3
8	и в частности	1	3
9	с одной стороны	4	3
10	как будто бы	1	3
11	а с другой	1	3
12	в русской литературе	2	3
13	можно сказать что	1	3
14	дело в том	2	2
15	по отношению к	4	2
16	равно как и	1	2
17	в том числе	1	2
18	бы то ни	1	2
19	в это время	1	2
20	в данном случае	6	2
21	не может быть	3	2
22	во всяком случае	1	2
23	никак не могут	1	2
24	такой же мере	1	1
25	в чем не	1	1
26	в области художественного	1	1
27	не говоря уже	1	1
28	в себе самом	1	1
29	как и его	1	1
30	в самом деле	1	1
31	так и его	1	1
32	между тем как	1	1
33	в этом отношении	4	1
34	в наше время	2	1
35	по аналогии с	1	1
36	том числе и	1	1
37	но это не	1	1
38	говоря уже о	1	1
39	еще в одном	2	1
40	человеческой жизни в	1	1
41	то ни было	1	1
42	на первый взгляд	2	1
43	состоит в том	2	1
44	а также и	1	1
45	и должно было	1	1
46	друг на друга	1	1
47	или по крайней	1	1
48	и как бы	2	1
49	содержит в себе	2	1
50	в такой же	1	1
51	о любви и	1	1
52	мере в какой	1	1
53	до нас не	1	1
54	приходит в голову	1	1
55	не то чтобы	1	1
56	ни в чем	1	1
57	то же время	5	1
58	так и в	3	1
59	и в наше	1	1
60	все же остается	1	1
61	говорит как о	1	1
62	в этом диалоге	1	1
63	то есть в	1	1
64	с самого начала	1	1
65	той или иной	3	1
66	не менее в	1	1
67	право на существование	1	1
68	в большинстве случаев	1	1
69	в то же	4	1
70	то что и	1	1
71	и все же	3	1
72	том что и	1	1
