N	2gram	Voloshinov_2	Narrotol
1	не только	13	32
2	может быть	28	25
3	но и	10	23
4	в качестве	3	21
5	и не	19	20
6	то есть	2	19
7	и в	19	19
8	в том	7	18
9	в этом	15	17
10	не в	10	14
11	том что	10	14
12	а не	9	12
13	то что	4	11
14	а в	3	11
15	точки зрения	17	10
16	не может	18	10
17	при этом	9	9
18	так и	10	9
19	в его	5	9
20	со стороны	1	9
21	в себе	4	8
22	и т.п	10	8
23	с другой	3	8
24	не является	8	8
25	еще не	3	7
26	по отношению	8	7
27	как в	1	7
28	все же	5	7
29	как и	9	7
30	к тому	6	7
31	и т.д	4	7
32	с одной	3	7
33	одной стороны	3	7
34	высказывания в	7	6
35	с его	8	6
36	но не	2	6
37	точка зрения	1	6
38	в той	5	6
39	то в	1	6
40	на протяжении	2	6
41	в себя	1	6
42	о том	3	6
43	что он	4	6
44	именно в	2	6
45	как это	1	6
46	отношению к	8	6
47	том числе	1	6
48	но в	7	6
49	между двумя	1	5
50	не все	1	5
51	отличие от	3	5
52	отнюдь не	8	5
53	и как	6	5
54	уже не	1	5
55	в этой	3	5
56	тому же	2	5
57	далеко не	2	5
58	в отличие	3	5
59	по себе	3	5
60	в основе	9	5
61	и его	16	5
62	к себе	1	5
63	к нему	5	5
64	нуждается в	1	5
65	в форме	5	5
66	себя в	2	5
67	или иной	5	5
68	в данном	5	5
69	можно сказать	1	5
70	речь идет	1	4
71	все те	4	4
72	то же	16	4
73	здесь не	1	4
74	перед нами	3	4
75	в нем	11	4
76	в силу	1	4
77	но все	1	4
78	же не	1	4
79	и с	2	4
80	было бы	4	4
81	и тем	4	4
82	точку зрения	2	4
83	связи с	13	4
84	числе и	1	4
85	той или	4	4
86	не столько	1	4
87	же время	8	4
88	только в	8	4
89	хотя бы	6	4
90	у него	2	4
91	в особенности	2	4
92	что не	2	4
93	прежде всего	7	4
94	если не	1	4
95	как бы	19	4
96	да и	3	4
97	же в	1	4
98	одной из	3	4
99	героя и	1	4
100	сказать что	4	4
101	другой стороны	1	4
102	это и	1	3
103	в сущности	14	3
104	и он	2	3
105	в ней	3	3
106	и на	5	3
107	бы то	4	3
108	в ее	3	3
109	если в	1	3
110	что они	2	3
111	хотя и	1	3
112	когда он	1	3
113	что это	2	3
114	уже в	2	3
115	из этих	1	3
116	не есть	3	3
117	он не	3	3
118	без чего	1	3
119	то ни	5	3
120	не будет	3	3
121	ни в	6	3
122	тем не	1	3
123	бытия в	2	3
124	не менее	1	3
125	в то	8	3
126	тем что	2	3
127	одна из	7	3
128	никогда не	7	3
129	на себя	1	3
130	этом отношении	1	3
131	могут быть	3	3
132	как мы	15	3
133	свою очередь	5	3
134	сводится к	2	3
135	то или	1	3
136	и самого	2	3
137	на том	1	3
138	не с	2	3
139	столь же	3	3
140	в конечном	1	3
141	между тем	6	3
142	а именно	1	3
143	из них	1	3
144	не о	1	3
145	и даже	2	3
146	или иначе	1	3
147	в свою	6	3
148	а с	2	3
149	высказывания и	11	3
150	не существует	3	3
151	что в	2	3
152	ни было	6	3
153	жизни в	1	3
154	жизни и	2	3
155	как известно	1	2
156	отношения к	2	2
157	одним из	2	2
158	например в	1	2
159	таком случае	3	2
160	и потому	2	2
161	самом деле	9	2
162	к другому	5	2
163	и до	3	2
164	оно может	3	2
165	должна быть	4	2
166	говорить о	1	2
167	имеют место	2	2
168	между собой	1	2
169	иное как	2	2
170	время в	1	2
171	но как	2	2
172	или иное	1	2
173	независимо от	2	2
174	что именно	1	2
175	в своем	2	2
176	включать в	1	2
177	не являются	1	2
178	более или	2	2
179	так или	1	2
180	все эти	3	2
181	бы не	2	2
182	роль в	1	2
183	себя и	1	2
184	они в	1	2
185	не как	3	2
186	собой не	1	2
187	художественного высказывания	1	2
188	человека в	1	2
189	значительной степени	2	2
190	но без	1	2
191	подход к	2	2
192	различие между	2	2
193	его в	7	2
194	того или	2	2
195	сознания к	1	2
196	от одного	3	2
197	это не	4	2
198	в общей	1	2
199	несмотря на	1	2
200	или менее	2	2
201	с точки	13	2
202	при всех	1	2
203	а иногда	3	2
204	что иное	1	2
205	в структуре	1	2
206	не могло	1	2
207	не имеет	3	2
208	ничего не	4	2
209	поскольку оно	1	2
210	как раз	4	2
211	без исключения	2	2
212	когда мы	1	2
213	оно не	1	2
214	которых и	2	2
215	языка и	15	2
216	в собственном	2	2
217	в пределах	10	2
218	приводит к	2	2
219	и когда	1	2
220	или в	2	2
221	было в	1	2
222	его жизни	1	2
223	в значительной	2	2
224	высказываний как	2	2
225	во всей	1	2
226	и только	1	2
227	не сводится	1	2
228	дело с	1	2
229	может оказаться	1	2
230	и ее	4	2
231	есть в	1	2
232	конечном счете	1	2
233	одно из	1	2
234	для него	9	2
235	или даже	1	2
236	речевой акт	4	2
237	сами по	1	2
238	к которому	1	2
239	и др	1	2
240	говорит о	1	2
241	не было	3	2
242	не на	2	2
243	его как	1	2
244	как ни	1	2
245	о чем	2	2
246	форма высказывания	1	2
247	даже вовсе	1	2
248	направленного на	1	2
249	исходя из	1	2
250	и для	7	2
251	в связи	7	2
252	у нее	1	2
253	в двух	3	2
254	и все	6	2
255	тем более	5	2
256	все то	2	2
257	к самому	1	2
258	между ними	2	2
259	совершенно не	5	2
260	в иной	1	2
261	или иного	2	2
262	не что	1	2
263	этого слова	5	2
264	структуры в	1	2
265	себе не	1	2
266	в какой	3	2
267	прямой речи	9	2
268	так же	5	2
269	в таком	7	2
270	они не	2	2
271	глава вторая	1	1
272	также и	1	1
273	в жизненной	4	1
274	того же	5	1
275	становится в	1	1
276	в разные	1	1
277	на самом	7	1
278	слова эта	1	1
279	подхода к	3	1
280	уже по	1	1
281	не распадается	1	1
282	и могут	1	1
283	в гостиной	1	1
284	чужому слову	1	1
285	в единой	1	1
286	сведена к	1	1
287	идти в	1	1
288	ни единого	1	1
289	кругозор не	1	1
290	он как	1	1
291	всех без	2	1
292	совпадает с	1	1
293	но она	1	1
294	которое не	1	1
295	мы и	1	1
296	и со	1	1
297	в целом	1	1
298	своего исторического	1	1
299	которое в	1	1
300	одного слова	3	1
301	что существует	1	1
302	быть осуществлено	1	1
303	сам по	1	1
304	себе а	1	1
305	целое и	2	1
306	и определяется	1	1
307	глава первая	1	1
308	к ее	1	1
309	которых может	1	1
310	в различных	3	1
311	во всех	6	1
312	там и	1	1
313	оно уже	2	1
314	тот или	1	1
315	совсем не	1	1
316	понимания не	1	1
317	и стилистической	1	1
318	для обозначения	1	1
319	эта особенность	1	1
320	иногда и	3	1
321	глава четвертая	1	1
322	быть сведена	1	1
323	друг от	1	1
324	форме и	1	1
325	определяется не	2	1
326	диалога и	1	1
327	это одно	2	1
328	данный момент	1	1
329	в художественном	1	1
330	в различные	1	1
331	как нам	1	1
332	и где	1	1
333	могли бы	1	1
334	и наконец	1	1
335	в действительности	1	1
336	как таковое	1	1
337	от этого	2	1
338	к конкретным	1	1
339	в самом	6	1
340	но по	2	1
341	обратное влияние	4	1
342	формы в	1	1
343	лишь одной	1	1
344	с фактической	1	1
345	речи но	1	1
346	данном контексте	2	1
347	всем его	1	1
348	в конкретной	1	1
349	иной форме	1	1
350	высказывания не	2	1
351	перемены в	1	1
352	так сказать	14	1
353	силу и	1	1
354	в первую	1	1
355	фактической стороны	1	1
356	внутренней речи	7	1
357	высказываний в	1	1
358	какой бы	3	1
359	ориентация на	1	1
360	таким образом	14	1
361	и за	1	1
362	на мать	1	1
363	этом последнем	2	1
364	здесь мы	3	1
365	в совершенно	1	1
366	в другом	3	1
367	мы уже	6	1
368	ценностного кругозора	4	1
369	входит в	1	1
370	не отражает	1	1
371	первую очередь	1	1
372	с другими	3	1
373	ко второму	1	1
374	и иных	1	1
375	претендуют на	1	1
376	конкретной ситуации	1	1
377	но именно	1	1
378	делает его	2	1
379	целостности и	1	1
380	здесь это	1	1
381	этом качестве	1	1
382	но уже	1	1
383	в них	1	1
384	также не	1	1
385	соответствии с	1	1
386	восприятие и	1	1
387	в слове	4	1
388	он и	2	1
389	мы видели	4	1
390	мы не	2	1
391	может идти	1	1
392	и тогда	2	1
393	одного и	4	1
394	высказывания которые	2	1
395	и конец	1	1
396	выступлений и	1	1
397	отрыве от	1	1
398	высказывания как	7	1
399	это ощущение	1	1
400	в котором	3	1
401	в их	5	1
402	к предмету	1	1
403	к одному	1	1
404	место в	2	1
405	мысли и	3	1
406	от его	1	1
407	слова в	8	1
408	для изучения	1	1
409	не понимает	1	1
410	ситуацией высказывания	1	1
411	но он	1	1
412	но во	1	1
413	что было	1	1
414	по крайней	2	1
415	и более	7	1
416	не могли	1	1
417	произведения в	1	1
418	как от	2	1
419	времени а	1	1
420	и то	3	1
421	ни одна	1	1
422	литературу в	1	1
423	необходимо учитывать	1	1
424	и какая	1	1
425	приводят к	1	1
426	человека есть	1	1
427	до известной	1	1
428	есть прежде	1	1
429	только здесь	2	1
430	дело в	1	1
431	и сама	1	1
432	в процессе	18	1
433	не нуждается	1	1
434	в русской	1	1
435	это еще	1	1
436	для всего	3	1
437	высказывания о	1	1
438	людей так	1	1
439	этих двух	1	1
440	история не	1	1
441	лишь в	14	1
442	и является	2	1
443	и передачи	1	1
444	а лишь	1	1
445	потому что	1	1
446	было не	1	1
447	и делает	1	1
448	ли это	2	1
449	ему не	1	1
450	с другом	1	1
451	а как	4	1
452	от того	1	1
453	у нас	3	1
454	настоящего времени	2	1
455	интонации и	3	1
456	представляется нам	1	1
457	взаимодействия с	2	1
458	не могут	1	1
459	мы узнаем	1	1
460	т.п то	1	1
461	глава третья	2	1
462	и развития	1	1
463	же самое	6	1
464	что оно	3	1
465	как для	1	1
466	но также	1	1
467	они и	1	1
468	для кого	1	1
469	время они	1	1
470	всегда в	1	1
471	того кому	1	1
472	для себя	4	1
473	как они	1	1
474	от друга	1	1
475	что все	1	1
476	и от	3	1
477	мысль о	1	1
478	распадается на	2	1
479	чужой речи	53	1
480	с языком	1	1
481	слова а	1	1
482	но может	1	1
483	мы были	1	1
484	форме определенной	1	1
485	и сам	1	1
486	может ощущаться	1	1
487	здесь как	2	1
488	ориентировано на	2	1
489	к его	2	1
490	в непосредственном	1	1
491	когда в	1	1
492	с толпой	1	1
493	тот же	1	1
494	является в	2	1
495	в глубинах	1	1
496	если бы	11	1
497	и вообще	1	1
498	к языку	1	1
499	с ним	1	1
500	при такой	1	1
501	и здесь	5	1
502	возможна лишь	1	1
503	косвенной речи	13	1
504	в самой	1	1
505	внимание на	1	1
506	разнообразных формах	1	1
507	имеет значения	1	1
508	в вопросах	1	1
509	раньше у	1	1
510	и речевой	1	1
511	и того	5	1
512	формы целого	1	1
513	речевого целого	1	1
514	что и	3	1
515	формы построения	1	1
516	существенную роль	1	1
517	является ли	1	1
518	утрачивает свою	1	1
519	крайней мере	2	1
520	слов и	3	1
521	все время	2	1
522	которой в	1	1
523	или может	2	1
524	в него	1	1
525	с которыми	1	1
526	того что	4	1
527	в современной	1	1
528	в отрыве	1	1
529	оно и	1	1
530	с ними	4	1
531	как целого	3	1
532	всю свою	1	1
533	мы увидим	2	1
534	до нас	1	1
535	особенности его	1	1
536	иной степени	2	1
537	или же	2	1
538	не случаен	1	1
539	русской литературе	1	1
540	это же	2	1
541	со всеми	1	1
542	природы высказывания	1	1
543	и у	2	1
544	в нашей	1	1
