N	2gram	Potebnia_M_4	Psycholo
1	в том	23	37
2	и в	23	32
3	и что	7	22
4	то есть	34	21
5	том что	12	21
6	потому что	33	21
7	таким образом	24	21
8	в искусстве	3	21
9	то что	29	21
10	что в	17	20
11	может быть	26	18
12	так же	4	18
13	точки зрения	4	17
14	что и	7	17
15	не может	11	17
16	самом деле	3	16
17	что она	2	16
18	того чтобы	4	14
19	то же	14	13
20	в этом	23	13
21	при этом	15	13
22	для того	6	13
23	что он	4	13
24	в самом	3	12
25	заключается в	1	12
26	не только	10	12
27	по себе	11	12
28	с и	2	12
29	если мы	2	12
30	так как	14	12
31	на то	7	11
32	было бы	8	11
33	с тем	7	11
34	и т	7	10
35	с точки	3	10
36	при помощи	3	10
37	но и	11	10
38	как и	14	10
39	и не	18	10
40	как в	7	9
41	никогда не	3	9
42	что при	1	9
43	тем что	10	9
44	что все	4	9
45	в своих	2	9
46	на деле	2	8
47	той же	3	8
48	что это	7	8
49	не в	11	8
50	не менее	5	8
51	дело с	1	8
52	т п	4	8
53	того что	14	8
54	поэзии и	7	7
55	в сущности	2	7
56	и как	2	7
57	все эти	3	7
58	ясно что	1	7
59	и его	2	7
60	как будто	1	7
61	к тому	3	7
62	можно было	2	7
63	только в	15	7
64	а не	12	7
65	сказать что	8	7
66	что если	6	6
67	в этой	1	6
68	он не	2	6
69	если бы	13	6
70	те же	3	6
71	о том	8	6
72	и мы	5	6
73	тот же	2	6
74	и из	3	6
75	как бы	5	6
76	художественное произведение	2	6
77	же самое	4	6
78	художественного произведения	1	5
79	на самом	3	5
80	показать что	1	5
81	и на	3	5
82	что его	2	5
83	только на	4	5
84	что у	3	5
85	на все	1	5
86	далеко не	1	5
87	все это	5	5
88	в то	4	5
89	только из	1	5
90	есть только	5	5
91	в ней	2	5
92	и даже	2	5
93	до сих	4	5
94	вслед за	1	5
95	он говорит	1	5
96	сих пор	4	5
97	этом отношении	1	5
98	как на	1	5
99	ту же	3	4
100	сам по	4	4
101	есть не	4	4
102	мы имеем	4	4
103	столь же	2	4
104	в чем	1	4
105	из которого	1	4
106	с этим	7	4
107	все же	1	4
108	в действительности	3	4
109	с той	1	4
110	в произведении	1	4
111	и те	1	4
112	в нем	7	4
113	к одному	3	4
114	одной и	1	4
115	и по	3	4
116	том случае	3	4
117	и с	4	4
118	и тем	4	4
119	в данном	4	4
120	и той	1	4
121	образом и	1	4
122	которые в	1	4
123	и более	4	4
124	тому что	2	4
125	не имеет	5	4
126	того как	6	4
127	совершенно правильно	1	4
128	ничего не	1	4
129	как она	2	4
130	и до	3	4
131	в сознании	4	4
132	что на	2	4
133	и для	2	4
134	могут быть	7	4
135	тем не	4	4
136	утверждать что	1	4
137	если же	4	4
138	и это	2	4
139	данном случае	2	4
140	и когда	2	4
141	и сам	1	4
142	о ней	1	4
143	и поэтому	1	4
144	между тем	9	4
145	которые мы	2	4
146	в языке	16	4
147	мы видим	2	4
148	из них	1	4
149	от того	4	4
150	таким путем	1	4
151	как это	1	4
152	случае если	1	4
153	при таком	1	4
154	и все	4	4
155	а в	5	4
156	из этого	2	4
157	жизни и	1	4
158	например в	3	3
159	отношении к	1	3
160	и то	5	3
161	мы не	8	3
162	а другой	1	3
163	или же	1	3
164	то это	8	3
165	столько же	1	3
166	во всех	1	3
167	но как	1	3
168	если оно	2	3
169	относится к	1	3
170	которые не	2	3
171	как говорит	1	3
172	и к	6	3
173	но в	8	3
174	та же	1	3
175	формы в	3	3
176	он в	1	3
177	думать что	4	3
178	главным образом	1	3
179	в поэзии	3	3
180	он все	2	3
181	состоит в	2	3
182	не как	2	3
183	на этом	1	3
184	об этом	2	3
185	это было	2	3
186	к которым	3	3
187	показывает что	1	3
188	в своей	1	3
189	это только	1	3
190	в их	1	3
191	в которых	3	3
192	и другого	1	3
193	поэтического произведения	5	3
194	но он	1	3
195	том чтобы	1	3
196	в отношении	1	3
197	или что	2	3
198	что с	1	3
199	тогда когда	8	3
200	мы можем	10	3
201	в нас	3	3
202	и отношений	1	3
203	видим что	1	3
204	во всем	1	3
205	в каком	4	3
206	не могут	2	3
207	и другой	1	3
208	указывает на	2	3
209	отказаться от	1	3
210	в виду	3	3
211	то время	1	3
212	и совершенно	1	3
213	так и	6	3
214	том виде	1	3
215	мы в	3	3
216	образом в	5	3
217	с другой	2	3
218	бы и	5	3
219	мы должны	2	3
220	один из	2	3
221	этот вопрос	3	3
222	и так	3	3
223	так что	5	3
224	в нашей	1	3
225	что не	6	3
226	каким образом	2	3
227	и других	3	3
228	но совершенно	1	3
229	и их	3	3
230	представить себе	2	3
231	сами по	2	3
232	были бы	1	3
233	процесс в	1	3
234	тому как	2	3
235	в частности	1	3
236	по своему	2	3
237	что же	5	3
238	это значит	1	3
239	в смысле	3	3
240	должны быть	3	3
241	само по	5	3
242	еще более	2	3
243	хотя бы	4	3
244	только как	4	3
245	в свою	2	3
246	легко заметить	1	3
247	же мы	2	3
248	точно так	2	3
249	равным образом	1	2
250	в объяснении	1	2
251	того же	1	2
252	и без	2	2
253	только потому	4	2
254	смотрит на	1	2
255	еще не	3	2
256	это совершенно	1	2
257	в первый	2	2
258	оба эти	1	2
259	есть нечто	5	2
260	как во	1	2
261	указывая на	2	2
262	но даже	2	2
263	как не	1	2
264	же что	2	2
265	частный случай	1	2
266	и говорить	2	2
267	к своему	1	2
268	мысль что	3	2
269	в ее	2	2
270	но не	1	2
271	это делается	1	2
272	явлений и	1	2
273	значение и	2	2
274	искусство в	1	2
275	очевидно что	7	2
276	отличие от	1	2
277	меньше всего	1	2
278	того не	1	2
279	однако не	1	2
280	указывают на	1	2
281	что ребенок	1	2
282	могли бы	4	2
283	что по	2	2
284	но эта	2	2
285	увидим что	1	2
286	в которой	6	2
287	бы не	3	2
288	и тот	3	2
289	в себе	14	2
290	имеем в	1	2
291	это относится	1	2
292	всех остальных	4	2
293	т д	3	2
294	же с	2	2
295	на одну	1	2
296	тем и	6	2
297	они в	1	2
298	человеческого тела	1	2
