N	3gram	Medvedev_V_1	FransuaR
1	в то же	5	6
2	то же время	5	6
3	не только в	2	5
4	но и в	1	4
5	до сих пор	1	4
6	не может быть	8	4
7	в этом отношении	13	3
8	и во всех	1	3
9	но в то	1	3
10	с одной стороны	2	3
11	в большей или	2	3
12	или меньшей степени	2	3
13	о том что	3	3
14	большей или меньшей	3	3
15	с другой стороны	8	3
16	можно сказать что	4	2
17	в другом месте	2	2
18	имеем в виду	1	2
19	но даже и	1	2
20	только то что	2	2
21	и в то	3	2
22	по сравнению с	1	2
23	во всяком случае	1	2
24	во всех других	1	2
25	подобно тому как	2	2
26	и связанное с	1	1
27	мы знаем что	2	1
28	в силу того	1	1
29	другой стороны он	1	1
30	в художественном творчестве	5	1
31	в его творческом	2	1
32	по отношению к	7	1
33	одной из этих	1	1
34	некоторые из этих	1	1
35	также и в	2	1
36	к этим формам	1	1
37	что для него	1	1
38	в том же	1	1
39	одной стороны и	2	1
40	как если бы	1	1
41	и пытается вскрыть	1	1
42	и не может	2	1
43	целом но и	1	1
44	таким образом в	2	1
45	то что в	1	1
46	что в них	1	1
47	на рыцарские романы	1	1
48	в их сознании	1	1
49	в значительной мере	3	1
50	не подлежит сомнению	1	1
51	именно в этом	1	1
52	есть то что	1	1
53	и без того	1	1
54	даже и не	1	1
55	и есть в	1	1
56	отношению к ней	1	1
57	в том чтобы	2	1
58	в художественном произведении	4	1
59	подлежит сомнению что	1	1
60	таким образом и	1	1
61	в конце концов	2	1
62	для проникновения в	1	1
63	в чем же	2	1
64	в области художественного	1	1
65	из них которые	1	1
66	прежде всего необходимо	1	1
67	однако отметить что	1	1
68	это одна из	1	1
69	не могут быть	1	1
70	только в году	1	1
71	года в году	1	1
72	его сущность его	1	1
73	в образе в	1	1
74	области художественного творчества	1	1
75	мы видели что	3	1
76	именно в том	1	1
77	него еще в	1	1
78	наконец и это	1	1
79	того или иного	1	1
80	стадиях своего развития	1	1
81	даже и в	1	1
82	не только не	2	1
83	было бы чрезвычайно	1	1
84	в новое время	1	1
85	после того как	1	1
86	для того чтобы	3	1
87	во всех его	2	1
88	в том что	5	1
89	роль в этом	1	1
90	только тогда когда	1	1
91	но ни в	1	1
