N	4gram	Vinokur_St_3	Myshleni
1	заключается в том что	2	13
2	с этой точки зрения	1	4
3	в собственном смысле этого	1	4
4	одной и той же	1	4
5	состоит в том что	2	3
6	все более и более	2	2
7	одних и тех же	1	1
8	в том отношении что	1	1
9	это находит свое выражение	1	1
10	а с другой стороны	1	1
11	но на самом деле	1	1
12	с тем что мы	1	1
13	сомнения в том что	1	1
14	на вопрос о том	1	1
15	в то время как	4	1
16	в том что здесь	2	1
17	до самого последнего времени	1	1
18	в том смысле что	1	1
19	на то что в	1	1
20	в том виде в	1	1
21	на то что эти	1	1
22	том виде в каком	1	1
23	если принять во внимание	1	1
24	можно сказать что они	1	1
25	не говоря уже о	1	1
26	никакого сомнения в том	1	1
