N	2gram	Losev_Vlad_3	EvropaiC
1	таким образом	11	32
2	в том	18	31
3	и в	40	24
4	том что	18	20
5	все эти	5	19
6	не может	14	18
7	то что	28	17
8	может быть	8	15
9	все же	4	15
10	точки зрения	13	13
11	самом деле	1	12
12	в своем	8	12
13	до сих	1	12
14	в этом	16	12
15	сих пор	1	12
16	с этим	2	11
17	все это	1	11
18	во всех	1	10
19	так и	6	10
20	мы знаем	3	10
21	как бы	3	10
22	все что	1	10
23	того же	2	9
24	на то	4	9
25	при этом	3	9
26	как и	7	9
27	в результате	4	9
28	что в	17	9
29	а и	2	8
30	в самом	4	8
31	с точки	6	8
32	мы говорили	1	8
33	знаем что	2	8
34	не в	3	8
35	ясно что	1	8
36	если бы	3	8
37	так же	8	8
38	и все	4	8
39	а между	1	7
40	на самом	3	7
41	из этих	3	7
42	в силу	2	7
43	о которых	2	7
44	или менее	5	7
45	не менее	9	7
46	по существу	4	7
47	того чтобы	3	7
48	по своей	2	7
49	к тому	7	7
50	о том	11	7
51	и что	8	7
52	что он	5	7
53	для того	2	7
54	но и	18	7
55	и не	25	7
56	более или	5	7
57	из этого	2	7
58	должна быть	2	6
59	еще не	4	6
60	и на	6	6
61	в общем	1	6
62	что касается	2	6
63	в этой	8	6
64	в мире	2	6
65	несмотря на	7	6
66	и при	1	6
67	что и	7	6
68	того что	7	6
69	только в	13	6
70	все они	2	6
71	так что	14	6
72	так как	7	6
73	с другой	5	6
74	вместе с	7	6
75	в европе	2	6
76	отличается от	3	6
77	у них	1	6
78	как на	3	6
79	из всех	1	5
80	и к	2	5
81	но в	4	5
82	в которой	2	5
83	что это	9	5
84	в целом	2	5
85	в себе	9	5
86	тому же	5	5
87	не только	25	5
88	и если	7	5
89	но все	3	5
90	не будет	6	5
91	что все	7	5
92	и с	9	5
93	на все	1	5
94	лишь в	1	5
95	его в	2	5
96	и без	1	5
97	что с	1	5
98	в то	7	5
99	как будто	1	5
100	что при	1	5
101	в его	14	5
102	потому что	11	5
103	и их	1	5
104	у него	24	5
105	именно в	3	5
106	далеко не	3	5
107	другой стороны	2	5
108	по своему	1	5
109	быть и	2	5
110	и для	3	5
111	и от	6	5
112	случае если	2	5
113	к этому	2	5
114	в такой	1	4
115	и то	9	4
116	то же	4	4
117	мы уже	5	4
118	та же	1	4
119	совершенно так	2	4
120	что его	2	4
121	хотя и	7	4
122	он не	8	4
123	мало того	1	4
124	том случае	3	4
125	из них	2	4
126	должно быть	5	4
127	в их	2	4
128	оказывается что	2	4
129	признать что	1	4
130	выше мы	2	4
131	тем не	10	4
132	том же	1	4
133	поэтому что	1	4
134	этой области	1	4
135	из которых	1	4
136	что эта	2	4
137	связи с	2	4
138	тех кто	3	4
139	и сейчас	2	4
140	в дальнейшем	4	4
141	никогда не	11	4
142	лишь при	1	4
143	на вопрос	1	4
144	пор не	1	4
145	и у	3	4
146	если мы	4	4
147	не есть	10	4
148	в виде	13	4
149	не так	3	4
150	а потому	1	4
151	в конце	12	4
152	а с	4	4
153	в в	2	4
154	которых мы	2	4
155	конце концов	5	4
156	не могут	2	4
157	в течение	4	4
158	это есть	10	4
159	самого себя	2	4
160	в состоянии	1	4
161	этом случае	1	4
162	мы должны	4	4
163	хотя бы	6	4
164	состоит из	1	4
165	совершенно не	2	4
166	в таком	3	4
167	как известно	1	3
168	же как	3	3
169	вопрос о	4	3
170	не вполне	2	3
171	но даже	4	3
172	в данном	5	3
173	мы будем	2	3
174	очевидно что	1	3
175	которые не	2	3
176	в истории	5	3
177	что по	1	3
178	и наконец	2	3
179	так или	2	3
180	в нашем	2	3
181	в тех	1	3
182	к которой	1	3
183	в нем	3	3
184	на земле	1	3
