N	3gram	Propp_Isto_2	Analitik
1	в том что	5	7
2	по отношению к	3	7
3	с другой стороны	2	5
4	о том что	2	5
5	не только не	1	3
6	к тому же	2	3
7	подобно тому как	3	2
8	том что он	1	2
9	одной и той	1	2
10	в отличие от	1	2
11	с одной стороны	3	2
12	тем не менее	1	2
13	и прежде всего	1	2
14	и той же	1	2
15	к тому времени	1	1
16	и может быть	2	1
17	что иное как	2	1
18	на самом деле	2	1
19	и так сказать	1	1
20	в этом случае	5	1
21	до сих пор	6	1
22	в зависимости от	1	1
23	что он не	4	1
24	но они не	2	1
25	что мы знаем	1	1
26	это далеко не	1	1
27	и здесь мы	1	1
28	есть на самом	1	1
29	а в русской	1	1
30	при всей своей	1	1
31	со всех сторон	4	1
32	по себе а	1	1
33	сам по себе	1	1
34	не только в	4	1
35	далеко не единичный	1	1
36	так или иначе	1	1
37	в связи с	4	1
38	достигает своей цели	1	1
39	в тех случаях	1	1
40	есть не что	1	1
41	не может быть	2	1
42	в себя и	1	1
43	с этой стороны	1	1
44	мы обратимся к	1	1
45	в этой роли	1	1
46	друг от друга	1	1
47	тех случаях когда	1	1
48	не что иное	2	1
49	дело не в	2	1
50	в отдельности и	1	1
