N	2gram	Bakhtin_sl_1	Problema
1	и в	41	44
2	вовсе не	7	37
3	и не	16	35
4	не есть	2	35
5	то есть	26	34
6	может быть	14	28
7	потому что	2	25
8	не просто	1	23
9	в том	3	21
10	только в	6	19
11	а не	15	18
12	в этом	12	17
13	также и	3	16
14	если мы	2	16
15	для нас	2	16
16	сказать что	2	16
17	художественного произведения	1	14
18	и то	2	14
19	не только	16	14
20	и даже	6	14
21	и т	28	13
22	то же	14	13
23	т д	5	13
24	не в	7	13
25	но в	8	12
26	том что	2	12
27	той или	9	12
28	так что	2	12
29	не является	2	11
30	так и	11	10
31	как и	4	10
32	тем не	1	10
33	не менее	1	10
34	у нас	2	10
35	в виду	1	10
36	но и	16	10
37	что всякий	1	9
38	в нем	30	9
39	и с	4	9
40	это не	6	9
41	и тем	2	9
42	в то	14	9
43	и это	1	9
44	в его	13	9
45	что и	1	9
46	так как	3	9
47	в данном	3	9
48	как бы	12	9
49	таким образом	9	9
50	и от	4	9
51	во всяком	7	9
52	смысле слова	2	8
53	перед нами	4	8
54	в себе	3	8
55	он не	3	8
56	было бы	3	8
57	ни в	1	8
58	но это	1	8
59	и вообще	2	8
60	только и	1	8
61	как раз	2	8
62	связи с	2	8
63	как мы	8	8
64	здесь не	2	8
65	того что	3	8
66	или иной	9	8
67	что мы	1	8
68	мы не	2	7
69	на самом	2	7
70	все эти	9	7
71	данном случае	3	7
72	вещи и	1	7
73	с ним	7	7
74	и что	1	7
75	с другой	5	7
76	уже не	2	7
77	не может	14	7
78	и потому	4	7
79	в целом	2	6
80	все же	7	6
81	и к	5	6
82	о том	3	6
83	и если	1	6
84	то ни	1	6
85	того или	2	6
86	но если	1	6
87	но только	1	6
88	никогда не	3	6
89	для этого	1	6
90	можно сказать	2	6
91	и только	1	6
92	всяком случае	5	6
93	такого рода	2	6
94	нет ничего	1	6
95	в виде	2	6
96	жизни и	1	6
97	и есть	1	5
98	есть не	1	5
99	еще не	4	5
100	а только	1	5
101	за пределы	4	5
102	что они	2	5
103	в своем	3	5
104	хотя и	2	5
105	и сам	3	5
106	точки зрения	16	5
107	в своей	7	5
108	тех или	1	5
109	и его	14	5
110	и о	2	5
111	в ней	4	5
112	и здесь	3	5
113	крайней мере	1	5
114	взятая в	1	5
115	только на	2	5
116	то и	1	5
117	или даже	2	5
118	не было	3	5
119	по крайней	1	5
120	этом случае	2	5
121	так же	2	5
122	как в	8	5
123	да и	1	5
124	этого слова	1	5
125	все это	5	5
126	а в	6	5
127	с ней	2	5
128	другой стороны	4	5
129	состоит из	1	5
130	в таком	1	5
131	не имеют	1	4
132	мы уже	2	4
133	время как	2	4
134	но даже	1	4
135	бы то	1	4
136	но как	1	4
137	могли бы	1	4
138	то время	2	4
139	при этом	6	4
140	данного слова	1	4
141	заключается в	1	4
142	и без	1	4
143	тому что	2	4
144	дело в	1	4
145	только с	1	4
146	или иных	1	4
147	есть только	1	4
148	отличается от	1	4
149	в ее	2	4
150	языка и	12	4
151	можно было	2	4
152	же и	2	4
153	ни с	1	4
154	же деле	1	4
155	нас в	2	4
156	на этот	1	4
157	самом же	1	4
158	или в	8	4
159	а также	2	4
160	совершенно не	2	4
161	в каком	1	4
162	же как	2	3
163	то в	2	3
164	выражается в	1	3
165	и ее	3	3
166	там и	1	3
167	но не	2	3
168	в настоящем	1	3
169	кроме того	4	3
170	в самом	5	3
171	в этой	1	3
172	на то	1	3
173	как оно	3	3
174	одно и	2	3
175	значение в	1	3
176	его в	3	3
177	с другими	5	3
178	но уже	1	3
179	о которых	1	3
180	себе как	1	3
181	не значит	1	3
182	в которых	1	3
183	бы быть	1	3
184	на себе	1	3
185	ничего не	4	3
186	находятся в	1	3
187	на которую	1	3
188	именно потому	1	3
189	как только	3	3
190	для его	1	3
191	она не	3	3
192	без всякого	1	3
193	то или	1	3
194	если бы	1	3
195	может иметь	1	3
196	быть и	4	3
197	не мешает	1	3
198	в качестве	3	3
199	есть в	1	3
200	для него	3	3
201	случае не	1	3
202	отличие от	1	3
203	здесь в	4	3
204	что для	1	3
205	прежде всего	8	3
206	его как	2	3
207	ни о	2	3
208	жизнь в	2	3
209	но оно	3	3
210	в той	10	3
211	образ и	1	3
212	с этой	3	3
213	слова и	13	3
214	в условиях	2	3
215	формы и	3	3
216	и все	4	3
217	тем более	1	3
218	хотя бы	3	3
219	ни было	2	3
220	же в	1	3
221	есть уже	1	3
222	или иного	2	3
223	из этого	3	3
224	символа в	1	3
225	и другие	1	3
226	к тому	3	3
227	того же	6	2
228	и до	1	2
229	почти всегда	3	2
230	поэтому и	3	2
231	его не	1	2
232	мы имеем	1	2
233	в некотором	1	2
234	мы и	2	2
235	не был	1	2
236	во всех	17	2
237	с которыми	2	2
238	или иное	1	2
239	в известном	2	2
240	с этим	3	2
241	и нет	1	2
242	еще на	1	2
243	в которой	4	2
244	он в	5	2
245	часто даже	1	2
246	нами в	2	2
247	а вовсе	2	2
248	с чем	1	2
249	у тургенева	7	2
250	вернуться к	1	2
251	этом всякий	1	2
252	время и	2	2
253	но именно	4	2
254	всех этих	4	2
255	ведь не	1	2
256	широком смысле	2	2
257	из него	2	2
258	что все	2	2
259	же не	1	2
260	и может	3	2
261	в другом	2	2
262	зрения на	7	2
263	а как	2	2
264	ведь в	1	2
265	для них	2	2
266	например и	1	2
267	в слове	7	2
268	он и	1	2
269	мы видели	1	2
270	жизни но	2	2
271	нисколько не	2	2
272	в этих	2	2
273	в котором	2	2
274	с точки	8	2
275	в их	4	2
276	мы говорили	1	2
277	не столько	1	2
278	в отличие	1	2
279	бы мы	1	2
280	от его	3	2
281	является в	1	2
282	его внешней	1	2
283	и более	1	2
284	произведения в	1	2
285	однако в	1	2
286	в отношении	6	2
287	с теми	1	2
288	дело не	2	2
289	на котором	1	2
290	в процессе	4	2
291	в основе	5	2
292	но что	1	2
293	возможно и	1	2
294	в самой	1	2
295	слова как	6	2
296	и по	2	2
297	со своим	5	2
298	самой этой	1	2
299	могут быть	19	2
300	всегда есть	1	2
301	с ее	4	2
302	жизнь и	1	2
303	мы читаем	1	2
304	некотором отношении	1	2
305	все дело	1	2
306	свое произведение	2	2
307	это было	1	2
308	своим предметом	1	2
309	и во	3	2
310	переходит в	3	2
311	и следовательно	7	2
312	но с	1	2
313	только он	1	2
314	несет на	1	2
315	никак нельзя	1	2
316	с одной	4	2
317	себя в	9	2
318	и у	2	2
319	примеры из	1	2
320	в начале	1	2
321	из них	3	2
322	в известной	2	2
323	здесь перед	1	2
324	произведения и	2	2
325	друг друга	3	2
326	между прочим	1	2
327	от того	1	2
328	друга и	1	2
329	до сих	2	2
330	именно в	3	2
331	чем он	2	2
332	этим не	1	2
333	а с	2	2
334	он только	1	2
335	ничем не	1	2
336	о чем	1	2
337	когда она	1	2
338	произведение в	1	2
339	в частности	2	2
340	эти слова	2	2
341	вместе с	1	2
342	по своему	2	2
343	и там	3	2
344	по существу	3	2
345	в контексте	2	2
346	сих пор	2	2
347	и для	4	2
348	в результате	3	2
349	от него	1	2
350	у них	2	2
351	бы в	1	2
352	все они	7	2
353	от всякого	2	2
354	есть и	1	2
355	как на	1	2
356	этой точки	1	2
