N	2gram	Bakhtin_Fr_6	EvropaiC
1	таким образом	17	32
2	в том	2	31
3	и в	41	24
4	том что	7	20
5	все эти	11	19
6	не может	4	18
7	то что	10	17
8	может быть	2	15
9	все же	4	15
10	точки зрения	2	13
11	самом деле	4	12
12	в своем	5	12
13	до сих	3	12
14	в этом	12	12
15	сих пор	3	12
16	с этим	3	11
17	между тем	2	11
18	все это	11	11
19	во всех	17	10
20	по отношению	1	10
21	так и	5	10
22	из себя	1	10
23	как бы	7	10
24	отношению к	1	10
25	все что	4	10
26	того же	4	9
27	при этом	3	9
28	как и	7	9
29	в результате	4	9
30	что в	7	9
31	в самом	10	8
32	касается до	1	8
33	с точки	2	8
34	не в	4	8
35	ясно что	1	8
36	так же	5	8
37	и все	9	8
38	на самом	1	7
39	из этих	2	7
40	или менее	1	7
41	не менее	1	7
42	по существу	1	7
43	того чтобы	4	7
44	для этого	2	7
45	о том	9	7
46	и что	5	7
47	что он	6	7
48	для того	1	7
49	но и	13	7
50	и не	3	7
51	более или	1	7
52	о котором	4	7
53	из этого	4	7
54	должна быть	2	6
55	начало и	2	6
56	еще не	1	6
57	и на	9	6
58	что касается	1	6
59	в этой	8	6
60	несмотря на	1	6
61	с ним	4	6
62	что и	1	6
63	того что	3	6
64	только в	3	6
65	все они	2	6
66	так что	2	6
67	так как	10	6
68	мы можем	1	6
69	с другой	4	6
70	вместе с	6	6
71	у них	1	6
72	как на	1	6
73	между двумя	1	5
74	из всех	1	5
75	основано на	1	5
76	и к	1	5
77	но в	8	5
78	в которой	1	5
79	что это	5	5
80	в целом	1	5
81	в себе	5	5
82	не только	10	5
83	и если	1	5
84	но все	1	5
85	что все	2	5
86	и с	16	5
87	на все	3	5
88	лишь в	2	5
89	его в	1	5
90	между собою	5	5
91	что с	1	5
92	в то	6	5
93	как будто	1	5
94	в его	7	5
95	потому что	3	5
96	и их	3	5
97	у него	7	5
98	именно в	4	5
99	далеко не	1	5
100	ничем не	1	5
101	другой стороны	2	5
102	и для	3	5
103	и от	4	5
104	одним из	4	4
105	и то	2	4
