N	2gram	Propp_Isto_5	Myshleni
1	в процессе	1	27
2	и в	25	25
3	в развитии	1	24
4	в том	6	23
5	на основе	1	22
6	том что	8	20
7	таким образом	9	17
8	так же	5	17
9	что в	8	17
10	с тем	8	16
11	в основе	1	16
12	как и	7	15
13	в его	12	15
14	то что	7	15
15	в этом	10	14
16	вместе с	22	14
17	может быть	17	13
18	в целом	3	13
19	так как	11	12
20	в качестве	7	12
21	на основании	1	11
22	по своему	1	11
23	что они	1	10
24	перед нами	2	10
25	и что	8	10
26	что и	6	10
27	было бы	1	10
28	того что	2	10
29	только в	7	10
30	как бы	2	10
31	и не	11	10
32	мы не	5	9
33	связи с	8	9
34	как в	6	9
35	как мы	5	8
36	того чтобы	3	8
37	тем что	10	8
38	показывает что	5	8
39	все эти	8	7
40	по себе	2	7
41	уже в	2	7
42	мы можем	2	7
43	для того	3	7
44	что мы	2	7
45	как это	1	7
46	же как	4	6
47	того же	2	6
48	зависимости от	1	6
49	и на	8	6
50	но не	5	6
51	потому что	7	6
52	как уже	1	6
53	от этого	4	6
54	представляет собой	7	6
55	не только	13	6
56	в силу	1	6
57	не может	6	6
58	мы видели	7	6
59	точки зрения	2	6
60	в отличие	1	6
61	в животном	2	6
62	не в	6	6
63	не менее	4	6
64	самого начала	1	6
65	приходит к	1	6
66	с самого	1	6
67	один из	2	6
68	что он	22	6
69	отличие от	1	6
70	и у	1	6
71	с другой	9	6
72	в связи	4	6
73	в основном	4	6
74	все это	4	6
75	все же	10	6
76	мы должны	4	6
77	одним из	2	5
78	человека и	2	5
79	в зависимости	1	5
80	мы уже	4	5
81	как говорит	1	5
82	и как	3	5
83	и к	1	5
84	что это	5	5
85	что она	1	5
86	при этом	1	5
87	и по	2	5
88	на этой	4	5
89	тем не	4	5
90	и другое	1	5
91	уже говорили	1	5
92	но это	7	5
93	с другом	2	5
94	могут быть	6	5
95	о том	7	5
96	этой стадии	3	5
97	если бы	2	5
98	в этой	3	5
99	показывают что	3	5
100	входит в	5	5
101	с одной	7	5
102	для него	1	5
103	основной вывод	1	5
