N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	56
2	то есть	12	24
3	в романе	10	21
4	в его	13	18
5	таким образом	5	17
6	все эти	1	15
7	в этом	6	14
8	в том	7	13
9	так и	2	13
10	он был	1	12
11	в то	15	12
12	и его	6	12
13	то же	13	11
14	в них	1	11
15	в этих	2	11
16	до конца	2	11
17	как бы	17	11
18	и до	1	10
19	мы уже	1	10
20	еще не	1	10
21	же время	12	10
22	в эпоху	1	10
23	в самом	3	9
24	и не	7	9
25	только в	5	9
26	но и	3	9
27	в сущности	1	8
28	во всех	1	8
29	не только	7	8
30	в нем	3	8
31	и с	3	8
32	и их	1	8
33	и даже	3	8
34	до сих	1	8
35	по своему	1	8
36	сих пор	1	8
37	все это	10	8
38	том что	11	8
39	и на	7	7
40	уже говорили	1	7
41	у него	7	7
42	в частности	2	7
43	той же	3	6
44	в ее	1	6
45	в этой	5	6
46	но в	7	6
47	эпохи и	1	6
48	на его	3	6
49	вовсе не	5	6
50	связи с	1	6
51	прежде всего	4	6
52	все они	1	6
53	и все	6	6
54	потому что	5	6
55	одним из	4	5
56	с ее	3	5
57	с его	11	5
58	но не	3	5
59	он не	8	5
60	так сказать	2	5
61	роль в	1	5
62	такой же	2	5
63	во время	1	5
64	в отношении	1	5
65	своего рода	4	5
66	в процессе	1	5
67	никогда не	3	5
68	в области	1	5
69	говорили что	1	5
70	один из	4	5
71	не было	1	5
72	как и	12	5
73	в творчестве	6	5
74	что в	12	5
75	между вещами	2	5
76	и другие	3	5
77	ту же	3	4
78	но по	1	4
79	в ней	2	4
80	не был	3	4
81	и к	1	4
82	в которой	3	4
83	что это	1	4
84	в себе	2	4
85	при этом	7	4
86	что все	3	4
87	начала и	1	4
88	и ее	1	4
89	и более	1	4
90	даже в	3	4
91	одна из	2	4
92	форм и	1	4
93	в духе	2	4
94	наконец в	1	4
95	времени и	4	4
96	к языку	1	4
97	и других	3	4
98	о том	6	4
99	язык в	1	4
100	в ту	3	4
101	с одной	1	4
102	в качестве	2	4
103	так как	3	4
104	его романе	1	4
105	в изображении	1	4
106	в основе	2	4
107	в своих	5	4
108	в году	7	3
109	в их	3	3
110	время в	3	3
111	в своем	4	3
112	перед нами	2	3
113	кроме того	1	3
114	и наконец	2	3
115	его к	1	3
116	сливаются в	1	3
117	и всей	1	3
118	всех этих	1	3
119	первой части	3	3
120	и самый	1	3
121	слова и	1	3
122	здесь нет	2	3
123	не мог	2	3
124	эпизоде с	1	3
125	не в	2	3
126	но он	2	3
127	в таких	1	3
128	казалось бы	1	3
129	во все	1	3
130	здесь мы	2	3
131	и о	1	3
132	мы наблюдаем	1	3
133	в образе	1	3
134	и здесь	1	3
135	настоящее время	2	3
136	все его	1	3
137	времени в	13	3
138	между тем	1	3
139	в литературе	2	3
140	одной из	4	3
141	так что	2	3
142	уже не	3	3
143	был бы	2	3
144	мы находим	2	3
145	что и	2	3
146	может быть	5	3
147	к которому	1	3
148	что для	2	3
149	не на	1	3
150	сказать что	2	3
151	с помощью	1	3
152	связь с	1	3
153	к его	1	3
154	образом и	1	3
155	на эту	4	3
156	в первой	2	3
157	в связи	1	3
158	в настоящее	1	3
159	то что	8	3
160	также и	1	2
161	самом деле	2	2
162	на самом	3	2
163	по преимуществу	2	2
164	действительности и	2	2
165	был и	1	2
166	их и	1	2
167	из всех	4	2
168	прибегает к	1	2
169	бы то	1	2
170	с другой	3	2
171	совсем не	1	2
172	как к	2	2
173	хотя и	3	2
174	когда он	2	2
175	целый ряд	1	2
176	и как	4	2
177	в действительности	1	2
178	бы и	1	2
179	отчасти и	2	2
180	еще один	1	2
181	и те	1	2
182	с народной	1	2
183	на площади	2	2
184	что она	2	2
185	ни было	1	2
186	в виде	3	2
187	людей и	2	2
188	в мире	4	2
189	его в	1	2
190	ни в	1	2
191	с тем	1	2
192	он и	1	2
193	и некоторые	1	2
194	для него	6	2
195	в своей	4	2
196	в котором	6	2
197	году когда	1	2
198	между людьми	2	2
199	дело в	3	2
200	дело не	3	2
201	у этого	1	2
202	особое значение	1	2
203	что на	1	2
204	начиная с	1	2
205	данном случае	2	2
206	только не	1	2
207	культуры и	1	2
208	и сам	1	2
209	во многом	7	2
210	с ним	3	2
211	можно сказать	2	2
212	к нему	1	2
213	грань между	1	2
214	вся эта	1	2
215	этот момент	1	2
216	отметить что	1	2
217	во всей	2	2
218	нем и	1	2
219	было бы	1	2
220	но с	1	2
221	что он	6	2
222	очень много	1	2
223	это очень	1	2
224	это не	4	2
225	вопрос об	1	2
226	и тела	1	2
227	уже в	3	2
228	только на	2	2
229	в известном	1	2
230	из них	2	2
231	гоголя и	2	2
232	в одном	1	2
233	к ним	1	2
234	как раз	1	2
235	в других	1	2
236	связан с	3	2
237	человека и	4	2
238	видим что	1	2
239	далеко не	3	2
240	говорит о	3	2
241	одной стороны	1	2
242	а на	1	2
243	той эпохи	1	2
244	то ни	1	2
245	его как	2	2
246	люди в	1	2
247	не может	4	2
248	вместе с	2	2
249	так же	3	2
250	нет ни	2	2
251	он говорит	3	2
252	в данном	2	2
253	с некоторыми	1	2
254	а не	5	2
255	времени с	1	2
256	с этой	1	2
257	но это	5	2
258	все же	5	2
259	а в	6	2
260	связанный с	1	2
261	это в	3	2
262	другой стороны	1	2
263	от всех	1	2
264	для эпохи	1	2
265	к этому	2	2
266	всем и	1	1
267	только он	1	1
268	как известно	1	1
269	в этот	1	1
270	того же	2	1
271	из самых	1	1
272	мировоззрения и	2	1
273	этого в	1	1
274	и развитие	1	1
275	времени он	3	1
276	а как	2	1
277	по мнению	3	1
278	бы что	1	1
279	он как	1	1
280	равно как	1	1
281	то это	1	1
282	и со	1	1
283	жизни это	1	1
284	будущего в	1	1
285	собой в	2	1
286	по этому	1	1
287	не нужно	2	1
288	между собой	1	1
289	ту эпоху	2	1
290	и понимал	1	1
291	в чем	2	1
292	одним словом	1	1
293	как у	1	1
294	еще далеко	1	1
295	мышления как	1	1
296	но когда	1	1
297	отвлеченной мысли	1	1
298	в эти	1	1
299	по отношению	1	1
300	в комедии	1	1
301	некоторые черты	1	1
302	себя в	1	1
303	искал в	1	1
304	одного момента	1	1
305	одного и	1	1
306	это тот	1	1
307	выясняется что	1	1
308	в одной	2	1
309	эта связь	1	1
310	как в	8	1
311	из уст	1	1
312	для всех	1	1
313	это был	1	1
314	на человека	1	1
315	что по	1	1
316	народного сознания	1	1
317	главных героев	1	1
318	за собой	1	1
319	сливается с	3	1
320	реализма он	1	1
321	та же	4	1
322	он усвоил	1	1
323	и у	2	1
324	подлинный смысл	1	1
325	всего романа	1	1
326	о прямом	1	1
327	он в	1	1
328	новый тип	1	1
329	им в	1	1
330	тому же	1	1
331	претендовать на	1	1
332	как он	1	1
333	ряд характеристик	1	1
334	но на	1	1
335	ключ к	1	1
336	на таком	1	1
337	к одному	1	1
338	не к	1	1
339	и вот	1	1
340	вещи например	1	1
341	и сколько	1	1
342	индивидуален и	1	1
343	борьбы двух	1	1
344	в нее	1	1
345	в основу	1	1
346	больше всего	1	1
347	для всей	1	1
348	же не	1	1
349	связанные с	1	1
350	на все	1	1
351	на этой	1	1
352	это было	1	1
