N	3gram	Vygotskiy__7	StatiiOP
1	в том что	13	16
2	о том что	4	11
3	в этом отношении	3	9
4	том что он	2	5
5	до сих пор	3	5
6	вместе с тем	4	5
7	для того чтобы	18	5
8	к тому что	6	5
9	что он не	1	4
10	после того как	1	4
11	тот факт что	1	4
12	так же как	7	3
13	с другой стороны	1	3
14	во всяком случае	1	3
15	с самого начала	7	3
16	том что в	2	2
17	только потому что	3	2
18	свое выражение в	5	2
19	в том же	1	2
20	в одной из	1	2
21	с точки зрения	21	2
22	в отличие от	2	2
23	нашло свое выражение	1	2
24	как раз в	2	2
25	что оба эти	1	2
26	и в этом	1	2
27	не до конца	2	2
28	мере в какой	2	2
29	так и в	1	2
30	не только не	9	2
31	в самом деле	4	2
32	но все же	1	2
33	на то что	4	2
34	по этому поводу	3	2
35	той мере в	2	2
36	тем не менее	3	2
37	в той мере	2	2
38	том что она	2	1
39	в обоих случаях	1	1
40	что в этом	2	1
41	должна была бы	1	1
42	одним и тем	2	1
43	того чтобы показать	1	1
44	возникает целый ряд	1	1
45	на самом деле	2	1
46	в этом смысле	1	1
47	так что в	1	1
48	внимание на то	1	1
49	то что с	1	1
50	а в начале	1	1
51	не к тому	1	1
52	поэтому она не	1	1
53	сам по себе	1	1
54	в той же	2	1
55	в первую очередь	1	1
56	вследствие того что	1	1
57	и потому недостаточно	1	1
58	с которыми он	1	1
59	точно так же	2	1
60	на первом месте	1	1
61	именно в этом	2	1
62	в зависимости от	1	1
63	одно и то	3	1
64	котором мы привыкли	1	1
65	в данном случае	5	1
66	и тем же	2	1
67	пользу того что	1	1
68	в высшей степени	1	1
69	в конце концов	1	1
70	никаких сомнений в	2	1
71	и то же	3	1
72	что этот шаг	1	1
73	в определенном направлении	1	1
74	в известном смысле	2	1
75	по сравнению с	7	1
76	сомнений в том	1	1
77	и вместе с	2	1
78	пришел к выводу	1	1
79	но вместе с	1	1
80	не только к	1	1
81	никак не отражалось	1	1
82	друг к другу	1	1
83	что у него	1	1
84	вместо того чтобы	1	1
85	потому что они	1	1
86	на вопрос о	1	1
87	нельзя было бы	1	1
88	по отношению к	5	1
89	и во втором	1	1
90	но также и	1	1
91	заключается в том	4	1
92	в то время	2	1
93	в пользу того	1	1
94	сих пор в	1	1
95	в свою очередь	2	1
96	в этом случае	14	1
97	к выводу что	2	1
98	не оставляет никаких	1	1
99	но и он	1	1
100	этом случае и	1	1
101	у нее есть	2	1
102	в сущности говоря	2	1
103	в то же	1	1
104	в том числе	1	1
105	таким образом в	2	1
106	оставляет никаких сомнений	1	1
107	ли нуждается в	1	1
108	но именно в	1	1
109	нет как и	1	1
110	как мы видели	3	1
111	по пути к	1	1
