N	2gram	Propp_Isto_3	Hudozhes
1	том что	8	16
2	и в	22	14
3	так и	2	13
4	не только	14	12
5	при этом	2	12
6	о том	3	12
7	в том	9	12
8	а не	6	12
9	и т	16	11
10	в этом	17	11
11	прежде всего	3	11
12	в своей	1	10
13	то же	6	9
14	как и	3	9
15	что он	9	9
16	в качестве	2	9
17	у него	3	9
18	по отношению	2	8
19	в этой	5	8
20	как в	2	8
21	то что	7	8
22	ничего не	6	8
23	в его	3	8
24	между тем	2	8
25	отношению к	2	8
26	в то	2	8
27	еще не	10	7
28	тогда как	1	7
29	это не	6	7
30	своего рода	1	7
31	не в	4	7
32	казалось бы	1	7
33	к тому	3	7
34	уже не	7	7
35	не может	4	7
36	как бы	1	7
37	а в	6	7
38	как правило	2	6
39	человека в	1	6
40	было бы	3	6
41	никогда не	3	6
42	что в	15	6
43	самом деле	1	5
44	перед нами	1	5
45	но в	10	5
46	об этом	1	5
47	ни в	2	5
48	точки зрения	2	5
49	не менее	5	5
50	и его	4	5
51	потому что	3	5
52	к себе	1	5
53	и он	2	5
54	можно было	1	5
55	во второй	1	5
56	только в	4	5
57	друг друга	6	5
58	может быть	11	5
59	но и	12	5
60	в частности	5	5
61	к жизни	2	5
62	в этих	11	5
63	героя и	1	5
64	жизни и	2	5
65	мы уже	6	4
66	и о	2	4
67	в ней	2	4
68	столь же	1	4
69	в своем	2	4
70	и к	3	4
71	на то	1	4
72	что она	5	4
73	он не	5	4
74	и с	4	4
75	этой связи	1	4
76	тем не	5	4
77	с ним	1	4
78	она не	4	4
79	в русской	3	4
80	связи с	6	4
81	как будто	2	4
82	и это	2	4
83	можно сказать	2	4
84	того что	5	4
85	один из	5	4
86	и быть	1	4
87	из них	7	4
88	не было	2	4
89	и все	3	4
90	т е	16	4
91	и от	3	4
92	с точки	1	3
93	не имеют	2	3
94	в мире	1	3
95	и на	4	3
96	в ее	1	3
97	отнюдь не	1	3
98	все же	5	3
99	друга не	1	3
100	но он	4	3
101	в нем	9	3
102	т д	15	3
103	и по	1	3
104	на этом	4	3
105	его в	3	3
106	с этим	8	3
107	даже в	2	3
108	ничем не	1	3
109	такой же	2	3
110	она в	1	3
111	все эти	4	3
112	из нас	1	3
113	тем что	4	3
114	что при	1	3
115	как мы	8	3
116	в пределах	4	3
117	что у	3	3
118	если бы	6	3
119	а также	2	3
120	это в	1	3
121	же в	2	3
122	но не	7	3
123	и даже	2	3
124	со стороны	3	3
125	превращается в	3	3
126	то и	6	3
127	в связи	3	3
128	по своему	1	3
129	и для	2	3
130	от него	2	3
131	или не	2	3
132	в таком	1	3
133	к этой	1	3
134	например в	2	2
135	же как	2	2
136	начинается с	1	2
137	на самом	2	2
138	той же	2	2
139	мы не	1	2
140	вопрос о	2	2
141	к своему	1	2
142	мы читаем	1	2
143	но как	1	2
144	себе и	2	2
145	тебе и	1	2
146	в одной	3	2
147	хотя и	2	2
148	вот тебе	2	2
