N	3gram	Tiupa_Anal_2	SlovoVZh
1	по отношению к	4	11
2	не может быть	1	7
3	можно сказать что	1	5
4	в том что	6	4
5	тем не менее	3	3
6	этой точки зрения	1	3
7	и то же	1	2
8	это не так	1	2
9	с другой стороны	2	2
10	то же самое	1	2
11	с точки зрения	2	2
12	до известной степени	1	2
13	отношению к предмету	1	2
14	но отнюдь не	1	2
15	одно и то	1	2
16	в отношении к	1	2
17	в данном случае	5	2
18	выходят за пределы	1	2
19	с одной стороны	4	2
20	тех или иных	2	1
21	ведь и является	1	1
22	а между тем	1	1
23	и в этом	4	1
24	автора героя и	1	1
25	так как будто	1	1
26	противном случае она	1	1
27	и не требует	1	1
28	имеем дело с	1	1
29	в нашем случае	1	1
30	мы имеем дело	3	1
31	одним и тем	1	1
32	более или менее	1	1
33	соприкасается говорящий со	1	1
34	в самом деле	1	1
35	интонация как бы	1	1
36	в этом смысле	2	1
37	но если бы	1	1
38	именно в интонации	1	1
39	между тем как	1	1
40	разговорного языка в	1	1
41	герой нашего времени	1	1
42	в частности в	2	1
43	со слушателями интонация	1	1
44	за его словесные	1	1
45	слово за его	1	1
46	и является художественное	1	1
47	могут быть только	1	1
48	его словесные пределы	1	1
49	при этом особенно	1	1
50	сами по себе	1	1
51	бы выводит слово	1	1
52	в свою очередь	1	1
53	во всех языках	1	1
54	но и в	1	1
55	о том что	6	1
56	интонации соприкасается говорящий	1	1
57	только то что	1	1
58	в этом отношении	3	1
59	в конечном счете	2	1
60	говорящий со слушателями	1	1
61	можно было бы	2	1
62	то же время	2	1
63	подобно тому как	3	1
64	как бы выводит	1	1
65	в противном случае	1	1
66	со всех сторон	1	1
67	по крайней мере	3	1
68	в то же	2	1
69	выводит слово за	1	1
70	отнюдь не является	1	1
71	и тогда когда	1	1
72	в значительной степени	2	1
73	сама по себе	1	1
74	в интонации соприкасается	1	1
75	не совпадает с	1	1
76	не только его	1	1
77	как и в	3	1
78	и тем же	1	1
79	к тому же	4	1
80	этот зрительный образ	1	1
81	с жизнью и	1	1
82	и тот же	1	1
