N	3gram	Vinokur_St_3	Narrotol
1	не только в	3	6
2	в том что	11	5
3	то же время	3	4
4	той или иной	1	4
5	в то же	3	4
6	не может быть	5	4
7	на себя внимание	1	3
8	в этом отношении	4	3
9	обращает на себя	1	3
10	по большей части	1	3
11	для того чтобы	1	3
12	в этом и	1	3
13	тем не менее	2	3
14	речь идет о	1	3
15	о том что	4	2
16	состоит в том	3	2
17	в самом деле	1	2
18	то же самое	1	2
19	не было и	1	2
20	до сих пор	2	2
21	но и в	2	2
22	как раз в	1	2
23	может быть не	1	2
24	в связи с	3	2
25	тем или иным	1	2
26	во всяком случае	4	2
27	в свою очередь	1	2
28	можно сказать что	1	2
29	на то что	3	2
30	из этих двух	1	2
31	в известном смысле	1	2
32	более или менее	1	1
33	по тем или	1	1
34	что я за	1	1
35	что не имеет	1	1
36	он не может	1	1
37	с другой стороны	4	1
38	с точки зрения	4	1
39	что он уже	1	1
40	них как бы	1	1
41	сам по себе	1	1
42	и не мог	1	1
43	том что именно	1	1
44	его жизни но	1	1
45	для одного из	1	1
46	об этом не	1	1
47	по крайней мере	4	1
48	к жизни и	1	1
49	как бы из	1	1
50	здесь следует признать	1	1
51	не встречается ни	1	1
52	что это за	2	1
53	в самом начале	1	1
54	же можно сказать	1	1
55	в ряде случаев	2	1
56	с одной стороны	2	1
57	а с другой	2	1
58	потому что в	1	1
59	в поле зрения	1	1
60	в той или	1	1
61	что у него	1	1
62	а не в	1	1
63	связи с этим	1	1
64	свое отражение в	1	1
65	если бы между	2	1
66	всех действующих лиц	1	1
67	на том как	1	1
68	к этому времени	1	1
69	на протяжении всего	1	1
70	и в самом	1	1
71	одна из этих	1	1
72	в русской литературе	1	1
73	но все же	2	1
74	к тому что	2	1
75	становится очевидным что	1	1
76	как у карамзина	1	1
77	на самом деле	1	1
78	у карамзина в	1	1
79	значении этого термина	1	1
80	и т д	2	1
81	как мы видели	1	1
