N	2gram	Propp_Isto_4	Marksizm
1	может быть	14	28
2	и пр	11	25
3	и в	26	19
4	как бы	3	19
5	и не	9	19
6	не может	6	18
7	точки зрения	1	17
8	то же	8	16
9	и его	10	16
10	как мы	5	15
11	в этом	7	15
12	таким образом	10	14
13	лишь в	2	14
14	не только	15	13
15	связи с	3	13
16	в нем	2	11
17	если бы	2	11
18	вовсе не	4	11
19	не в	5	10
20	так и	10	10
21	но и	12	10
22	в пределах	1	10
23	том что	3	10
24	при этом	3	9
25	как и	7	9
26	как целое	1	9
27	в основе	1	9
28	а не	6	9
29	в то	1	8
30	только в	3	8
31	его в	9	7
32	и более	3	7
33	одна из	2	7
34	никогда не	2	7
35	в том	3	7
36	в языке	2	7
37	прежде всего	1	7
38	в связи	2	7
39	но в	5	7
40	мы уже	5	6
41	во всех	1	6
42	и как	5	6
43	если мы	1	6
44	ни в	2	6
45	к тому	1	6
46	же самое	2	6
47	и следовательно	1	6
48	быть и	1	6
49	мы можем	6	6
50	с помощью	2	6
51	и все	2	6
52	хотя бы	2	6
53	к другому	1	5
54	и на	2	5
55	все же	9	5
56	на этой	1	5
57	в данном	3	5
58	и здесь	5	5
59	к нему	6	5
60	в его	5	5
61	мы ни	1	5
62	в форме	2	5
63	в большинстве	1	5
64	большинстве случаев	1	5
65	этого слова	2	5
66	тем более	1	5
67	к этому	5	5
68	так же	18	5
69	все те	1	4
70	должна быть	2	4
71	а как	2	4
72	конечно не	2	4
73	только на	1	4
74	в себе	2	4
75	на то	3	4
76	это не	5	4
77	было бы	2	4
78	и тем	2	4
79	мы видели	6	4
80	этой связи	1	4
81	тому что	1	4
82	ничего не	5	4
83	по мере	1	4
84	в русском	1	4
85	того что	2	4
86	с ними	5	4
87	что он	10	4
88	и их	2	4
89	речь и	1	4
90	как раз	1	4
91	связь с	12	4
92	смысле этого	2	4
93	в основном	1	4
94	к пониманию	1	4
95	бы в	1	4
96	то что	16	4
97	сказать что	2	4
98	и то	6	3
99	в котором	1	3
100	не имеют	1	3
101	на материале	1	3
102	в ней	1	3
103	еще не	6	3
104	слова на	1	3
105	иногда и	2	3
106	относится к	3	3
107	в истории	2	3
108	с этим	2	3
109	перед нами	3	3
110	все эти	3	3
111	в этой	2	3
112	нами в	1	3
113	он не	7	3
114	не к	2	3
115	не как	1	3
116	одно и	1	3
117	здесь мы	2	3
118	в другом	5	3
119	той же	1	3
120	форму и	1	3
121	по себе	2	3
122	в этих	7	3
123	в своей	4	3
124	не имеет	3	3
125	они являются	1	3
126	у нас	2	3
127	могут быть	6	3
128	для его	1	3
129	не есть	2	3
130	и это	1	3
