N	2gram	Vygotskiy__1	formyVre
1	и в	23	46
2	в этом	17	22
3	и т	1	14
4	прежде всего	10	14
5	вовсе не	3	13
6	и его	6	12
7	во всех	3	11
8	не только	16	11
9	только в	6	11
10	как бы	11	10
11	во время	1	10
12	точки зрения	26	10
13	в том	24	10
14	но в	5	10
15	мы уже	1	9
16	не в	4	9
17	у него	1	9
18	но и	14	9
19	вместе с	9	9
20	и не	9	9
21	и для	1	9
22	то же	8	8
23	как и	14	8
24	с точки	18	8
25	для того	15	8
26	того чтобы	17	8
27	потому что	6	8
28	связи с	3	8
29	в его	14	8
30	из них	1	8
31	в основном	1	8
32	жизни и	2	8
33	и на	8	7
34	всех этих	2	7
35	так и	5	7
36	в них	2	7
37	может быть	14	7
38	в одном	4	7
39	то что	17	7
40	как мы	5	6
41	еще не	1	6
42	все же	3	6
43	и наконец	2	6
44	при этом	4	6
45	и с	9	6
46	в основе	8	6
47	никогда не	2	6
48	так как	7	6
49	все это	6	6
50	и все	5	6
51	но не	4	5
52	с этим	6	5
53	в своем	3	5
54	все эти	4	5
55	связанные с	1	5
56	он не	5	5
57	в нем	1	5
58	должно быть	2	5
59	в то	7	5
60	в дальнейшем	1	5
61	и у	1	5
62	и др	1	5
63	в частности	2	5
64	по существу	4	5
65	в смысле	2	5
66	что в	14	5
67	отношения к	3	4
68	также и	1	4
69	человека и	3	4
70	что они	3	4
71	в истории	1	4
72	как в	4	4
73	уже в	3	4
74	из этих	3	4
75	в себе	6	4
76	их в	4	4
77	том что	21	4
78	в котором	4	4
79	том же	2	4
80	же время	2	4
81	о том	6	4
82	все его	1	4
83	вопросу о	1	4
84	так что	1	4
85	мир в	1	4
86	с другом	4	4
87	а не	3	4
88	отнюдь не	1	4
89	в ряду	1	4
90	друг с	4	4
91	с этой	6	4
92	есть и	1	4
93	в виду	1	3
94	слова и	5	3
95	а следовательно	1	3
96	мы будем	1	3
97	хотя и	2	3
98	целый ряд	4	3
99	как уже	7	3
100	и как	5	3
101	уже не	2	3
102	та же	1	3
103	отчасти и	1	3
104	т д	1	3
105	новое и	1	3
106	таким образом	26	3
107	а затем	5	3
108	в совершенно	1	3
109	на первый	2	3
110	в их	3	3
111	в которых	3	3
112	самое время	1	3
113	что было	1	3
114	не могли	2	3
115	она ни	1	3
116	следовательно и	1	3
117	и вниз	1	3
118	кроме того	1	3
119	же самое	3	3
120	к тому	4	3
121	на основе	1	3
122	мы наблюдаем	1	3
123	в борьбе	1	3
124	в другом	7	3
125	а также	1	3
126	что и	1	3
127	на развитие	1	3
128	того что	15	3
129	что он	7	3
130	в качестве	9	3
131	на протяжении	1	3
132	для него	2	3
133	тем что	6	3
134	в форме	1	3
135	и даже	2	3
136	не было	1	3
137	не на	1	3
138	о чем	2	3
139	с помощью	13	3
140	это значит	1	3
141	в это	1	3
142	к вопросу	2	3
143	не является	9	3
144	тем более	5	3
145	в этих	2	3
146	ее в	2	3
147	а в	2	3
148	в море	2	3
149	всего в	2	3
150	но эти	1	3
151	и другие	1	3
152	к этому	4	3
153	том числе	1	3
154	смысле слова	3	2
155	ту же	1	2
156	как его	1	2
157	связи между	3	2
158	и до	2	2
159	почти всегда	2	2
160	в сущности	6	2
161	говорить о	2	2
162	жизни как	1	2
163	столько же	1	2
164	первый план	2	2
165	пищи и	1	2
166	к ним	1	2
167	друг от	3	2
168	в одной	3	2
169	то в	1	2
170	и к	4	2
171	от этого	2	2
172	гл ii	1	2
173	в этой	7	2
174	с одной	8	2
175	как он	3	2
176	не могла	1	2
177	перестает быть	1	2
178	и вот	2	2
179	на этом	2	2
180	лишь в	6	2
181	не боится	1	2
182	по себе	5	2
183	здесь это	1	2
184	с тем	7	2
185	которой он	1	2
186	мы видели	2	2
187	автора и	1	2
188	представление о	2	2
189	строго говоря	2	2
190	значение для	1	2
191	одном из	2	2
192	но эта	1	2
193	друг другу	3	2
194	и более	5	2
195	и великого	1	2
196	в отношении	10	2
197	вплоть до	1	2
198	она не	3	2
199	на котором	1	2
200	там где	2	2
201	и всегда	1	2
202	контакт с	1	2
203	в самой	1	2
204	все стороны	1	2
205	более что	1	2
206	этом отношении	4	2
207	принадлежит к	1	2
208	могут быть	3	2
209	во все	1	2
210	числе и	1	2
211	и потому	2	2
212	и это	3	2
213	от друга	3	2
214	и от	3	2
215	не мог	1	2
216	находится в	1	2
217	другом месте	6	2
218	и та	1	2
219	можно сказать	5	2
220	это не	1	2
221	значит что	1	2
222	один из	2	2
223	мы видим	4	2
224	словом и	2	2
225	со всеми	2	2
226	и других	3	2
227	представлений о	1	2
228	в конце	2	2
229	не были	1	2
230	или иной	1	2
231	до сих	4	2
232	с другой	10	2
233	именно в	6	2
234	было бы	4	2
235	наконец в	2	2
236	больше и	1	2
237	и пр	2	2
238	до конца	1	2
239	если не	3	2
240	для чего	1	2
241	что все	4	2
242	не может	12	2
243	все основные	2	2
