N	2gram	Vinokur_St_2	DiskursI
1	в качестве	5	34
2	не только	19	28
3	в том	27	23
4	а не	5	22
5	тогда как	2	19
6	том что	27	19
7	представляет собой	1	17
8	может быть	2	17
9	как и	2	16
10	и в	29	16
11	в этом	21	15
12	еще не	1	14
13	но и	19	14
14	при этом	2	13
15	но не	3	11
16	прежде всего	5	11
17	и не	9	11
18	как в	3	10
19	с другой	4	10
20	по отношению	1	9
21	в нем	4	9
22	не может	2	9
23	в частности	4	9
24	отношению к	1	9
25	но в	8	8
26	своего рода	5	8
27	о том	17	8
28	так и	9	8
29	а также	2	8
30	не было	3	7
31	в себе	2	7
32	то же	2	7
33	не в	4	7
34	в основе	1	7
35	роль в	1	7
36	со стороны	2	7
37	в его	13	7
38	только в	2	7
39	в своем	9	6
40	и как	2	6
41	ни к	1	6
42	в составе	1	5
43	и на	6	5
44	отличие от	2	5
45	тому же	3	5
46	в котором	7	5
47	в их	3	5
48	в отличие	2	5
49	в процессе	2	5
50	в эпоху	1	5
51	можно сказать	1	5
52	а с	3	5
53	в данном	2	5
54	как бы	5	5
55	к тому	10	5
56	а в	1	5
57	то что	11	5
58	в своей	7	5
59	и о	4	4
60	с его	2	4
61	в сторону	1	4
62	отношение к	1	4
63	в истории	2	4
64	и к	4	4
65	на его	2	4
66	не как	1	4
67	в них	2	4
68	потому что	9	4
69	жанра в	1	4
70	внимание на	4	4
71	же время	1	4
72	между тем	5	4
73	во втором	1	4
74	одной из	3	4
75	что он	13	4
76	для него	4	4
77	в особенности	2	4
78	по своим	1	4
79	связи с	4	4
80	такого рода	2	4
81	не является	3	4
82	что в	19	4
83	также и	2	3
84	того же	2	3
85	и потому	2	3
86	в первом	1	3
87	в каждой	1	3
88	столь же	1	3
89	в одной	2	3
90	с этим	3	3
91	в самом	7	3
92	всех литературных	1	3
93	вследствие этого	1	3
94	зрения на	1	3
95	заключается в	1	3
96	точки зрения	5	3
97	в своих	1	3
98	по себе	3	3
99	в то	2	3
100	принадлежат к	1	3
101	таким образом	10	3
102	должны быть	1	3
103	они и	1	3
104	как не	1	3
105	свою очередь	1	3
106	в ее	2	3
107	времени и	4	3
108	не с	1	3
109	еще в	2	3
110	и даже	3	3
111	имея в	1	3
112	что и	2	3
113	хотя бы	3	3
114	из них	3	3
115	тем что	3	3
116	именно в	4	3
117	по своему	2	3
118	того что	5	3
119	один из	1	3
120	все же	6	3
121	в свою	1	3
122	сказать что	2	3
123	другой стороны	3	3
124	одним из	6	2
125	например в	3	2
126	языка с	1	2
127	к другому	1	2
128	едва ли	1	2
129	в году	3	2
130	для своего	2	2
131	приходится удивляться	1	2
132	в сущности	1	2
133	совпадает с	1	2
134	на себя	3	2
135	этого термина	1	2
136	в виду	7	2
137	но как	1	2
138	за пределы	1	2
139	что касается	1	2
140	хотя и	4	2
141	когда он	1	2
142	целый ряд	1	2
143	более или	2	2
144	не приходится	4	2
145	точкой зрения	1	2
146	в тех	2	2
147	в этой	2	2
148	в значении	4	2
149	по словам	4	2
150	не следует	1	2
151	в принципе	1	2
152	том чтобы	1	2
153	и по	3	2
154	на этом	1	2
155	так например	7	2
156	в каждом	1	2
157	различие между	1	2
158	об этом	6	2
159	и тем	1	2
160	или менее	2	2
161	в г	7	2
162	и без	1	2
163	не менее	3	2
164	но они	2	2
165	что с	2	2
166	дело не	2	2
167	не могло	3	2
168	нельзя не	3	2
169	х годов	1	2
170	и его	6	2
171	на самого	1	2
172	в момент	1	2
173	уже о	1	2
174	отличается от	1	2
175	значительной степени	2	2
176	оно не	3	2
177	и он	3	2
178	как мы	1	2
179	говоря уже	1	2
180	данном случае	1	2
181	характер и	1	2
182	в пределах	1	2
183	на том	1	2
184	же касается	1	2
185	в другом	4	2
186	было в	1	2
187	разного рода	1	2
188	и вообще	2	2
189	в построении	1	2
190	а по	1	2
191	во всяком	3	2
192	и что	6	2
193	одного из	1	2
194	в значительной	2	2
195	это было	2	2
196	и во	1	2
197	в форме	1	2
198	котором он	1	2
199	позднее и	1	2
200	в какой	2	2
201	точка зрения	1	2
202	уже в	1	2
203	в одном	6	2
204	сами по	2	2
205	как его	1	2
206	заметить что	1	2
207	никогда не	3	2
208	к которому	1	2
209	чем он	2	2
210	и др	2	2
211	обратить внимание	5	2
212	из наиболее	1	2
213	его как	2	2
214	одну из	1	2
215	о чем	5	2
216	его характер	1	2
217	более чем	1	2
218	к его	1	2
219	что же	1	2
220	в ряду	1	2
221	для понимания	1	2
222	своего времени	4	2
223	жизни в	1	2
224	в начале	3	2
225	рассматривать как	1	2
226	за его	1	2
227	или в	1	2
228	и все	1	2
229	будто бы	1	2
230	не говоря	1	2
231	одновременно и	1	2
232	героя в	1	2
233	они не	2	2
234	к этому	4	2
235	том числе	1	2
236	делает вполне	2	1
237	как известно	2	1
238	речь идет	4	1
239	сам по	1	1
240	и то	1	1
241	самом деле	3	1
242	на самом	3	1
243	это и	1	1
244	всего это	1	1
245	идет о	3	1
246	думал о	2	1
247	порой даже	1	1
248	и до	1	1
249	из его	2	1
250	святому духу	1	1
251	той же	1	1
252	в и	13	1
253	следует обратить	1	1
254	говорить о	1	1
255	жанру и	1	1
256	в полной	2	1
257	я не	7	1
258	но уже	1	1
259	в изложении	1	1
260	из того	1	1
261	событий и	1	1
262	мы и	1	1
263	что оба	2	1
264	со сцены	1	1
265	на них	1	1
266	он сам	1	1
267	не могу	1	1
268	особенно если	1	1
269	могло быть	3	1
270	не то	3	1
271	только потому	2	1
272	последовательности в	1	1
273	себе и	1	1
274	слову в	1	1
275	тут же	1	1
276	нет и	2	1
277	из важнейших	1	1
278	отличаются от	1	1
279	что они	2	1
280	были не	2	1
281	как говорит	2	1
282	что во	1	1
283	независимо от	1	1
284	с их	1	1
285	реальной действительности	1	1
286	тем же	2	1
287	к числу	1	1
288	непосредственно из	1	1
289	о царе	3	1
290	в которой	11	1
291	что это	3	1
292	не был	3	1
293	из этих	1	1
294	и те	2	1
295	по преимуществу	1	1
296	всего к	1	1
297	что к	1	1
298	в словаре	2	1
299	на то	2	1
300	своими глазами	1	1
301	в исторических	1	1
302	что она	1	1
303	в определенном	1	1
304	быть еще	1	1
305	том в	1	1
306	он не	9	1
307	в первую	1	1
308	в понимании	1	1
309	к одному	1	1
310	не к	2	1
311	данном отношении	1	1
312	новое и	1	1
313	свое время	1	1
314	одному и	1	1
315	одно и	1	1
