N	2gram	Vinokur_Ku_3	Problemy
1	и в	23	46
2	и не	10	27
3	может быть	14	23
4	не может	6	19
5	как бы	5	19
6	в этом	16	16
7	не только	17	14
8	слова в	4	13
9	перед нами	1	12
10	как мы	5	12
11	но и	3	12
12	как и	5	12
13	и на	1	11
14	точки зрения	23	11
15	в одном	2	11
16	а не	11	11
17	в пределах	2	10
18	не в	5	10
19	между ними	1	10
20	и к	3	9
21	в самом	13	9
22	с точки	16	9
23	в его	11	9
24	в том	22	9
25	вовсе не	5	9
26	прежде всего	9	9
27	до сих	8	8
28	конечно не	2	8
29	сих пор	8	8
30	в сущности	4	7
31	еще не	9	7
32	в себе	1	7
33	и с	3	7
34	по себе	6	7
35	что ж	1	7
36	как раз	4	7
37	слова и	7	7
38	то же	6	6
39	никогда не	1	6
40	хотя и	5	6
41	но в	2	6
42	слово в	3	6
43	в каждом	1	6
44	ни в	3	6
45	на фоне	7	6
46	что я	1	6
47	но это	5	6
48	и его	1	6
49	о нем	1	6
50	в него	1	6
51	что он	6	6
52	только в	6	6
53	все это	2	6
54	мы увидим	1	6
55	к другому	2	5
56	в котором	2	5
57	по отношению	3	5
58	за пределы	2	5
59	так сказать	2	5
60	при этом	6	5
61	это не	3	5
62	рядом с	1	5
63	в то	3	5
64	в структуре	3	5
65	в самой	1	5
66	это слово	1	5
67	если же	2	5
68	о том	6	5
69	же время	1	5
70	к нему	1	5
71	слово с	1	5
72	если мы	7	5
73	мы находим	3	5
74	так как	9	5
75	речи и	1	5
76	отношению к	2	5
77	например в	1	4
78	самом деле	14	4
79	в их	6	4
80	мы не	3	4
81	на себя	2	4
82	но не	3	4
83	как в	4	4
84	словом в	1	4
85	все же	5	4
86	кроме того	2	4
87	все эти	7	4
88	он не	3	4
89	таким образом	9	4
90	том что	11	4
91	в этих	2	4
92	своего рода	2	4
93	у тургенева	1	4
94	слово как	1	4
95	раз и	2	4
96	в процессе	3	4
97	во всем	1	4
98	потому что	12	4
99	здесь не	2	4
100	приводит к	1	4
101	так и	6	4
102	в словах	1	4
103	в виду	8	4
104	и здесь	2	4
105	можно сказать	2	4
106	слово может	1	4
107	же и	1	4
108	уже не	8	4
109	уже в	3	4
110	точек зрения	2	4
111	еще и	2	4
112	превращается в	1	4
113	должно быть	7	4
114	слово здесь	1	4
115	а что	2	4
116	то что	4	4
117	не знает	2	4
118	совершенно не	5	4
119	что в	13	4
120	том числе	2	4
121	также и	5	3
122	сам по	3	3
123	тем же	2	3
124	между двумя	1	3
125	почти всегда	1	3
126	той же	3	3
127	мы имеем	2	3
128	и о	4	3
129	так чтобы	1	3
130	мы и	1	3
131	то это	3	3
132	конечно и	1	3
133	для наших	1	3
134	отношение к	3	3
135	отличие от	2	3
136	значение для	1	3
137	в той	4	3
