N	3gram	Tiupa_Lite_1	Myshleni
1	в том что	11	17
2	в отличие от	5	6
3	с самого начала	1	6
4	в зависимости от	1	5
5	можно было бы	1	5
6	с одной стороны	2	5
7	в связи с	4	5
8	тем не менее	2	5
9	и того же	1	4
10	во всяком случае	2	4
11	одного и того	1	4
12	о том что	2	3
13	состоит в том	5	3
14	что перед нами	1	3
15	в этом отношении	2	3
16	того что они	1	3
17	а с другой	1	3
18	в последнее время	1	3
19	с другой стороны	1	3
20	не мог бы	1	3
21	на то что	1	3
22	только потому что	1	2
23	этой точки зрения	3	2
24	мы никогда не	1	2
25	теми или иными	1	2
26	по отношению к	2	2
27	и в этом	1	2
28	только в том	2	2
29	все же в	2	2
30	и то что	2	2
31	не приводит к	1	2
32	в этом и	1	2
33	не может быть	1	2
34	с этой точки	3	2
35	в свою очередь	1	2
36	в другом месте	1	1
37	не в состоянии	1	1
38	том что при	1	1
39	другой стороны он	1	1
40	в виду не	2	1
41	в целом но	2	1
42	подобно тому как	2	1
43	так или иначе	8	1
44	в том числе	1	1
45	во многих случаях	1	1
46	с точки зрения	2	1
47	никогда не можем	1	1
48	до сих пор	1	1
49	тот или иной	1	1
50	с тем же	1	1
51	по отношению ко	1	1
52	бы то ни	1	1
53	между тем как	1	1
54	по аналогии с	3	1
55	из того что	2	1
56	к тому чтобы	1	1
57	том или ином	1	1
58	с такой же	1	1
59	могли бы быть	1	1
60	он не мог	1	1
61	ту или иную	2	1
62	а как бы	1	1
63	восприятия а как	1	1
64	в данном случае	4	1
65	и тем же	1	1
66	не только в	4	1
67	то ни было	1	1
68	не сводится к	3	1
69	всяком случае в	1	1
70	в значительной степени	1	1
71	а отнюдь не	1	1
72	которые могли бы	1	1
73	все более и	1	1
74	но только в	1	1
75	одним и тем	1	1
76	идя по этому	1	1
77	решающую роль в	1	1
78	ничего общего с	1	1
79	себе как бы	1	1
80	более и более	1	1
81	не выходит за	1	1
82	но в силу	1	1
83	по этому поводу	1	1
84	того же слова	1	1
85	здесь как и	1	1
86	что он в	1	1
87	но по своей	1	1
