N	2gram	Ircho_Kome_2	Morfolog
1	может быть	11	52
2	и т	2	49
3	таким образом	6	20
4	представляет собой	1	17
5	не может	3	17
6	в этих	4	16
7	т е	1	16
8	с этим	5	14
9	и в	26	13
10	действующих лиц	5	13
11	в этом	10	13
12	так как	4	12
13	связи с	3	11
14	мы видим	1	11
15	то же	3	9
16	мы имеем	2	9
17	так и	12	9
18	не всегда	2	9
19	прежде всего	4	9
20	а не	1	9
21	в связи	3	9
22	и не	14	9
23	из дома	1	9
24	ход действия	1	8
25	а затем	5	8
26	что и	7	8
27	с другой	2	8
28	по существу	1	8
29	в результате	1	8
30	вопрос о	3	7
31	нет необходимости	2	7
32	в качестве	5	7
33	в тех	3	7
34	все же	4	7
35	но если	3	7
36	но не	3	6
37	это не	2	6
38	во время	6	6
39	и здесь	6	6
40	а также	1	6
41	в том	11	6
42	а в	3	6
43	мы не	2	5
44	во всех	3	5
45	не все	1	5
46	то что	6	5
47	в образе	3	5
48	не менее	4	5
49	потому что	6	5
50	в поле	3	5
51	или в	3	5
52	вслед за	2	5
53	один из	5	5
54	если мы	1	5
55	№ здесь	1	5
56	наряду с	6	5
57	как бы	2	5
58	и другие	2	5
59	тех же	3	4
60	то это	2	4
61	что его	3	4
62	то мы	1	4
63	если в	2	4
64	как в	3	4
65	хотя и	4	4
66	и как	1	4
67	ни одна	2	4
68	не только	7	4
69	на его	1	4
70	три года	2	4
71	на этом	2	4
72	следующим образом	1	4
73	об этом	2	4
74	его в	4	4
75	было бы	8	4
76	вовсе не	2	4
77	как и	4	4
78	несмотря на	1	4
79	точки зрения	4	4
80	с точки	1	4
81	тем не	1	4
82	ничего не	1	4
83	тем что	3	4
84	в других	2	4
85	как мы	4	4
86	могла бы	3	4
87	по отношению	3	4
88	и затем	1	4
89	другой стороны	1	4
90	там где	1	4
91	так же	1	4
92	на пути	2	4
93	отношению к	3	4
94	что в	9	4
95	самом деле	1	3
96	в первом	2	3
97	и для	4	3
98	между собой	1	3
99	независимо от	5	3
100	целый ряд	2	3
101	но в	3	3
102	в целом	4	3
103	в нашем	2	3
104	в пределах	1	3
105	но все	3	3
106	в ход	1	3
107	а по	1	3
108	входит в	1	3
109	из них	7	3
110	ни в	5	3
111	в один	2	3
112	том что	9	3
113	в то	6	3
114	в сущности	1	3
115	того чтобы	6	3
116	здесь же	1	3
117	от того	2	3
118	такие случаи	1	3
119	большей частью	1	3
120	с собой	2	3
121	если бы	9	3
122	но и	10	3
123	он не	2	3
124	к нему	3	3
125	в какой	2	3
126	и ее	2	3
127	не происходит	1	3
128	в начале	4	3
129	а то	1	3
130	друг друга	3	3
131	мы можем	3	3
132	не является	2	3
133	для этой	2	3
134	из которых	3	3
135	это уже	1	3
136	же в	4	3
137	пока же	1	3
138	героя и	1	3
139	в последнем	1	3
140	первом случае	1	3
141	по отдельным	2	2
142	как это	4	2
143	тем же	1	2
144	что эти	1	2
145	время как	2	2
146	средств к	1	2
147	мужа в	1	2
148	№ и	2	2
149	чем это	2	2
150	другой пример	1	2
151	а с	1	2
152	первый взгляд	1	2
153	если она	1	2
154	тех случаях	1	2
155	как уже	1	2
156	и к	2	2
157	более или	1	2
158	та же	1	2
159	сказать о	2	2
160	из его	2	2
161	можно было	4	2
162	и за	2	2
163	в другом	1	2
164	в жены	2	2
165	большинстве случаев	1	2
166	это было	4	2
167	обоих случаях	2	2
168	ни одной	1	2
169	этого не	1	2
170	с тем	5	2
171	и тогда	1	2
172	на первый	1	2
173	или менее	1	2
174	для него	1	2
175	и при	1	2
176	за которым	1	2
177	имеется в	1	2
178	нельзя было	1	2
179	и более	1	2
180	однако в	2	2
181	заставляет его	1	2
182	все эти	1	2
183	что эта	1	2
184	в обоих	3	2
185	не имеет	3	2
186	одна из	2	2
187	см ниже	1	2
188	все случаи	1	2
189	что ни	2	2
190	и его	12	2
191	в каком	1	2
192	к себе	1	2
193	они и	1	2
194	для того	5	2
195	вывод что	1	2
196	в в	4	2
197	в собственном	1	2
198	то время	3	2
199	и что	2	2
200	если они	1	2
201	не с	1	2
202	ясно что	8	2
203	является в	1	2
204	означает что	1	2
205	свадьбу с	1	2
206	о том	6	2
207	с одной	2	2
208	в различных	1	2
209	из дому	3	2
210	не означает	1	2
211	е а	1	2
212	дома в	1	2
213	же можно	2	2
214	как например	1	2
215	хотя бы	2	2
216	что он	5	2
217	только в	4	2
218	дочь и	1	2
219	лиц не	1	2
220	себя в	3	2
221	или на	2	2
222	в большинстве	1	2
223	от других	1	2
224	от отца	1	2
225	никто не	3	2
226	как их	1	2
227	у нее	2	2
228	этим же	1	2
229	действующим лицам	1	2
230	из двух	1	2
231	а на	2	2
232	не знает	1	2
233	сказать что	1	2
234	в частности	4	2
235	или по	1	2
236	одной стороны	2	2
237	случаях когда	1	2
238	сразу же	4	2
239	чтобы его	1	2
240	иначе чем	1	2
241	одной из	4	2
242	для каждой	1	2
243	к этому	5	2
244	точно так	1	2
245	например в	3	1
246	говорилось выше	1	1
247	к существованию	1	1
248	ночью на	1	1
249	победы над	1	1
250	ii и	1	1
251	под которым	1	1
252	в доме	6	1
253	приходит к	1	1
254	то для	1	1
255	г в	1	1
256	службу и	1	1
257	обходится без	1	1
258	на эти	1	1
259	что это	4	1
260	все известные	2	1
261	не вполне	2	1
262	вместо того	1	1
263	ему в	1	1
264	случайная встреча	2	1
265	в виду	2	1
266	собой в	1	1
267	которые он	1	1
268	он был	2	1
269	всегда можно	1	1
270	качестве примера	1	1
271	служит для	1	1
272	не имеющий	1	1
273	там и	1	1
274	нет не	1	1
275	же она	1	1
276	значение и	1	1
277	ответ на	3	1
278	отношение к	2	1
279	отличие от	2	1
280	более чем	4	1
281	его не	1	1
282	в рамках	1	1
283	для всех	3	1
284	мы имели	1	1
285	что касается	3	1
286	в полном	1	1
287	мысль о	1	1
288	к соединению	1	1
289	и был	2	1
290	царство и	1	1
291	имеет в	2	1
292	на войну	1	1
293	следует сказать	1	1
294	этой цели	1	1
295	следует остановиться	1	1
296	и вслед	1	1
297	№ где	1	1
298	со своей	3	1
299	в которой	5	1
300	привести к	1	1
301	из этих	4	1
302	не в	2	1
303	думать что	1	1
304	в этой	3	1
305	хотя эти	1	1
306	отца на	1	1
307	остановиться на	1	1
308	подобным образом	1	1
309	что она	2	1
310	главным образом	1	1
311	было сделано	1	1
312	время и	1	1
313	ожидать что	1	1
314	просит у	1	1
315	отца а	1	1
316	ее своей	1	1
317	со стариком	1	1
318	и этот	1	1
319	в окно	1	1
320	его до	1	1
321	по его	1	1
322	в каждом	3	1
323	то ни	2	1
324	а их	1	1
325	на все	1	1
326	и дает	2	1
327	даже в	2	1
328	едой и	1	1
329	из первых	1	1
330	в это	2	1
331	по всему	3	1
332	о которых	1	1
333	дать более	1	1
334	всякое значение	1	1
335	на что	2	1
336	как видно	2	1
337	это сходство	1	1
338	чем в	2	1
339	других и	1	1
340	и некоторые	1	1
341	как таковой	1	1
342	и их	3	1
343	этой связи	1	1
344	в их	3	1
345	не столько	1	1
346	могло бы	1	1
347	значение для	1	1
348	важные для	1	1
349	которые в	2	1
350	такую же	1	1
351	хватает ему	1	1
352	все это	3	1
353	на разные	1	1
354	бы быть	1	1
355	для нее	1	1
356	тому что	4	1
357	и очень	1	1
358	быть сопоставлен	1	1
359	эта ситуация	2	1
360	и охватывает	1	1
361	она могла	1	1
362	встреча с	1	1
363	самого начала	1	1
364	это дает	1	1
365	того как	3	1
366	весь этот	1	1
367	в основе	1	1
368	как его	1	1
369	иметь в	1	1
370	вытекает из	1	1
371	больше чем	5	1
372	же время	3	1
373	этих двух	1	1
374	можно усмотреть	1	1
375	она с	1	1
376	к концу	3	1
377	как на	1	1
378	углом зрения	1	1
379	у кого	1	1
380	иногда не	1	1
381	свобода в	1	1
382	с другом	2	1
383	одним из	2	1
384	у нас	1	1
385	его отец	1	1
386	но там	3	1
387	свои услуги	1	1
388	встречается в	1	1
389	на улицу	1	1
390	всего в	2	1
391	к тому	12	1
392	той или	1	1
393	выбегает из	1	1
394	все еще	1	1
395	xv в	1	1
396	на это	2	1
397	того кому	1	1
398	всех случаях	1	1
399	и брак	1	1
400	не делает	1	1
401	то она	1	1
402	как не	2	1
403	там оно	1	1
404	же не	2	1
405	действия и	1	1
406	с самого	2	1
407	приводит к	1	1
408	роль в	2	1
409	на свой	1	1
410	в v	5	1
411	на основании	5	1
412	его черт	1	1
413	здесь нет	1	1
414	мог бы	1	1
415	еще в	4	1
416	различное значение	1	1
417	когда в	2	1
418	во второй	1	1
419	и с	5	1
420	на отношения	1	1
421	но иногда	1	1
422	о наследстве	1	1
423	но мы	1	1
424	или друга	1	1
425	бы то	2	1
426	за описанием	1	1
427	там же	1	1
428	того или	1	1
429	их в	1	1
430	в камень	1	1
431	за этим	1	1
432	в его	4	1
433	уже только	1	1
434	во всей	1	1
435	в другой	2	1
436	приемов и	1	1
437	если это	1	1
438	в лице	2	1
439	не зная	1	1
440	после смерти	3	1
441	еще несколько	1	1
442	особого внимания	1	1
443	о его	4	1
444	в новой	1	1
445	отца не	1	1
446	еще тем	1	1
447	с ними	2	1
448	за другой	1	1
449	что различные	1	1
450	говорить о	2	1
451	пор не	1	1
452	основанный на	1	1
453	очень много	1	1
454	это видно	1	1
455	действительно не	1	1
456	сведений о	1	1
457	семьи или	1	1
458	и у	2	1
459	указывая что	1	1
460	чем они	1	1
461	действующего лица	1	1
462	что не	1	1
463	за ним	1	1
464	не так	1	1
465	всяком случае	2	1
466	в одном	2	1
467	у него	4	1
468	при отсутствии	1	1
469	само собой	1	1
470	в с	1	1
471	он же	1	1
472	были бы	1	1
473	и целые	1	1
474	только на	1	1
475	найти его	1	1
476	до начала	3	1
477	другого и	1	1
478	и даже	1	1
479	со стороны	2	1
480	или иной	1	1
481	даже не	3	1
482	кропотливой работы	1	1
483	до сих	2	1
484	на ее	1	1
485	на дочери	1	1
486	именно в	1	1
487	и создает	1	1
488	однако что	1	1
489	полное забвение	1	1
490	на этот	4	1
491	она является	1	1
492	не на	1	1
493	сам себе	1	1
494	о чем	3	1
495	для их	2	1
496	включаются в	1	1
497	все более	1	1
498	является его	1	1
499	долгой разлуки	1	1
500	о себе	1	1
501	других случаях	1	1
502	в одной	2	1
503	к перечислению	1	1
504	дома а	1	1
505	надо было	3	1
506	получить в	1	1
507	приводит в	1	1
508	по своему	2	1
509	предположить что	1	1
510	в течение	2	1
511	ведет к	1	1
512	не удалось	2	1
513	одновременно с	2	1
514	его мать	1	1
515	и там	1	1
516	в тот	1	1
517	отношения к	1	1
518	друг с	2	1
519	реакции на	2	1
520	как будто	4	1
521	быть не	1	1
522	примера он	1	1
523	что же	1	1
524	с этой	3	1
525	еще раз	1	1
526	сих пор	2	1
527	только для	1	1
528	сопоставлен с	1	1
529	у вас	1	1
530	помнить что	1	1
531	этот может	1	1
532	в голову	2	1
533	и питьем	1	1
534	действия в	1	1
535	или другой	1	1
536	как особая	1	1
537	для нас	3	1
538	которое следует	1	1
539	и все	2	1
540	которую он	1	1
541	бы в	2	1
542	и ни	1	1
543	представляли собой	1	1
544	своих героев	1	1
545	том случае	1	1
546	а н	1	1
547	считать не	1	1
548	сведения о	1	1
549	между ними	1	1
550	равно как	1	1
551	всех других	1	1
552	же мотивов	1	1
553	содержится в	1	1
554	этим объясняется	2	1
555	таким же	1	1
556	случае если	1	1
557	во всяком	2	1
