N	2gram	Tiupa_Disk_1	Problema
1	то есть	20	46
2	в его	7	43
3	и не	11	42
4	и в	16	38
5	эстетический объект	1	37
6	не может	9	27
7	может быть	17	26
8	как бы	5	22
9	по отношению	9	21
10	отнюдь не	8	19
11	отношению к	9	19
12	к содержанию	3	17
13	и его	2	16
14	в этом	15	15
15	в нем	9	15
16	только в	7	13
17	прежде всего	11	13
18	независимо от	1	13
19	но не	11	12
20	за пределы	2	12
21	в эстетический	1	12
22	художественного творчества	1	12
23	во всех	5	11
24	в области	1	11
25	отношение к	4	10
26	таким образом	3	10
27	в их	5	10
28	к нему	1	10
29	не только	28	9
30	не имеет	1	9
31	но и	14	9
32	и как	6	8
33	было бы	1	8
34	точки зрения	3	8
35	в том	23	8
36	и др	2	8
37	то что	5	8
38	еще не	14	7
39	в самом	3	7
40	как и	16	7
41	не в	7	7
42	как мы	2	7
43	конститутивный момент	2	7
44	с другой	10	7
45	между тем	4	7
46	отметить что	1	7
47	слова в	2	7
48	с помощью	1	7
49	архитектоническая форма	1	7
50	объекта и	1	7
51	архитектонические формы	1	7
52	но отнюдь	2	7
53	в своей	5	7
54	что в	4	7
55	отношения к	2	6
56	самом деле	1	6
57	в пределах	2	6
58	не к	1	6
59	не всегда	2	6
60	с точки	1	6
61	не есть	2	6
62	дело с	2	6
63	мы можем	1	6
64	произведение в	2	6
65	все же	3	6
66	а в	5	6
67	отличие от	5	5
68	в своем	6	5
69	при этом	13	5
70	то же	7	5
71	это не	3	5
72	в них	4	5
73	далеко не	10	5
74	в отличие	5	5
75	так и	8	5
76	в основе	7	5
77	и о	4	5
78	никогда не	2	5
79	и прежде	1	5
80	большинстве случаев	1	5
81	в большинстве	1	5
82	не на	1	5
83	а не	22	5
84	могут быть	4	5
85	быть только	1	5
86	эстетическим объектом	1	5
87	имеет место	3	5
88	на самом	1	4
89	в виду	2	4
90	как вещь	1	4
91	конечном счете	1	4
92	не входят	1	4
93	как в	10	4
94	но в	8	4
95	в нашем	1	4
96	в себе	7	4
97	в данном	5	4
98	с миром	1	4
99	не должна	1	4
100	не менее	2	4
101	но они	2	4
102	тем самым	1	4
103	в то	3	4
104	ценностного отношения	1	4
105	известной степени	2	4
106	должны быть	3	4
107	здесь не	1	4
108	в ее	3	4
109	данном случае	2	4
110	в произведении	3	4
111	не с	3	4
112	о том	8	4
113	в конечном	1	4
114	с ними	1	4
115	композиционная форма	1	4
116	всех его	1	4
117	принципиально не	1	4
118	в форме	2	4
119	к которому	2	4
120	что не	4	4
121	более того	2	4
122	только по	1	4
123	не способна	1	4
124	и потому	3	4
125	себя самого	1	4
126	хотя бы	3	4
127	может и	2	4
128	сказать что	3	4
129	другой стороны	3	4
130	также и	3	3
131	например в	2	3
132	противном случае	1	3
133	едва ли	2	3
134	говорить о	1	3
135	композиционных форм	1	3
136	на них	1	3
137	сказать и	2	3
138	точка зрения	2	3
139	иногда и	1	3
140	нет и	1	3
141	из важнейших	1	3
142	и к	4	3
143	и художественного	1	3
144	в целом	4	3
145	вследствие этого	3	3
146	он не	1	3
147	выходя за	1	3
148	произведении как	1	3
149	в мире	1	3
150	а как	1	3
151	с другими	1	3
152	может стать	1	3
153	и тем	2	3
