N	2gram	Bakhtin_Fr_8	RusskieA
1	и в	56	36
2	новый год	1	25
3	не только	8	22
4	том что	8	19
5	что в	5	19
6	в том	13	17
7	но и	9	16
8	так как	4	15
9	во время	5	14
10	и другие	5	13
11	в этом	14	12
12	в других	2	11
13	и на	7	10
14	в этот	1	10
15	это не	2	10
16	как и	5	10
17	как мы	7	10
18	вместе с	2	10
19	потому что	6	10
20	а в	2	9
21	состоит в	1	8
22	с тем	2	8
23	о том	4	8
24	один из	5	8
25	из них	2	8
26	может быть	3	8
27	что они	2	7
28	так и	13	7
29	между тем	3	7
30	что и	3	7
31	и других	4	7
32	мы не	2	6
33	в виде	2	6
34	так например	2	6
35	таким образом	17	6
36	при этом	4	6
37	не имеет	1	6
38	уже не	3	6
39	в них	11	6
40	и не	9	6
41	все это	8	6
42	для нас	1	6
43	то что	3	6
44	как в	1	5
45	все же	2	5
46	во многих	1	5
47	в которых	2	5
48	того как	2	5
49	как будто	1	5
50	некоторые другие	1	5
51	там же	1	5
52	и у	1	5
53	одно из	1	5
54	как бы	11	5
55	еще не	10	4
56	во всех	8	4
57	в эти	1	4
58	что по	1	4
59	с собой	2	4
60	из этих	1	4
61	в их	3	4
62	тому что	1	4
63	а иногда	1	4
64	одна из	4	4
65	связи с	6	4
66	что на	2	4
67	к тому	1	4
68	его с	1	4
69	так в	1	4
70	еще в	1	4
71	и что	1	4
72	и их	8	4
73	тем что	1	4
74	а с	1	4
75	и др	8	4
76	в некоторых	3	4
77	в тех	1	4
78	того что	1	4
79	но это	2	4
80	в связи	3	4
81	не может	2	4
82	только в	9	4
83	к этому	2	4
84	то на	1	3
85	их и	2	3
86	в белоруссии	1	3
87	как правило	1	3
88	своего рода	5	3
89	которые не	1	3
90	в своем	3	3
91	не можем	1	3
92	что это	4	3
93	и те	2	3
94	связанные с	1	3
95	то же	11	3
96	далеко не	2	3
97	несмотря на	2	3
98	в этих	11	3
99	точки зрения	6	3
100	с точки	2	3
101	но они	1	3
102	их в	4	3
103	начиная с	2	3
104	то есть	24	3
105	настоящее время	3	3
106	а также	3	3
107	от них	1	3
108	связаны с	6	3
109	в середине	1	3
110	также в	1	3
111	как например	3	3
112	всякого рода	1	3
113	по этому	1	3
114	в качестве	4	3
115	только на	2	3
116	слова в	1	3
117	в одном	2	3
118	к ним	2	3
119	много и	1	3
120	в области	5	3
121	и из	1	3
122	на этот	1	3
123	так же	2	3
124	этого слова	1	3
125	и некоторые	2	3
126	не будем	1	3
127	в настоящее	3	3
128	на украине	2	3
129	и к	4	3
130	как известно	1	2
131	например в	4	2
132	в доме	1	2
133	их к	1	2
134	они были	4	2
135	в ней	4	2
136	он был	12	2
137	друг к	1	2
138	на самом	2	2
139	но не	5	2
140	значение и	2	2
141	не просто	3	2
142	независимо от	1	2
143	мы можем	1	2
144	хотя и	2	2
145	и как	2	2
146	его к	3	2
147	но в	6	2
148	та же	1	2
149	все эти	15	2
150	в нашем	2	2
151	и до	10	2
152	были связаны	2	2
153	как он	1	2
154	и всей	3	2
155	что она	2	2
156	в нем	8	2
157	всех этих	3	2
158	в году	3	2
159	же не	1	2
160	главным образом	3	2
161	и с	8	2
162	к другу	1	2
163	на этой	1	2
164	такой же	5	2
165	в один	1	2
166	и более	4	2
167	том же	1	2
168	для этого	1	2
169	этой работы	1	2
170	у него	7	2
171	встречаются в	1	2
172	так называемый	1	2
173	и здесь	3	2
174	могут быть	1	2
175	они и	1	2
176	имеет место	1	2
177	в более	1	2
178	мы наблюдаем	3	2
179	в образе	3	2
180	с ним	2	2
181	находится в	1	2
182	на все	1	2
183	другой характер	1	2
184	на что	1	2
185	после того	1	2
186	должно было	1	2
187	в его	18	2
188	в свете	4	2
189	на другие	1	2
190	ii в	1	2
191	так что	3	2
192	в большинстве	7	2
193	этому вопросу	2	2
194	его и	1	2
195	в прошлом	1	2
196	не было	5	2
197	в особенности	4	2
198	не были	3	2
199	чем в	1	2
200	принадлежал и	1	2
201	такое же	1	2
202	до конца	11	2
203	не на	3	2
204	а не	2	2
205	и непосредственно	1	2
206	его как	2	2
207	большинстве случаев	6	2
208	должна была	1	2
209	в частности	7	2
210	и потому	4	2
211	там где	3	2
212	о рождении	1	2
213	быть и	1	2
214	судить о	2	2
215	между собой	1	2
216	к вопросу	1	2
217	мы видим	6	2
218	и для	2	2
219	на новый	1	2
220	когда он	2	2
221	интерес к	2	2
222	в народной	4	2
223	в своих	4	2
224	границы между	6	1
225	ту же	4	1
226	говоря о	1	1
227	и развитие	1	1
228	также и	2	1
229	чтобы не	1	1
230	самом деле	2	1
231	которого было	1	1
232	второго тома	1	1
233	в приведенном	1	1
234	характерное для	1	1
235	из самых	1	1
236	по преимуществу	2	1
237	на две	2	1
238	что эти	2	1
239	и ее	4	1
240	и могут	1	1
241	включая и	1	1
