N	4gram	Potebnia_M_3	Problema
1	не имеющий ничего общего	1	2
2	имеющий ничего общего с	1	2
3	или по крайней мере	1	1
4	значение не сам по	1	1
5	и в других случаях	1	1
6	между тем и другим	1	1
7	имеет значение не сам	1	1
8	прежде чем говорить о	1	1
9	одно и то же	5	1
10	как мы видели выше	1	1
11	сводится к тому что	1	1
12	только в таком случае	1	1
13	в то время как	1	1
14	не сам по себе	1	1
15	не только не есть	1	1
16	как мы уже сказали	1	1
17	заключается в том что	1	1
18	и тем же словом	2	1
19	и в самом деле	1	1
20	уже одно то что	1	1
21	не говоря уже о	1	1
22	одним и тем же	3	1
