N	3gram	Voloshinov_1	Istorich
1	и т д	1	8
2	с одной стороны	1	7
3	в этом случае	1	6
4	в том что	4	5
5	до сих пор	3	4
6	о том что	1	4
7	в данном случае	3	3
8	мы видели что	1	3
9	в то время	1	3
10	не может быть	3	3
11	том что в	1	2
12	мы не будем	1	2
13	но и в	1	2
14	только то что	2	2
15	заранее обречены на	1	2
16	таким образом и	1	2
17	все больше и	1	2
18	во всяком случае	3	2
19	по отношению к	9	2
20	больше и больше	1	2
21	но все же	1	2
22	мы уже знаем	2	2
23	как мы видели	4	2
24	что с ним	1	1
25	интересен тем что	1	1
26	только потому что	1	1
27	уже не может	1	1
28	так как в	1	1
29	через некоторое время	1	1
30	том что он	2	1
31	нам кажется что	1	1
32	в одной из	1	1
33	сих пор не	1	1
34	и не может	1	1
35	в таком случае	2	1
36	в зависимости от	2	1
37	друг на друга	1	1
38	в свою противоположность	1	1
39	что все эти	3	1
40	таким образом в	1	1
41	к тому чтобы	3	1
42	на этот вопрос	1	1
43	на первый взгляд	1	1
44	и др в	1	1
45	а иногда и	1	1
46	все что он	1	1
47	со всех сторон	1	1
48	то или иное	2	1
49	и тем не	1	1
50	никогда не умирает	1	1
51	одно и то	1	1
52	на него и	1	1
53	можно сказать о	1	1
54	вообще не существует	1	1
55	случае уже не	1	1
56	это прежде всего	1	1
57	но при этом	1	1
58	потому что оно	1	1
59	и то же	1	1
60	а также и	1	1
61	так как они	1	1
62	а с другой	1	1
63	с его телом	1	1
64	но вместе с	2	1
65	форме мы найдем	1	1
66	как бы в	1	1
67	всяком случае в	1	1
68	этим же объясняется	1	1
69	в свое время	1	1
70	по ту сторону	3	1
71	и в америке	1	1
72	вместе с ним	1	1
73	что этот мотив	1	1
74	так и в	2	1
75	обречены на неудачу	1	1
76	можно сказать что	3	1
77	всегда может быть	1	1
78	из этих двух	1	1
79	то это означает	1	1
80	тем не менее	2	1
81	для того чтобы	1	1
82	что между ними	1	1
83	но никогда не	1	1
84	знаем что в	1	1
