N	2gram	Bakhtin_Pr_3	Dialekti
1	и не	15	27
2	а не	11	26
3	точки зрения	4	25
4	и в	53	24
5	есть нечто	1	23
6	не только	4	23
7	не может	2	19
8	не просто	1	18
9	ничего не	6	17
10	и что	1	15
11	что все	1	14
12	с точки	2	14
13	то что	9	14
14	в таком	2	14
15	таким образом	6	13
16	что он	4	13
17	вовсе не	3	13
18	может быть	12	13
19	и даже	2	13
20	что это	2	12
21	есть и	2	12
22	не менее	3	11
23	в сущности	10	10
24	тем не	2	10
25	не существует	1	10
26	есть не	1	9
27	то это	1	9
28	что она	1	9
29	но и	7	9
30	нет ничего	2	9
31	в этом	8	8
32	так что	1	8
33	прежде всего	15	8
34	том что	5	8
35	если же	1	8
36	это и	1	7
37	в самом	2	7
38	как и	11	7
39	никогда не	2	7
40	потому что	5	7
41	только на	1	7
42	даже и	2	7
43	в особенности	2	7
44	ничем не	1	7
45	что в	2	7
46	что иное	1	6
47	я не	4	6
48	иное как	1	6
49	то же	6	6
50	об этом	1	6
51	и с	6	6
52	превращается в	1	6
53	что и	3	6
54	о том	2	6
55	и жизни	2	6
56	история и	1	6
57	так как	7	6
58	даже не	1	6
59	и все	10	6
60	все это	8	6
61	кроме того	3	6
62	но если	1	6
63	не что	1	6
64	хотя и	4	5
65	и к	5	5
66	он не	3	5
67	по крайней	1	5
68	так и	6	5
69	было бы	5	5
70	в них	2	5
71	мы не	4	5
72	и тогда	1	5
73	в том	14	5
74	в то	5	5
75	и притом	1	5
76	и его	10	5
77	всегда есть	1	5
78	только в	4	5
79	уже не	1	5
80	от всякого	1	5
81	крайней мере	1	5
82	что не	1	5
83	что для	1	5
84	как это	2	5
85	с этой	1	5
86	но это	3	5
87	или нет	1	5
88	личности и	1	5
89	жизни и	9	5
90	как на	1	5
91	и то	1	4
92	явления и	1	4
93	и больше	1	4
94	время как	1	4
95	говорить о	2	4
96	мы и	2	4
97	и мира	1	4
98	нет и	1	4
99	в истории	3	4
100	конечно не	4	4
101	это не	6	4
102	истории и	2	4
103	от себя	1	4
104	если нет	1	4
105	но только	1	4
106	если только	1	4
107	и это	3	4
108	жизнь и	1	4
109	о нем	1	4
110	с другой	2	4
111	веры и	1	4
112	или иной	1	4
113	говорит о	2	4
114	при всем	1	4
115	сознания и	1	4
116	хотя бы	2	4
117	сказать что	10	4
118	из самых	2	3
119	мы уже	5	3
120	той же	5	3
121	и тут	1	3
122	зависимости от	2	3
123	и на	18	3
124	же она	1	3
125	за пределы	1	3
126	в одной	2	3
127	что именно	2	3
128	с этим	2	3
129	в своем	1	3
