N	3gram	Voloshinov_1	Tvorches
1	в то же	1	13
2	то же время	1	12
3	в том что	4	6
4	о том что	1	5
5	в конечном счете	1	4
6	но в то	1	4
7	в творчестве достоевского	1	4
8	записок из подполья	1	3
9	дело в том	4	3
10	с самого начала	1	3
11	это как бы	3	3
12	том что в	1	2
13	на самом деле	2	2
14	и та же	1	2
15	по крайней мере	1	2
16	в данном случае	2	2
17	можно сказать что	5	2
18	в русской литературе	1	2
19	тем не менее	3	2
20	место в творчестве	1	2
21	с большим трудом	1	1
22	с ним на	1	1
23	мы никогда не	2	1
24	равно как и	1	1
25	имеем в виду	2	1
26	в настоящее время	2	1
27	то же самое	2	1
28	в том же	1	1
29	нам кажется что	1	1
30	по отношению к	11	1
31	до сих пор	3	1
32	сами по себе	1	1
33	на самом же	1	1
34	но все это	1	1
35	только то что	1	1
36	бы то ни	3	1
37	все более и	1	1
38	то ни было	3	1
39	это прежде всего	1	1
40	с одной стороны	2	1
41	каких бы то	1	1
42	одна и та	1	1
43	мы все время	2	1
44	самом же деле	1	1
45	в свою очередь	1	1
46	более и более	1	1
47	мы имеем в	1	1
48	с другой стороны	2	1
49	человек и его	1	1
50	в отношении к	2	1
51	к вопросу о	1	1
52	как и в	1	1
53	к тому же	1	1
54	автор как бы	1	1
