N	2gram	Tiupa_Anal_2	VLabPisa
1	таким образом	2	27
2	в этом	18	26
3	и в	16	25
4	и т	1	24
5	не только	16	22
6	может быть	6	21
7	хотя бы	1	20
8	и не	12	19
9	не может	4	17
10	т е	2	17
11	в его	2	15
12	этом отношении	3	13
13	в том	12	13
14	прежде всего	3	13
15	в частности	16	12
16	как это	6	12
17	все это	4	12
18	в силу	1	11
19	с другой	6	11
20	из них	3	11
21	в художественном	1	10
22	в качестве	11	10
23	о том	7	10
24	то же	4	9
25	что в	2	9
26	об этом	1	9
27	для него	4	9
28	но и	12	9
29	к этому	2	9
30	в своем	4	8
31	все эти	1	8
32	по словам	1	8
33	не следует	2	8
34	другой стороны	2	8
35	могут быть	10	8
36	во всех	4	7
37	по отношению	4	7
38	из этих	1	7
39	было бы	3	7
40	как и	14	7
41	том что	12	7
42	произведения в	5	7
43	в конечном	3	7
44	говорит о	5	7
45	а не	10	7
46	вместе с	2	7
47	же в	1	7
48	отношению к	4	7
49	художественного произведения	2	6
50	творческом процессе	1	6
51	более или	1	6
52	в себе	7	6
53	в нем	1	6
54	идеи и	1	6
55	это не	1	6
56	или менее	1	6
57	том же	1	6
58	и его	4	6
59	в то	2	6
60	так и	15	6
61	между тем	2	6
62	бы и	1	6
63	у него	4	6
64	в основном	1	6
65	то что	7	6
66	действительности и	1	5
67	в их	3	5
68	конечном счете	2	5
69	очевидно что	1	5
70	как говорит	2	5
71	в пределах	9	5
72	и при	1	5
73	не в	4	5
74	тому что	1	5
75	же время	2	5
76	связи с	1	5
77	образы и	1	5
78	на основе	2	5
79	приводит к	3	5
80	он же	2	5
81	произведения как	2	5
82	один из	2	5
83	следует понимать	1	5
84	как бы	10	5
85	не является	1	5
86	в результате	3	5
87	сказать что	2	5
88	только в	4	5
89	их и	1	4
90	с его	1	4
91	в этой	9	4
92	перед нами	1	4
93	когда он	1	4
94	в самом	6	4
95	в целом	8	4
96	в статье	1	4
97	что все	2	4
98	них не	2	4
99	в них	1	4
100	не удивительно	3	4
101	даже в	2	4
102	одна из	1	4
103	никогда не	3	4
104	к тому	7	4
105	в ее	1	4
106	это только	2	4
107	можно сказать	4	4
108	с ними	3	4
109	в одном	2	4
110	как раз	4	4
111	в связи	1	4
112	в романе	1	4
113	в своей	2	4
114	сил и	1	3
115	в котором	2	3
116	из его	2	3
117	всего лишь	8	3
118	его не	1	3
119	и он	2	3
120	а всего	1	3
121	и как	1	3
122	и к	5	3
123	следующим образом	1	3
124	в противоположность	2	3
125	всех этих	1	3
126	и по	1	3
127	удивительно что	3	3
128	его в	2	3
129	далеко не	1	3
130	точки зрения	4	3
131	и ее	1	3
132	это делает	1	3
133	а вот	1	3
134	как о	3	3
135	со своим	3	3
136	сводится к	3	3
137	у нас	1	3
138	данного произведения	2	3
139	она не	2	3
140	различного рода	1	3
141	в виду	1	3
142	никак не	2	3
143	в значительной	2	3
144	что и	3	3
145	вслед за	2	3
146	того что	2	3
147	этот вопрос	1	3
148	и их	2	3
149	моментов в	1	3
150	в конце	4	3
151	именно в	3	3
152	так же	2	3
153	по поводу	3	3
154	по существу	2	3
155	или в	3	3
156	бы в	3	3
157	действительной жизни	1	3
158	только что	1	3
159	как на	1	3
160	ее в	1	3
161	как известно	1	2
162	также и	1	2
163	получает в	1	2
164	на отсутствие	1	2
165	по его	1	2
166	а как	2	2
167	мы имеем	3	2
168	с более	1	2
169	в которой	1	2
170	из своих	2	2
171	говорить о	6	2
172	но даже	1	2
173	еще не	2	2
174	что его	1	2
175	в чем	1	2
176	бы не	1	2
177	но не	4	2
178	в общем	2	2
179	отнюдь не	8	2
180	от до	1	2
181	стороны и	1	2
182	хотя и	4	2
183	но в	6	2
184	не приходится	1	2
185	он в	4	2
186	ни одна	1	2
187	наиболее существенные	1	2
188	лица и	1	2
189	как он	1	2
190	что она	2	2
191	он не	2	2
192	в творческом	1	2
193	подобно тому	3	2
194	что ни	1	2
195	так например	2	2
196	человека в	1	2
197	в каждом	1	2
198	а затем	2	2
199	в другом	1	2
200	нам остается	1	2
201	заключается в	1	2
202	в жизни	1	2
203	как об	1	2
204	результате чего	2	2
205	он и	2	2
206	и для	2	2
207	не столько	3	2
208	которые в	1	2
209	по крайней	3	2
210	если бы	3	2
211	по себе	2	2
212	не менее	4	2
213	тогда когда	1	2
214	только не	4	2
215	не вполне	1	2
216	в сознании	4	2
217	даже самая	1	2
218	и заключается	1	2
219	ли не	2	2
220	отличается от	1	2
221	же самое	1	2
222	должны быть	1	2
223	что при	1	2
224	на это	1	2
225	только то	1	2
226	роль в	2	2
227	если они	1	2
228	в образе	1	2
229	и даже	9	2
230	но к	1	2
231	на вопрос	1	2
232	лишь в	9	2
233	может не	1	2
234	от них	1	2
235	крайней мере	3	2
236	вообще и	2	2
237	каждом отдельном	1	2
238	о его	4	2
239	что даже	1	2
240	с одной	5	2
241	носит в	1	2
242	одной из	3	2
243	целого ряда	1	2
244	ни с	2	2
245	вовсе не	2	2
246	к ним	1	2
247	при всей	3	2
248	не о	2	2
249	образом не	1	2
250	одной стороны	4	2
251	или иной	3	2
252	даже не	1	2
253	как у	1	2
254	еще и	1	2
255	зависит от	1	2
256	о чем	2	2
257	тому как	3	2
258	с а	1	2
259	было в	1	2
260	начиная с	1	2
261	и потому	1	2
262	самого себя	1	2
263	того или	3	2
264	между прочим	1	2
265	можно было	3	2
266	сюжета и	3	2
267	этого рода	2	2
268	по одному	1	2
269	например не	1	2
270	будто бы	1	2
271	все они	1	2
272	а в	3	2
273	в системе	1	2
274	в стихах	1	2
275	а о	1	2
276	понимать как	1	2
277	к его	2	2
278	частности в	2	2
279	этой точки	1	2
280	а между	1	1
281	речь идет	2	1
282	таком случае	2	1
283	с жизнью	1	1
284	выражения в	1	1
285	самом деле	1	1
286	применении к	1	1
287	все его	1	1
288	между всеми	1	1
289	определить как	1	1
290	этого в	1	1
291	противном случае	1	1
292	в действие	1	1
293	со всех	1	1
294	бы уже	1	1
295	за его	1	1
296	его собственному	1	1
297	как мы	3	1
298	свидетельствует и	1	1
299	они могут	1	1
300	именно к	1	1
301	не слишком	1	1
302	почти все	1	1
303	своей судьбы	3	1
304	на себя	5	1
305	почти исключительно	1	1
306	из того	1	1
307	всех сторон	1	1
308	проявляется в	3	1
309	свою очередь	1	1
310	и то	3	1
311	собой в	2	1
312	мертвых душ	1	1
313	он был	2	1
314	быть в	1	1
315	не был	3	1
316	в последних	1	1
317	и мира	1	1
318	то приходится	1	1
319	служит для	1	1
320	это имеет	1	1
321	эта неожиданность	1	1
322	не все	1	1
323	ответ на	3	1
324	а и	1	1
325	себе и	1	1
326	сама по	1	1
327	в известном	1	1
328	к последним	1	1
329	оказывается не	2	1
330	и наконец	1	1
331	следует говорить	1	1
332	вообще но	1	1
333	привести к	1	1
334	уже в	1	1
335	рассказ о	1	1
336	его детализации	1	1
337	тому же	4	1
338	его индивидуальную	1	1
339	на то	2	1
340	если он	1	1
341	но на	1	1
342	от природы	1	1
343	полный и	1	1
344	так сказать	1	1
345	характерны для	1	1
346	и если	3	1
347	на его	3	1
348	время и	1	1
349	да и	1	1
350	первой части	1	1
351	в понимании	1	1
352	преодоления своей	1	1
353	не как	1	1
354	почти то	1	1
355	уже не	4	1
356	его от	3	1
357	что может	1	1
358	на этом	4	1
359	его можно	1	1
360	и речи	1	1
361	одно и	1	1
362	оно и	1	1
363	него могут	1	1
364	самого автора	1	1
365	звуков или	1	1
366	то есть	9	1
367	однако такая	1	1
368	в несколько	1	1
369	входит в	1	1
370	на протяжении	2	1
371	основательно прежде	1	1
372	к анализу	1	1
373	то все	1	1
374	этом смысле	2	1
375	что один	1	1
376	например с	1	1
377	материал для	1	1
378	смерть и	1	1
379	в ином	1	1
380	однако при	3	1
381	соответствии с	2	1
382	этого не	1	1
383	с этой	1	1
384	которой он	1	1
385	среда в	1	1
386	несмотря на	3	1
387	смысле что	1	1
388	к а	3	1
389	же самый	1	1
390	когда автор	1	1
391	на этот	2	1
392	сознанию и	1	1
393	обратимся к	1	1
394	в этих	2	1
395	в ходе	4	1
396	рассказа о	1	1
397	взгляд на	1	1
398	страсти и	1	1
399	совпадающая с	1	1
400	произведения но	1	1
401	обращение к	1	1
402	и эти	1	1
403	что этот	1	1
404	в устах	2	1
405	не должна	1	1
406	зрения и	1	1
