N	3gram	Losev_Vlad_1	Dialekti
1	и т д	2	15
2	в том что	7	9
3	что иное как	1	8
4	не что иное	1	8
5	не может быть	3	6
6	то же время	4	6
7	в то же	4	6
8	есть не что	1	5
9	для того чтобы	2	5
10	в этом смысле	4	4
11	веры и знания	1	4
12	это и есть	1	4
13	ни в каком	1	4
14	и той же	1	3
15	не говоря уже	1	3
16	говоря уже о	1	3
17	одной и той	1	3
18	и в этом	1	3
19	на то что	4	3
20	же время и	1	2
21	и в то	2	2
22	уже о том	1	2
23	но в то	1	2
24	в свою очередь	1	2
25	и можно сказать	1	2
26	и в частности	2	2
27	тем не менее	2	2
28	в сравнении с	1	2
29	в чем не	1	1
30	мы имеем дело	1	1
31	дело в том	4	1
32	должны сказать что	1	1
33	что все в	1	1
34	сравнении с другими	1	1
35	в себе не	1	1
36	всей его жизни	2	1
37	самом же деле	1	1
38	очень и очень	1	1
39	на первый план	2	1
40	также и то	2	1
41	можно сказать что	2	1
42	на самом же	1	1
43	с тем что	1	1
44	именно так как	1	1
45	знания и веры	1	1
46	к жизни и	1	1
47	из всего этого	1	1
48	и то что	4	1
49	в жизни и	1	1
50	и иной раз	1	1
51	его от того	1	1
52	субъект и объект	1	1
53	в это время	1	1
54	не мешало ему	1	1
55	содержит в себе	1	1
56	если бы мы	1	1
57	не только в	2	1
58	в каком случае	1	1
59	в конце концов	3	1
60	это время не	1	1
61	так или иначе	1	1
62	в течение всей	4	1
63	что он сам	1	1
64	в этот момент	1	1
65	а именно с	1	1
66	в связи с	1	1
67	уже не может	1	1
68	где же тут	1	1
69	чтобы в нас	1	1
70	хотя бы на	1	1
71	но только в	1	1
72	иной раз даже	3	1
73	указать на то	1	1
74	и ни в	1	1
75	то обстоятельство что	2	1
76	вовсе не есть	1	1
77	другой стороны мы	1	1
78	мы должны сказать	1	1
79	о том что	7	1
80	и вместе с	1	1
81	может быть также	1	1
82	в себе черты	1	1
83	не только не	1	1
84	а это и	1	1
85	и не может	1	1
86	то чего не	1	1
87	ни в чем	1	1
88	с другой стороны	3	1
89	никого и ничего	1	1
90	кроме того в	1	1
91	но это не	1	1
92	и нетрудно догадаться	1	1
93	в особенности же	1	1
94	о ней не	1	1
95	это не мешало	1	1
96	т д в	1	1
