N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	19	29
2	том что	8	27
3	в том	18	27
4	в этом	11	21
5	не только	16	19
6	но и	10	19
7	что в	6	19
8	о том	2	17
9	пушкиным в	1	14
10	в его	9	13
11	что он	3	13
12	в которой	2	11
13	то что	4	11
14	все это	2	11
15	таким образом	3	10
16	к тому	4	10
17	в своем	2	9
18	он не	4	9
19	потому что	3	9
20	так и	11	9
21	и не	15	9
22	но в	7	8
23	как раз	3	8
24	и пр	1	8
25	по поводу	1	8
26	я не	2	7
27	в самом	5	7
28	в своей	5	7
29	в котором	1	7
30	не столько	3	7
31	тому что	2	7
32	для того	2	7
33	в виду	5	7
34	вместе с	1	7
35	одним из	1	6
36	и на	2	6
37	вовсе не	2	6
38	того чтобы	2	6
39	и его	12	6
40	об этом	2	6
41	и что	3	6
42	в одном	2	6
43	было бы	1	5
44	точки зрения	10	5
45	в русской	3	5
46	была бы	3	5
47	того что	4	5
48	между тем	4	5
49	в качестве	24	5
50	своего рода	5	5
51	прежде всего	4	5
52	а не	9	5
53	о чем	2	5
54	в той	3	5
55	как бы	9	5
56	хотя и	3	4
57	и к	3	4
58	в нем	5	4
59	в другом	3	4
60	должен был	1	4
61	не в	7	4
62	дело в	1	4
63	и о	3	4
64	времени и	2	4
65	после того	1	4
66	внимание на	1	4
67	но с	1	4
68	связи с	1	4
69	для него	4	4
70	до того	1	4
71	с другой	7	4
72	именно в	2	4
73	действующих лиц	1	4
74	в частности	13	4
75	того времени	1	4
76	а как	1	4
77	в романе	3	4
78	например в	3	3
79	же как	1	3
80	идет о	1	3
81	в году	2	3
82	в их	5	3
83	по его	1	3
84	подчеркнуть что	1	3
85	но не	11	3
86	могло быть	2	3
87	как в	2	3
88	не было	1	3
89	что это	1	3
90	в известном	1	3
91	тому же	1	3
92	отношений между	1	3
93	за свою	1	3
94	из них	1	3
95	ни в	5	3
96	в этих	3	3
97	но он	3	3
98	по себе	2	3
99	не менее	3	3
100	одной из	2	3
101	иметь в	1	3
102	не могло	2	3
103	никогда не	2	3
104	нельзя не	1	3
105	и по	2	3
106	тем что	1	3
107	у нас	1	3
108	оно не	1	3
109	действующие лица	1	3
110	на нее	1	3
111	и здесь	1	3
112	как у	1	3
113	наконец в	1	3
114	русского языка	1	3
115	так что	1	3
116	с нею	1	3
117	и даже	1	3
118	еще и	1	3
119	а с	2	3
120	так же	2	3
121	другой стороны	5	3
122	не является	4	3
123	отношении к	2	3
124	также и	1	2
125	того же	2	2
126	такое же	1	2
127	из его	1	2
128	то же	10	2
129	как следствие	1	2
130	в полной	1	2
131	действующего лица	1	2
132	пребывания в	1	2
133	в сочетании	1	2
134	бы то	1	2
135	с его	6	2
136	за него	1	2
137	и который	2	2
138	тогда как	13	2
139	отличие от	7	2
140	что они	1	2
141	на то	1	2
142	и я	1	2
143	в истории	1	2
144	мере в	1	2
145	в одной	1	2
146	и как	3	2
147	по пути	4	2
148	более или	5	2
149	все эти	2	2
150	в этой	2	2
151	в себе	9	2
152	в словаре	2	2
153	и те	1	2
154	на его	1	2
155	в статье	1	2
156	при этом	13	2
157	если бы	3	2
158	тем не	3	2
159	первой части	2	2
160	и более	2	2
161	о мире	1	2
162	значительной степени	1	2
163	том же	1	2
164	то ни	1	2
165	а затем	1	2
166	тем в	1	2
167	в литературных	1	2
168	не дает	1	2
169	его в	2	2
170	это было	1	2
171	на почве	3	2
172	в это	1	2
173	как и	2	2
174	нигде не	1	2
175	или менее	5	2
176	что такое	1	2
177	сочетании с	1	2
178	в отношении	3	2
179	с точки	3	2
180	с политической	1	2
181	в отличие	7	2
182	от его	1	2
183	не могли	1	2
184	даже в	3	2
185	в то	6	2
186	дело не	2	2
187	не имеет	1	2
188	не своей	1	2
189	это еще	1	2
190	и теперь	1	2
191	не может	7	2
192	не по	1	2
193	в области	6	2
194	в каком	2	2
195	языка в	4	2
196	искусства и	1	2
197	поэт не	1	2
198	на это	1	2
199	и это	2	2
200	меня в	1	2
201	из москвы	1	2
202	в ее	5	2
203	на произведение	1	2
204	и сам	1	2
205	а также	5	2
206	в театральном	1	2
207	в значительной	1	2
208	в которую	1	2
209	что и	2	2
210	в заключительной	1	2
211	в какой	2	2
212	только в	5	2
213	бы ни	1	2
214	по этому	1	2
215	раз в	1	2
216	в конце	1	2
217	так как	1	2
218	случае не	2	2
219	может быть	14	2
220	в них	2	2
221	в особенности	1	2
222	со стороны	2	2
223	ему не	1	2
224	с той	1	2
225	и др	2	2
226	только к	1	2
227	говорит о	1	2
228	не на	3	2
229	его как	1	2
230	как говорит	3	2
231	если не	1	2
232	и потому	2	2
233	как это	5	2
234	к своему	1	2
235	по своему	2	2
236	в данном	4	2
237	такого рода	10	2
238	сравнении с	1	2
239	только о	2	2
240	с этой	1	2
241	ее в	2	2
242	той мере	1	2
243	в результате	1	2
244	ни было	1	2
245	сказать что	4	2
246	и другие	2	2
247	они не	1	2
248	ту же	1	1
249	и то	4	1
250	это и	1	1
251	в первом	1	1
252	отношения между	1	1
253	по преимуществу	2	1
254	для понимания	2	1
255	перевод с	1	1
256	действительности и	1	1
257	которыми он	1	1
258	той же	1	1
259	в сущности	1	1
260	совпадает с	2	1
261	говорить о	3	1
262	не вполне	2	1
263	на свою	1	1
264	из того	1	1
265	в составе	1	1
266	этого термина	2	1
267	которое в	1	1
268	в каждой	1	1
269	думаю что	1	1
270	произведения именно	1	1
271	еще не	3	1
272	на них	1	1
273	ее составе	1	1
274	в чем	2	1
275	суда над	1	1
276	а тем	1	1
277	но как	2	1
278	нет не	1	1
279	в сторону	2	1
280	по отношению	9	1
281	в комедии	2	1
282	отношение к	5	1
283	себе отчет	1	1
284	более чем	1	1
285	языку в	1	1
286	времени когда	1	1
287	реальности но	1	1
288	говорит что	2	1
289	силе и	1	1
290	именно эта	1	1
291	для которого	2	1
292	к другому	1	1
293	в литературном	1	1
294	так или	3	1
295	представляет собой	10	1
296	из этих	3	1
297	большей части	2	1
298	с их	2	1
299	данном контексте	2	1
300	говорят о	1	1
301	что она	2	1
302	не следует	4	1
303	том в	1	1
304	вследствие этого	1	1
305	в понимании	1	1
306	свою собственную	1	1
307	реального исторического	1	1
308	в принципе	5	1
309	не как	2	1
310	до прихода	2	1
311	на этом	1	1
312	одно и	3	1
313	русском языке	1	1
314	значение в	1	1
315	те же	1	1
316	а по	1	1
317	заключается в	2	1
318	с другими	4	1
319	отчет в	1	1
320	этом смысле	3	1
321	роль в	1	1
322	и тем	2	1
323	основания для	1	1
324	нет в	1	1
325	текст в	3	1
326	и некоторые	2	1
327	которой обладают	1	1
328	над его	1	1
329	с ума	1	1
330	но если	1	1
331	от своего	2	1
332	место в	4	1
333	говорил о	1	1
334	в условиях	1	1
335	оно стало	1	1
336	об отсутствии	1	1
337	значение для	1	1
338	данном отношении	1	1
339	который всегда	1	1
340	через посредство	1	1
341	непременным условием	1	1
342	нас к	1	1
343	на один	1	1
344	в таких	1	1
345	виду что	1	1
346	принадлежат к	1	1
347	одна из	2	1
348	в основе	4	1
349	которого он	1	1
350	материала в	2	1
351	героев и	1	1
352	но только	1	1
353	однако если	2	1
354	и без	1	1
355	вследствие того	1	1
356	же время	5	1
357	этих двух	2	1
358	пушкина что	2	1
359	с отвращением	1	1
360	как будто	1	1
361	в бою	1	1
362	в момент	2	1
363	своему образцу	1	1
364	не могут	1	1
365	он и	1	1
366	его за	1	1
367	заметил что	1	1
368	отличается от	2	1
369	для такого	2	1
370	всего что	1	1
371	в поле	1	1
372	как мы	1	1
373	значения и	2	1
374	что все	1	1
375	свою очередь	2	1
376	здесь не	2	1
377	общения между	1	1
378	только при	1	1
379	мысль о	1	1
380	реальной действительности	1	1
381	то время	1	1
382	в пределах	3	1
383	так в	4	1
384	и совершенно	1	1
385	переход к	1	1
386	не с	2	1
387	с самим	2	1
388	на которую	1	1
389	с острым	1	1
390	разного рода	1	1
391	что хотят	1	1
392	жанра в	1	1
393	к языку	1	1
394	именно потому	1	1
395	столь же	1	1
396	настоящее время	1	1
397	др в	1	1
398	под маской	1	1
399	можно сказать	5	1
400	понимая что	1	1
401	на всех	2	1
402	смысле не	1	1
403	или иначе	4	1
404	во втором	4	1
405	эти два	1	1
406	нуждается в	1	1
407	в форме	4	1
408	чем и	3	1
409	статье о	1	1
410	говорит в	2	1
411	для установления	1	1
412	по содержанию	1	1
413	ни к	2	1
414	не совпадает	1	1
415	не случайно	3	1
416	один из	2	1
417	тот же	1	1
418	места в	1	1
419	с ними	1	1
420	особенно если	1	1
421	лишь на	1	1
422	до нас	1	1
423	он уже	1	1
424	который в	2	1
425	образа в	1	1
426	к числу	1	1
427	или же	1	1
428	и жизни	1	1
429	а после	1	1
430	не будет	2	1
431	с которыми	1	1
432	в поэзии	1	1
433	возможным в	1	1
434	речь в	1	1
435	совпадения с	1	1
436	этом в	1	1
437	одно из	2	1
438	себе в	1	1
439	ведь это	1	1
440	в известной	1	1
441	которые одновременно	1	1
442	у нее	1	1
443	а в	12	1
444	относится не	1	1
445	может служить	2	1
446	у него	1	1
447	в каждом	1	1
448	о каком	1	1
449	представляют собой	1	1
450	имеет значение	1	1
451	а на	5	1
452	различных художественных	1	1
453	но одно	1	1
454	следует подчеркнуть	3	1
455	за пределы	2	1
456	речи а	2	1
457	к которому	4	1
458	такого понимания	1	1
459	по большей	2	1
460	себя и	2	1
461	что для	1	1
462	жизни то	2	1
463	v в	1	1
464	его исторического	1	1
465	из наиболее	1	1
466	бессознательно на	1	1
467	с которым	1	1
468	языка не	1	1
469	одну из	1	1
470	не подлежит	1	1
471	что из	1	1
472	и слово	1	1
473	жизнь в	1	1
474	в связи	1	1
475	имея в	1	1
476	в последней	1	1
477	на чем	1	1
478	по своим	1	1
479	у себя	1	1
480	может сомневаться	1	1
481	социального поведения	1	1
482	в лирических	1	1
483	одновременно и	1	1
484	я с	5	1
485	жизни в	2	1
486	и такие	1	1
487	быть не	1	1
488	ценность и	1	1
489	внешнего мира	3	1
490	в контексте	3	1
491	этом случае	1	1
492	в ранг	1	1
493	известном смысле	1	1
494	вокруг него	1	1
495	но для	1	1
496	вы говорите	1	1
497	писал в	1	1
498	в более	1	1
499	за его	1	1
500	и для	2	1
501	например слова	1	1
502	не существует	1	1
503	и от	1	1
504	котором он	1	1
505	или в	2	1
506	в настоящее	1	1
507	иначе в	1	1
508	от него	1	1
509	бы в	1	1
510	время ее	1	1
511	все они	1	1
512	же в	1	1
513	можно признать	1	1
514	в свою	3	1
515	между ними	4	1
516	и внутренне	1	1
517	к его	2	1
518	языка на	1	1
519	едва ли	1	1
520	отношению к	9	1
521	из этого	2	1
522	героя в	1	1
523	жизни и	1	1
524	о себе	2	1
525	в своих	1	1
526	в лесу	1	1
527	можно назвать	1	1
528	в таком	1	1
529	точно так	1	1
530	все что	1	1
531	том числе	2	1
532	которая не	1	1
