N	3gram	Vygotskiy__3	Literetu
1	в том что	11	11
2	состоит в том	1	5
3	в отличие от	1	5
4	в данном случае	2	4
5	по аналогии с	2	3
6	с этой точки	1	3
7	этой точки зрения	1	3
8	подобно тому как	1	2
9	все та же	1	2
10	с точки зрения	9	2
11	только в том	2	2
12	в этом отношении	1	2
13	все же в	2	2
14	и то что	3	2
15	с одной стороны	5	2
16	во всяком случае	2	2
17	о том что	3	2
18	казалось бы не	1	1
19	а отнюдь не	1	1
20	мы никогда не	1	1
21	в русской поэзии	2	1
22	на самом деле	2	1
23	на то что	12	1
24	и как раз	1	1
25	никогда не можем	1	1
26	в зависимости от	1	1
27	в наше время	2	1
28	к тому чтобы	1	1
29	несмотря на свою	1	1
30	и сидя в	1	1
31	можно было бы	1	1
32	он не мог	2	1
33	в лучшем случае	2	1
34	по этому поводу	1	1
35	которые могли бы	1	1
36	в самом деле	18	1
37	в себя и	1	1
38	как один из	1	1
39	и в этом	3	1
40	в евгении онегине	1	1
41	а с другой	1	1
42	на второй план	1	1
43	все более и	2	1
44	в целом ряде	1	1
45	с другой стороны	5	1
46	не может быть	1	1
47	не мог бы	1	1
48	каждого из них	1	1
49	только то что	2	1
50	при таком ее	1	1
51	имел в виду	1	1
52	в свою очередь	2	1
53	до сих пор	5	1
54	с самого начала	6	1
55	более и более	2	1
56	но все же	1	1
57	если бы я	1	1
58	как и всякое	1	1
59	в стихах и	1	1
60	затруднительное положение в	1	1
61	к тому же	1	1
62	в один из	2	1
