N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	22
2	мы имеем	2	19
3	в этом	22	17
4	и т	14	16
5	т д	3	15
6	что в	5	15
7	не только	11	14
8	мы видели	2	13
9	но и	9	12
10	и не	9	12
11	в этих	3	11
12	может быть	7	11
13	и пр	2	11
14	но в	10	10
15	таким образом	3	10
16	еще не	6	10
17	в нем	5	9
18	что и	3	9
19	в том	10	9
20	что он	3	9
21	вместе с	9	9
22	как мы	6	8
23	мы видим	2	8
24	в большом	1	8
25	что они	4	8
26	с этим	5	8
27	том что	4	8
28	но не	5	7
29	то что	7	7
30	и здесь	1	7
31	уже не	3	7
32	из них	8	7
33	так как	6	7
34	с другой	2	7
35	другой стороны	1	7
36	там где	2	7
37	этих случаях	1	7
38	к этому	3	7
39	то же	8	6
40	мы уже	9	6
41	это не	2	6
42	во время	10	6
43	связи с	8	6
44	так в	1	6
45	если бы	1	6
46	в них	7	6
47	что здесь	2	6
48	то и	1	6
49	мы можем	1	6
50	а не	4	6
51	а в	3	6
52	а он	1	5
53	все же	6	5
54	он не	5	5
55	здесь мы	3	5
56	в этой	2	5
57	могут быть	2	5
58	того что	3	5
59	один из	2	5
60	так что	4	5
61	не противоречит	1	5
62	до сих	2	5
63	в некоторых	2	5
64	в частности	5	5
65	есть и	4	5
66	этом случае	2	5
67	сих пор	2	5
68	мы здесь	1	4
69	и на	7	4
70	все эти	5	4
71	отношение к	3	4
72	не в	9	4
73	имеем в	3	4
74	на этом	2	4
75	и с	6	4
76	у нас	2	4
77	как это	2	4
78	но он	2	4
79	и его	12	4
80	тем что	3	4
81	что на	3	4
82	она не	2	4
83	в пределах	5	4
84	в дальнейшем	5	4
85	находится в	2	4
86	только в	11	4
87	и они	3	4
88	они не	1	4
89	в данном	2	4
90	в свою	1	4
91	не может	2	4
92	и другие	3	4
93	их и	1	3
94	представление о	2	3
95	и ее	1	3
96	в чем	1	3
97	в одной	2	3
98	целый ряд	3	3
99	и как	3	3
100	и к	2	3
101	следующим образом	1	3
102	из этих	4	3
103	на его	1	3
104	их в	4	3
