N	3gram	Losev_Vlad_3	Tvorches
1	там же с	6	9
2	то же время	2	7
3	в то же	3	7
4	до сих пор	1	3
5	не может быть	6	3
6	если не считать	1	2
7	в самом деле	1	2
8	в таком случае	2	2
9	и в то	2	2
10	в отличие от	3	2
11	и многое другое	1	2
12	на наш взгляд	1	2
13	так же как	2	2
14	в том же	1	2
15	все же не	1	2
16	во всяком случае	3	2
17	с другой стороны	2	2
18	т ii с	1	2
19	о том что	8	2
20	он еще не	1	2
21	в том что	10	2
22	том что в	3	1
23	имеем не только	1	1
24	ничего не говорит	4	1
25	потому что в	1	1
26	и всякого рода	1	1
27	как и для	1	1
28	дело в том	5	1
29	не только с	1	1
30	такие термины как	1	1
31	и потому что	2	1
32	в том числе	1	1
33	о том как	1	1
34	может и не	1	1
35	же как и	1	1
36	в его работе	1	1
37	в дальнейшем мы	1	1
38	в первую очередь	1	1
39	и в дальнейшем	1	1
40	что в нем	1	1
41	можно было бы	1	1
42	точно так же	4	1
43	в письме к	1	1
44	но уже в	1	1
45	по мнению с	1	1
46	в том смысле	1	1
47	и что в	1	1
48	только то что	1	1
49	как будто бы	1	1
50	мнению с м	1	1
51	в году в	3	1
52	от апреля года	1	1
53	в известном смысле	1	1
54	и должно быть	1	1
55	и в этом	5	1
56	а с другой	2	1
57	нам представляется что	1	1
58	той или иной	1	1
59	в связи с	2	1
60	в виду что	1	1
61	к тому же	5	1
62	потому что они	1	1
63	в то время	4	1
64	и отнюдь не	1	1
65	мы не можем	1	1
66	нет ничего кроме	1	1
67	это и есть	1	1
68	ничего общего с	2	1
69	при этом что	1	1
70	с самого начала	1	1
71	т i с	2	1
72	мы знаем что	1	1
73	содержит в себе	4	1
74	бы он ни	1	1
75	к графине с	1	1
76	и в том	2	1
77	в конце жизни	3	1
78	к самому себе	1	1
