N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	9	44
2	и в	53	33
3	в этом	8	28
4	и что	1	25
5	как бы	14	25
6	все время	1	24
7	потому что	5	24
8	для того	1	23
9	том что	5	22
10	может быть	12	22
11	что в	2	21
12	в том	14	21
13	о том	2	20
14	что он	4	20
15	как это	2	14
16	что это	2	13
17	таким образом	6	13
18	то есть	48	13
19	и не	15	13
20	все это	8	13
21	сказать что	10	13
22	в самом	2	12
23	было бы	5	12
24	все то	3	12
25	и все	10	12
26	этого рассказа	2	12
27	так как	7	12
28	он не	3	11
29	что все	1	11
30	что она	1	10
31	рассказа и	1	10
32	в его	8	10
33	как она	1	10
34	не может	2	10
35	то же	6	9
36	в этой	1	9
37	и если	3	9
38	в конце	3	8
39	как будто	2	8
40	для этого	1	8
41	в рассказе	2	8
42	вместе с	2	8
43	в своем	1	7
44	не только	4	7
45	в нем	10	7
46	так что	1	7
47	когда он	1	7
48	на самом	1	6
49	в сущности	10	6
50	в ней	7	6
51	что они	1	6
52	перед нами	5	6
53	все эти	9	6
54	в себе	5	6
55	во время	1	6
56	точки зрения	4	6
57	но он	2	6
58	в самой	1	6
59	же самое	1	6
60	это не	6	6
61	мы видим	2	6
62	у него	1	6
63	а не	11	6
64	мы должны	4	6
65	шекспира и	1	6
66	как на	1	6
67	это и	1	5
68	мы уже	5	5
69	мы не	4	5
70	в целом	1	5
71	и на	18	5
72	с этим	2	5
73	целый ряд	1	5
74	как он	2	5
75	и может	1	5
76	как и	11	5
77	нисколько не	1	5
78	самого начала	4	5
79	никогда не	2	5
80	и его	10	5
81	и это	3	5
82	с самого	3	5
83	мы будем	1	5
84	казалось бы	3	5
85	с ним	2	5
86	заключается в	1	5
87	что для	1	5
88	вовсе не	3	5
89	мы можем	5	5
90	связь с	2	5
91	той же	5	4
92	в которой	2	4
93	я не	4	4
94	не то	3	4
95	говорит о	2	4
96	это было	3	4
97	и уже	2	4
98	слова и	3	4
99	в своей	3	4
100	как все	1	4
101	знаем что	1	4
102	с точки	2	4
103	одна из	7	4
104	на него	1	4
105	а в	2	4
106	так например	2	4
107	как мы	5	4
108	можно было	1	4
109	жизнь и	1	4
110	об этом	1	4
111	о нем	1	4
112	не просто	1	4
113	в двух	2	4
114	только в	4	4
115	и так	3	4
116	в жизни	8	4
117	и других	9	4
118	из них	4	4
