N	3gram	Trubetskoy_1	Problema
1	тем не менее	1	18
2	то же самое	1	9
3	для того чтобы	6	8
4	в данном случае	3	8
5	на то что	4	8
6	о том что	2	5
7	в том что	7	5
8	точно так же	2	4
9	на самом деле	6	4
10	только то что	1	4
11	в конце концов	3	4
12	в связи с	1	4
13	той или иной	3	4
14	в то же	10	4
15	сама по себе	2	4
16	дело в том	1	3
17	так же и	1	3
18	более или менее	4	3
19	с точки зрения	9	3
20	до сих пор	5	3
21	и в других	1	3
22	указывает на то	1	3
23	во всяком случае	6	3
24	и тем самым	2	3
25	в настоящее время	2	3
26	и того же	1	2
27	в этом случае	3	2
28	в самом деле	1	2
29	по крайней мере	1	2
30	также и то	1	2
31	то и другое	1	2
32	и то что	3	2
33	и что в	1	2
34	так же как	1	2
35	можно сказать только	1	2
36	сих пор мы	1	2
37	тех или иных	1	2
38	и в этом	1	2
39	во всех этих	1	2
40	мы говорили выше	1	2
41	о которых мы	1	2
42	не может быть	4	2
43	того или иного	2	2
44	и как бы	1	2
45	одного и того	1	2
46	можно было бы	3	2
47	а между тем	5	1
48	сводится к тому	1	1
49	вместе с тем	3	1
50	во что бы	3	1
51	что в последние	1	1
52	само собой разумеется	1	1
53	всегда помнить что	1	1
54	то ни стало	3	1
55	указывает на ее	1	1
56	но даже и	1	1
57	в том же	1	1
58	которых мы говорили	1	1
59	а следовательно и	2	1
60	тот или иной	1	1
61	отнюдь не всякий	1	1
62	до известной степени	1	1
63	в этом отношении	1	1
64	того и другого	1	1
65	но для этого	1	1
66	от того чтобы	1	1
67	перед нами не	1	1
68	чтобы она стала	1	1
69	не просто в	1	1
70	от нас и	1	1
71	то в этой	1	1
72	он всегда будет	1	1
73	не есть только	1	1
74	что бы то	3	1
75	чтобы понять что	2	1
76	но в то	1	1
77	тем что он	1	1
78	и с точки	1	1
79	мы не знаем	1	1
80	но и этот	1	1
81	на первый взгляд	1	1
82	только в виде	1	1
83	так как это	1	1
84	и должно быть	1	1
85	та или другая	1	1
86	жизни и тем	1	1
87	и на то	1	1
88	внутренней и внешней	1	1
89	сказать только то	1	1
90	решения вопроса о	1	1
91	идет речь не	1	1
92	бы то ни	4	1
93	тем что они	1	1
94	в его целом	1	1
95	не существуют в	1	1
96	и в том	2	1
97	хотя в то	1	1
98	может и должно	1	1
99	то естественно что	1	1
100	что оно есть	1	1
101	то что для	1	1
102	при ближайшем рассмотрении	1	1
103	заключается в том	1	1
104	в том чтобы	1	1
105	и для чего	1	1
106	даже и в	1	1
107	этой цели мы	1	1
108	ни одна из	2	1
109	есть по существу	1	1
110	в себе всегда	1	1
111	однако отнюдь не	2	1
112	в другом случае	2	1
113	к тому что	2	1
114	только в этом	1	1
115	в результате этого	1	1
116	в том и	2	1
117	том и в	2	1
118	не только от	1	1
119	необходимо иметь в	1	1
120	всех этих случаях	1	1
121	к тому же	1	1
122	и только в	1	1
123	и в другом	2	1
