N	4gram	Tiupa_Teor_1	Analitik
1	состоит в том что	4	4
2	обращает на себя внимание	1	3
3	слогов между двумя паузами	1	3
4	объектной и субъектной организации	1	2
5	средней длине ритмического ряда	1	2
6	субъектной организации художественного произведения	2	2
7	организации феноменов ментального внутреннего	2	2
8	в том или ином	1	2
9	особенно в сочетании с	1	2
10	в то же время	5	2
11	в поле зрения читателя	1	2
12	милой гостьи с дудочкой	2	2
13	внешних границ начала и	1	1
14	глоссализация текста делает его	1	1
15	к иного рода стилистике	1	1
16	какой явилась перед нею	1	1
17	определений таков что душевная	1	1
18	перед духовным взором читателя	1	1
19	а также употребленных при	1	1
20	приходят мотивы не смерти	1	1
21	поэтов дант его божественные	1	1
22	событийно-исторической формой мышления и	1	1
23	конечном счете к упорядоченности	1	1
24	дискредитирует духовность предшествующих характеристик	1	1
25	в качестве системы кадров	1	1
26	мы имеем дело с	1	1
27	а повтор в словах	1	1
28	принципом упорядоченного движения бенвенист	1	1
29	от свободы как высшей	1	1
30	пожелает представить себе читатель	1	1
31	плотность акцентуации количество ударных	1	1
32	присутствие я в мировом	1	1
33	напряжений и спадов бенвенист	1	1
34	составе цитатные внестилевые глоссы	1	1
35	выбор слова б построение	1	1
36	представленных в тексте может	1	1
37	обращающий на себя наше	1	1
38	выступая под определенным диалогическим	1	1
39	субъектную организацию литературного произведения	1	1
40	равнопротяженный тексту слой факторов	1	1
41	строки жизненной ценности действительно	1	1
42	пределами этой субсистемы художественных	1	1
43	олицетворений поэтического вдохновения в	1	1
44	также может приобретать статус	1	1
45	субъектного лирического героя прямая	1	1
46	звуковой повтор нередко оказывается	1	1
47	произведений наименее подвержены историческим	1	1
48	или диалога лирическое стихотворение	1	1
49	читателя в позицию солидарности	1	1
50	из вероятных ликов чудесного	1	1
51	позиций может быть актуализировано	1	1
52	в догадке осенившей лирическую	1	1
53	на смену повествованию строки	1	1
54	как более или менее	1	1
55	как основной внутренней форме	1	1
56	меньше и больше нежели	1	1
57	высшей в ряду перечислений	1	1
58	мы имеем дело не	1	1
59	порой сложные внутритекстовые отношения	1	1
60	в конечном счете к	1	1
61	иных языковых нормативов актуальных	1	1
62	деталей а также употребленных	1	1
63	мира вокруг я героя	1	1
64	облечена в иную внешнюю	1	1
65	выше плотность акцентуации количество	1	1
66	стихотворение ахматовой наделено заглавием	1	1
67	может приобретать статус самостоятельного	1	1
68	создает эффект распределенности текста	1	1
69	как такой фактор художественного	1	1
