N	2gram	Vinokur_Vv_1	Hudozhes
1	в качестве	7	19
2	состоит в	2	16
3	и не	13	16
4	не только	21	15
5	и в	27	15
6	в том	31	15
7	тогда как	2	13
8	может быть	24	13
9	в частности	3	13
10	при этом	3	12
11	и его	5	12
12	а в	5	12
13	но не	7	11
14	в этом	34	11
15	в себе	4	11
16	то же	8	10
17	по отношению	4	10
18	представляет собой	12	10
19	как бы	5	10
20	так и	1	10
21	а не	3	10
22	отношению к	4	10
23	но и	5	10
24	такого рода	2	9
25	точки зрения	7	9
26	в его	10	9
27	своего рода	3	8
28	себя в	2	8
29	я и	1	7
30	отличие от	3	7
31	но в	10	7
32	в принципе	2	7
33	в отличие	3	7
34	в то	5	7
35	или иной	1	7
36	с другой	8	7
37	отношение к	3	6
38	том что	26	6
39	не в	8	6
40	же время	5	6
41	в ее	11	6
42	в тексте	4	6
43	не может	13	6
44	что в	11	6
45	в их	11	5
46	в самом	12	5
47	то что	17	5
48	не предполагает	1	5
49	могут быть	4	5
50	той или	1	5
51	можно сказать	3	5
52	а также	3	5
53	того что	12	5
54	только в	13	5
55	уже не	5	5
56	и т.п	1	5
57	между ними	2	5
58	другой стороны	5	5
59	художественности в	1	5
60	в нем	13	5
61	отношения к	1	4
62	и то	5	4
63	мы имеем	3	4
64	говорить о	3	4
65	жизни как	2	4
66	еще не	4	4
67	а только	8	4
68	как к	1	4
69	хотя и	3	4
70	и как	9	4
71	в другом	3	4
72	и тем	5	4
73	в этих	3	4
74	в ходе	1	4
75	в своей	4	4
76	не столько	2	4
77	и т.д	4	4
78	входит в	2	4
79	между тем	8	4
80	искусства в	1	4
81	в форме	2	4
82	для него	1	4
83	со стороны	12	4
84	к которому	1	4
85	прежде всего	8	4
86	как это	5	4
87	например в	2	4
88	к тому	4	4
89	особого рода	4	4
90	сказать что	5	4
91	того же	3	3
92	значении этого	1	3
93	на деле	1	3
94	и ее	4	3
95	в целом	5	3
96	что можно	2	3
97	в виду	4	3
98	как уже	2	3
99	и к	1	3
100	или иного	1	3
101	в которой	1	3
102	не следует	2	3
103	он должен	1	3
104	одно и	1	3
105	лишь в	1	3
106	его в	6	3
107	это не	8	3
108	этом смысле	11	3
109	к области	1	3
110	как и	5	3
111	иначе говоря	1	3
112	одного и	2	3
113	с точки	2	3
114	все прочие	1	3
115	но он	1	3
116	тем не	8	3
117	однако в	3	3
118	в культуре	1	3
119	автора и	1	3
120	текст и	3	3
121	в отношении	2	3
122	не менее	8	3
123	литературы как	1	3
124	как раз	4	3
125	потому что	14	3
126	мог бы	2	3
127	если бы	2	3
128	и что	4	3
129	того или	1	3
130	в конечном	1	3
131	что он	4	3
132	к нему	2	3
133	во втором	2	3
134	данного текста	1	3
135	во всей	1	3
136	и того	2	3
137	или иным	1	3
138	в области	4	3
139	не на	1	3
140	человека к	1	3
141	по своему	5	3
142	о чем	4	3
143	в данном	11	3
144	в той	7	3
145	и для	4	3
146	таким образом	19	3
147	в свою	1	3
148	человека и	1	2
149	и это	6	2
150	это и	1	2
151	не вполне	4	2
152	этого термина	2	2
153	и на	3	2
154	в чем	4	2
155	могло быть	1	2
156	но как	2	2
157	сама по	3	2
158	в своем	3	2
159	говорит что	1	2
160	это тоже	1	2
161	в себя	1	2
162	все эти	3	2
163	в этой	3	2
164	с их	5	2
165	текста по	1	2
166	вследствие этого	1	2
167	не как	3	2
168	в силу	3	2
169	на этом	3	2
170	значительной степени	1	2
171	об этом	5	2
172	времени и	4	2
173	времени в	3	2
174	по себе	9	2
175	в них	4	2
176	несмотря на	2	2
177	с другими	1	2
178	от себя	3	2
179	втором случае	1	2
180	и более	1	2
181	вовсе не	6	2
182	тому что	2	2
183	дело не	3	2
184	одна из	2	2
185	двоякого рода	2	2
186	не могло	1	2
187	вытекает из	1	2
188	и соответственно	1	2
189	имеем дело	1	2
190	слова как	2	2
191	этих двух	1	2
192	не принадлежит	1	2
193	без остатка	2	2
194	языка в	4	2
195	художественной литературы	2	2
196	оно не	1	2
197	для себя	1	2
198	и о	1	2
199	подобных случаях	1	2
200	того чтобы	21	2
201	свою очередь	1	2
202	здесь не	2	2
203	для читателя	1	2
204	тем или	1	2
205	о полку	1	2
206	и сам	2	2
207	что может	3	2
208	или в	1	2
209	о том	15	2
210	к действительности	2	2
211	в значительной	2	2
212	однако с	2	2
213	именно в	8	2
214	а именно	6	2
215	в литературе	1	2
216	может оказаться	3	2
217	ни к	2	2
218	с одной	4	2
219	есть в	1	2
220	и др	2	2
221	полку игореве	1	2
222	с позиций	1	2
223	слова не	1	2
224	или даже	1	2
225	одно из	5	2
226	слова в	1	2
227	и прежде	1	2
228	в одном	4	2
229	при всей	1	2
230	у него	1	2
231	для того	21	2
232	на почве	5	2
233	или иначе	4	2
234	превращается в	1	2
235	одной стороны	4	2
236	и составляет	1	2
237	мира в	1	2
238	в сторону	1	2
239	так же	3	2
240	и особенно	1	2
241	как в	1	2
242	из которых	2	2
243	так или	4	2
244	в европейской	1	2
245	во всех	2	2
246	для такого	1	2
247	искусства как	1	2
248	речь идет	2	2
249	тем более	2	2
250	истории литературы	3	2
251	с ним	1	2
252	отношении к	2	2
253	одной из	3	2
254	культуры в	5	2
255	только о	2	2
256	также и	16	1
257	же как	3	1
258	чтобы не	1	1
259	самой себе	1	1
260	художественных произведений	2	1
261	традиции как	1	1
262	и есть	3	1
263	то в	1	1
264	отношения между	1	1
265	в строгом	3	1
266	достоевского в	1	1
267	можно говорить	1	1
268	из его	2	1
269	его смысле	1	1
270	др в	1	1
271	вещей в	1	1
272	действительности и	1	1
273	в зависимости	1	1
274	сливается с	3	1
275	которыми он	1	1
276	той же	4	1
277	есть не	3	1
278	не была	1	1
279	в сущности	3	1
280	что иное	4	1
281	а для	1	1
282	в полной	1	1
283	в составе	1	1
284	и со	1	1
285	никогда не	3	1
286	которое в	2	1
287	зависимости от	1	1
288	так называемые	1	1
289	в каждой	2	1
290	не что	4	1
291	говорил о	1	1
292	момент в	1	1
293	вовсе может	1	1
294	не от	1	1
295	собой в	2	1
296	между собой	1	1
297	иное как	5	1
298	время в	2	1
299	бы то	1	1
300	что его	1	1
301	в различных	2	1
302	связи между	4	1
303	иного рода	1	1
304	литературы или	1	1
305	что способно	1	1
306	одном и	1	1
307	искусство в	1	1
308	себе и	2	1
309	и будет	1	1
310	себе отчет	1	1
311	или иное	1	1
312	и эстетического	1	1
313	в произведениях	1	1
314	к автору	1	1
315	и я	1	1
316	в истории	9	1
317	мере в	4	1
318	в центре	4	1
319	и соответствующих	1	1
320	не входят	1	1
321	от содержания	1	1
322	о жизни	1	1
323	что по	1	1
324	которую в	1	1
325	что входит	1	1
326	от этого	5	1
327	искусство и	2	1
328	или иную	1	1
329	только то	1	1
330	духом в	1	1
331	говорят о	1	1
332	бы и	2	1
333	что это	3	1
334	а во-вторых	2	1
335	таковы например	1	1
336	из этих	5	1
337	одном случае	1	1
338	большей части	2	1
339	в известном	3	1
340	всего к	2	1
341	раз в	1	1
342	или живописи	1	1
343	имеем в	1	1
344	во многих	1	1
345	на то	1	1
346	не могла	1	1
347	на его	1	1
348	что она	3	1
349	в статье	1	1
350	время и	1	1
351	эта система	1	1
352	все это	6	1
353	в реальной	1	1
354	отношений между	3	1
355	данном отношении	2	1
356	свое время	2	1
357	чтобы в	1	1
358	подобно тому	1	1
359	его можно	2	1
360	заключает в	1	1
361	или иных	3	1
362	не бывает	2	1
363	именно это	1	1
364	по его	2	1
365	объект и	1	1
366	подход к	1	1
367	то ни	1	1
368	этом втором	1	1
369	а затем	1	1
370	что все	1	1
371	речь в	4	1
372	не с	2	1
373	и внутренне	1	1
374	а как	3	1
375	это было	1	1
376	отчет в	3	1
377	платона и	1	1
378	было бы	5	1
379	не совпадает	1	1
380	что неизбежно	1	1
381	лишь на	1	1
382	по этому	2	1
383	в жизни	1	1
384	особое отношение	1	1
385	чтобы этот	1	1
386	рядом с	2	1
387	соответствии с	2	1
388	как об	9	1
389	как видно	1	1
390	он и	2	1
391	как сказано	2	1
392	духовной жизни	3	1
393	перед собой	1	1
394	и становится	1	1
395	в текстах	3	1
396	от своего	1	1
397	в такой	1	1
398	и без	2	1
399	в котором	4	1
400	к предмету	1	1
401	состоящего в	1	1
402	как совокупность	2	1
403	от его	1	1
404	быть названо	4	1
405	и другого	1	1
406	но во	1	1
407	тексте не	1	1
408	по крайней	4	1
409	в прошлом	2	1
410	искусства по	1	1
411	не могли	2	1
412	в конце	3	1
413	чем собственно	1	1
414	и наоборот	2	1
415	не должно	1	1
416	том же	2	1
417	собой лишь	1	1
418	это особенно	1	1
419	отношений здесь	1	1
420	в историческом	1	1
421	приводят к	1	1
422	в таких	1	1
423	ее не	1	1
424	такая деятельность	1	1
425	но для	1	1
426	она могла	1	1
427	не имеет	4	1
428	на котором	2	1
429	что такое	10	1
430	к этим	1	1
431	возлагает на	1	1
432	которого он	1	1
433	которых и	1	1
434	это еще	2	1
435	он мог	3	1
436	каждый из	2	1
437	нельзя не	4	1
438	казалось бы	2	1
439	единого целого	1	1
440	в самой	1	1
441	обратим внимание	1	1
442	иными словами	1	1
443	своей природе	3	1
444	и является	1	1
445	этих случаях	2	1
446	связи с	3	1
447	ту или	1	1
448	из того	2	1
449	ее можно	1	1
450	документ но	1	1
451	не по	1	1
452	входят в	1	1
453	как будто	3	1
454	языков в	3	1
455	труда а	1	1
456	в каком	1	1
457	ему не	1	1
458	том отношении	3	1
459	о чем-то	1	1
460	обращенной к	1	1
461	деятельности и	2	1
462	в момент	1	1
463	все то	1	1
464	ее познания	1	1
465	когда мы	2	1
466	сравнении с	1	1
467	выступает по	1	1
468	так называемого	1	1
469	в каждом	4	1
470	прошлом и	3	1
471	в настоящее	1	1
472	говорит о	3	1
473	должен быть	4	1
474	не ограничивается	1	1
475	из всего	1	1
476	именно эту	1	1
477	как мы	9	1
478	значения и	1	1
479	точно так	2	1
480	меня в	1	1
481	создает и	1	1
482	только при	1	1
483	языка и	12	1
484	в собственном	2	1
485	то или	1	1
486	реальной действительности	1	1
487	в особенности	4	1
488	вопрос что	2	1
489	и соответствующую	1	1
490	на свой	1	1
491	значение в	2	1
492	и совершенно	2	1
493	котором он	2	1
494	не содержит	1	1
495	на нее	2	1
496	можно только	2	1
497	разного рода	1	1
498	именно такого	1	1
499	интересом к	1	1
500	по признаку	2	1
501	для этого	3	1
502	к языку	1	1
503	различного рода	1	1
504	о ней	1	1
505	выделяются из	1	1
506	искусства и	1	1
507	не означает	1	1
508	внимание на	4	1
509	настоящее время	1	1
510	к знанию	1	1
511	всеми теми	1	1
512	как ее	1	1
513	после того	2	1
514	по правилам	1	1
515	вопросу о	2	1
516	на отдельные	1	1
517	восприятия в	1	1
518	том или	1	1
519	научной дисциплины	1	1
520	нуждается в	2	1
521	крайней мере	4	1
522	каждом из	1	1
523	если он	1	1
524	существует как	1	1
525	по содержанию	2	1
526	логической точки	1	1
527	с системой	2	1
528	известном смысле	3	1
529	с той	1	1
530	на которой	1	1
531	один из	6	1
532	но с	4	1
533	обе эти	2	1
534	мы видим	1	1
535	тот же	1	1
536	дело с	6	1
537	на языке	2	1
538	что даже	2	1
539	в какой	4	1
540	до нас	3	1
541	русского языка	1	1
542	самые разнообразные	1	1
543	всех его	1	1
544	сложности и	1	1
545	или же	3	1
546	в уста	1	1
547	содержанию а	1	1
548	с которыми	1	1
549	так что	5	1
550	языка а	2	1
551	не дает	1	1
552	как писал	1	1
553	дает ему	1	1
554	из них	3	1
555	это требует	1	1
556	но от	1	1
557	за ним	1	1
558	представить себе	5	1
559	ведь это	1	1
560	до того	2	1
561	истории одного	1	1
562	мы находим	1	1
563	которые одновременно	1	1
564	так как	13	1
565	и от	1	1
566	тому же	1	1
567	к ним	1	1
