N	3gram	Potebnia_M_1	RusskieA
1	в том что	13	18
2	для того чтобы	2	6
3	и т д	4	5
4	так же как	1	4
5	о том что	1	4
6	мы видели что	1	4
7	не может быть	9	3
8	подобно тому как	3	3
9	только тогда когда	4	3
10	тем не менее	6	2
11	во многих случаях	1	2
12	что иное как	2	2
13	может быть только	1	2
14	не что иное	2	2
15	мы не можем	1	2
16	в то время	1	2
17	решить вопрос о	1	2
18	в таком виде	2	2
19	после того как	1	2
20	с одной стороны	3	2
21	со старой теорией	1	1
22	на нее как	1	1
23	а между тем	3	1
24	потому что в	4	1
25	но так как	1	1
26	более или менее	1	1
27	так что в	2	1
28	того или другого	1	1
29	может быть назван	1	1
30	следует представлять себе	1	1
31	потому что на	3	1
32	это не объясняет	1	1
33	и то и	1	1
34	мы не имеем	2	1
35	но и в	4	1
36	между тем как	1	1
37	а так как	3	1
38	в этом отношении	1	1
39	таким образом в	1	1
40	то что в	1	1
41	из того что	1	1
42	только там где	1	1
43	но это не	1	1
44	можно было бы	1	1
45	в применении к	2	1
46	там где есть	1	1
47	может быть не	1	1
48	один из основных	1	1
49	во всяком случае	1	1
50	смысле этого слова	1	1
51	на некоторое время	1	1
52	и в этом	6	1
53	так как оно	1	1
54	всяком случае не	1	1
55	дело в том	2	1
56	утверждает что у	1	1
57	с другой стороны	5	1
58	на этом основании	1	1
59	и в том	3	1
60	все то что	2	1
61	в природе растение	1	1
62	и в таком	1	1
63	в этой теории	1	1
64	нужно было бы	1	1
65	выше мы видели	1	1
66	имея в виду	1	1
67	в свою очередь	4	1
68	тем и другим	1	1
69	и все это	1	1
70	может быть признана	1	1
71	так как в	2	1
72	с тем и	1	1
73	а не на	1	1
74	на то что	1	1
75	том что этим	1	1
76	вопрос о том	1	1
77	из этого круга	1	1
78	и таким образом	1	1
79	по его мнению	4	1
80	для нас не	1	1
81	как и в	2	1
82	как мы видели	1	1
