N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	41
2	то есть	19	24
3	и т.п	8	19
4	мы уже	1	18
5	во всех	1	17
6	таким образом	1	17
7	в нем	4	16
8	и с	4	16
9	и его	5	13
10	но и	23	13
11	в этом	17	12
12	как мы	3	12
13	все эти	2	11
14	в самом	1	10
15	не только	32	10
16	и др	2	10
17	прежде всего	4	10
18	то что	11	10
19	и на	3	9
20	границы между	1	9
21	о том	6	9
22	здесь в	1	9
23	и все	2	9
24	здесь и	2	8
25	в сущности	3	8
26	но в	6	8
27	в этой	5	8
28	никогда не	3	8
29	и до	2	7
30	в них	1	7
31	как и	7	7
32	том что	14	7
33	в его	9	7
34	вовсе не	1	7
35	у него	4	7
36	в особенности	4	7
37	связаны с	1	7
38	как бы	4	7
39	что в	3	7
40	также и	1	6
41	например в	2	6
42	в году	1	6
43	в то	3	6
44	один из	3	6
45	в следующей	1	6
46	или в	2	6
47	сказать что	4	6
48	что он	6	6
49	и он	3	5
50	с его	6	5
51	в ее	3	5
52	в своем	2	5
53	что это	3	5
54	в себе	8	5
55	то же	4	5
56	но он	1	5
57	в эпизоде	3	5
58	тем что	3	5
59	все то	2	5
60	так и	9	5
61	а также	7	5
62	же время	4	5
63	в литературе	2	5
64	до нас	1	5
65	из них	3	5
66	так же	2	5
67	в той	6	5
68	одним из	2	4
69	того же	1	4
70	самом деле	2	4
71	в ней	3	4
72	меньшей степени	1	4
73	как в	7	4
74	и как	5	4
75	и наконец	1	4
76	та же	2	4
77	в другом	1	4
78	не в	14	4
79	даже в	2	4
80	в основе	5	4
81	все же	7	4
82	нового времени	2	4
83	у нас	1	4
84	роль в	2	4
85	и вообще	1	4
86	с ним	1	4
87	все время	1	4
88	тот же	1	4
89	всех его	2	4
90	с одной	7	4
91	уже в	3	4
92	в результате	2	4
93	в котором	1	4
94	и даже	3	4
95	с другой	8	4
96	именно в	6	4
97	одной стороны	7	4
98	более того	1	4
99	и от	1	4
100	о котором	1	4
101	а в	11	4
102	не может	10	4
103	он сам	2	3
104	в чем	1	3
105	как у	1	3
106	мы будем	1	3
107	перед нами	4	3
108	в первом	3	3
109	при этом	9	3
110	и сам	1	3
111	в плане	1	3
112	с другими	1	3
113	было бы	4	3
114	на первый	2	3
115	к этим	1	3
116	потому что	1	3
117	этом отношении	3	3
118	они и	1	3
119	те же	4	3
120	до сих	1	3
121	к нему	5	3
122	во втором	4	3
123	существенную роль	1	3
124	в него	1	3
125	того что	1	3
126	одной из	4	3
127	мы увидим	1	3
128	только в	4	3
129	поэтому и	1	3
130	в начале	1	3
131	есть в	2	3
132	что не	4	3
133	в данном	5	3
134	и не	20	3
135	с этой	1	3
136	сих пор	1	3
137	но это	1	3
138	истории но	1	3
139	не мог	4	3
140	в книге	1	3
141	и для	2	3
142	в третьем	3	3
143	здесь только	1	3
144	между ними	2	3
