N	4gram	Voloshinov_2	slovoVRo
1	в то же время	8	4
2	разрыв между языком и	1	3
3	с одной стороны и	2	3
4	в той или иной	3	3
5	но в то же	5	3
6	той или иной степени	2	3
7	никогда не может быть	1	2
8	форм передачи чужой речи	4	2
9	то же время это	1	2
10	языка не может быть	1	2
11	можно прямо сказать что	1	2
12	в том что он	2	1
13	чтобы проникнуть в его	1	1
14	и связанные с этим	1	1
15	формы передачи чужой речи	1	1
16	и не может быть	1	1
17	имеет громадное значение и	1	1
18	в том числе и	1	1
19	не с точки зрения	1	1
20	с точки зрения другого	1	1
21	в отношении к нему	1	1
22	тем не менее в	1	1
23	все более и более	2	1
24	как мы уже сказали	1	1
25	языка и языкового сознания	1	1
26	во всех этих случаях	1	1
27	с той или иной	1	1
28	в различных социальных группах	1	1
29	в точном смысле слова	1	1
30	в той же сфере	1	1
31	же время это и	1	1
32	прямой и косвенной речи	1	1
33	формах передачи чужой речи	2	1
34	то одни то другие	1	1
35	в нем новые стороны	1	1
