N	2gram	Tiupa_Disk_1	Analitik
1	не только	28	22
2	тогда как	19	20
3	и в	16	18
4	как и	16	14
5	так и	8	14
6	в этом	15	14
7	и его	2	13
8	но и	14	13
9	том что	19	12
10	о блудном	4	12
11	в качестве	34	12
12	и не	11	12
13	в частности	9	12
14	при этом	13	11
15	коммуникативного события	14	11
16	блудном сыне	4	11
17	ивана петровича	1	10
18	то есть	20	10
19	а в	5	10
20	как бы	5	10
21	что в	4	9
22	в тексте	2	9
23	может быть	17	9
24	со стороны	7	9
25	а не	22	9
26	в том	23	9
27	со своей	1	8
28	в повестях	1	8
29	петровича белкина	1	8
30	с его	4	8
31	всего лишь	1	8
32	своего рода	8	8
33	блудного сына	1	8
34	не случайно	1	8
35	и даже	3	8
36	повестях белкина	1	7
37	по отношению	9	7
38	в русской	1	7
39	как раз	1	7
40	в его	7	7
41	с другой	10	7
42	во второй	1	7
43	но не	11	7
44	отношению к	9	7
45	еще не	14	6
46	в этой	2	6
47	он не	1	6
48	в их	5	6
49	не в	7	6
50	к тому	5	6
51	для него	4	6
52	о том	8	6
53	художественного целого	1	6
54	текста в	2	6
55	в начале	2	6
56	того же	3	5
57	той же	1	5
58	мы имеем	2	5
59	как правило	4	5
60	в самом	3	5
61	в случае	1	5
62	лишь в	4	5
63	в слове	1	5
64	однако в	3	5
65	в мире	1	5
66	или иной	5	5
67	в сущности	2	5
68	что и	3	5
69	между тем	4	5
70	уже не	4	5
71	в конце	1	5
72	никогда не	2	5
73	и т.п	12	5
74	в свою	3	5
75	прежде всего	11	5
76	я в	1	5
77	не является	4	5
78	такого рода	4	5
79	в результате	1	5
80	другой стороны	3	5
81	представляет собой	17	5
82	этого текста	1	4
83	принадлежит к	1	4
84	и на	5	4
85	столь же	3	4
86	что он	4	4
87	отнюдь не	8	4
88	в своем	6	4
89	и как	6	4
90	и к	4	4
91	таким образом	3	4
92	приводит к	2	4
93	в притче	4	4
94	состоит в	9	4
95	по себе	3	4
96	тем самым	1	4
97	картина мира	3	4
98	картины мира	1	4
99	в одном	2	4
100	имеем дело	2	4
101	белкина в	1	4
102	ли не	3	4
103	не менее	2	4
104	свою очередь	3	4
105	в пределах	2	4
106	и сам	1	4
107	произведение искусства	1	4
108	притчи о	2	4
109	внимание на	4	4
110	можно сказать	5	4
111	крайней мере	2	4
112	себя в	2	4
113	не есть	2	4
114	во втором	4	4
115	далеко не	10	4
116	по крайней	2	4
117	о чем	2	4
118	в данном	5	4
119	притчи и	1	4
120	все же	3	4
121	перед нами	3	4
122	героя и	2	4
123	едва ли	2	3
124	мы не	1	3
125	говорить о	1	3
126	в целом	4	3
127	уже в	2	3
128	здесь не	1	3
129	но как	2	3
130	если в	1	3
131	что они	1	3
132	как говорит	1	3
133	в рамках	5	3
134	как в	10	3
135	с этим	3	3
136	форма авторства	4	3
137	что касается	2	3
138	из этих	1	3
139	с их	1	3
140	художественной реальности	1	3
141	роль в	7	3
142	тому же	5	3
143	литературных произведений	1	3
144	нашего времени	1	3
145	подобно тому	2	3
146	в году	2	3
147	то же	7	3
148	в каждом	2	3
149	не будет	1	3
150	и того	3	3
151	одного и	2	3
152	эстетического отношения	1	3
153	точки зрения	3	3
154	и без	2	3
155	не столько	1	3
156	до известной	1	3
157	в то	3	3
158	дело не	2	3
159	же время	4	3
160	личности в	1	3
161	следует признать	2	3
162	той или	3	3
163	указывает на	2	3
164	с ее	2	3
165	говорит и	2	3
166	в ее	3	3
167	данном случае	2	3
168	не должно	1	3
169	в произведении	3	3
170	мысль о	1	3
171	восходит к	1	3
172	именно в	3	3
173	было бы	1	3
174	дело с	2	3
175	на языке	1	3
176	во всем	1	3
177	являет собой	3	3
178	к содержанию	3	3
179	этом отношении	1	3
180	в особенности	4	3
181	еще и	1	3
182	что не	4	3
183	не было	7	3
184	воспринимающего сознания	2	3
185	однако и	2	3
186	не всегда	2	3
187	его как	2	3
188	как это	1	3
189	сказания или	3	3
190	пока еще	6	3
191	известной степени	2	3
192	участников коммуникативного	2	3
193	к этому	2	3
194	отношения к	2	2
195	например в	2	2
196	самом деле	1	2
197	от своей	1	2
198	в первом	3	2
199	по преимуществу	1	2
200	в литературу	2	2
201	жанровой традиции	1	2
202	в становлении	1	2
203	жизненной позиции	1	2
204	на себя	2	2
205	в составе	5	2
206	модальности художественного	1	2
207	и он	2	2
208	сказание в	1	2
209	не от	2	2
210	для притчи	2	2
211	во всех	5	2
212	индивидуального речевого	2	2
213	притча и	3	2
214	в противовес	1	2
215	со всеми	1	2
216	конечном счете	1	2
217	очевидно что	1	2
218	отличие от	5	2
219	это и	1	2
220	более чем	2	2
221	по сути	4	2
222	как к	2	2
223	кто говорит	1	2
224	когда он	2	2
225	как уже	3	2
226	мира эст	1	2
227	слово анекдота	1	2
228	но в	8	2
229	в противоположность	2	2
230	то ли	2	2
231	бы и	1	2
232	в тех	2	2
233	коммуникативной ситуации	5	2
234	в себе	7	2
235	к тексту	1	2
236	так сказать	2	2
237	на его	4	2
238	что она	1	2
239	в нем	9	2
240	или анекдота	1	2
241	видеть в	1	2
242	притчи в	2	2
243	не как	4	2
244	уже говорилось	1	2
245	о его	1	2
246	свое время	1	2
247	и по	2	2
248	значительной степени	2	2
249	могла бы	2	2
250	этом он	1	2
251	жанровые стратегии	1	2
252	формы целого	2	2
253	это не	3	2
254	в жизни	1	2
255	в них	4	2
256	о которых	1	2
257	с тем	1	2
258	несмотря на	1	2
259	художественного дискурса	5	2
260	иначе говоря	2	2
261	не мог	1	2
262	речевого замысла	2	2
263	высказывания как	1	2
264	или точнее	1	2
265	с точки	1	2
266	в принципе	2	2
267	в отличие	5	2
268	от его	1	2
269	состоит не	1	2
270	тем не	1	2
271	но они	2	2
272	лично для	1	2
273	жанры как	3	2
274	чистом виде	1	2
275	вплоть до	1	2
276	и ситуации	1	2
277	дело в	1	2
278	коммуникативным событием	2	2
279	ситуации рассказывания	3	2
280	хоровое слово	2	2
281	как формы	2	2
282	по своей	11	2
283	углом зрения	1	2
284	сводится к	5	2
285	как малая	1	2
286	художественной литературы	1	2
287	в момент	2	2
288	могут быть	4	2
289	дискурса в	2	2
290	подход к	1	2
291	говоря словами	1	2
292	в анекдоте	1	2
293	сказания и	4	2
294	сказание или	1	2
295	в себя	5	2
296	те же	1	2
297	не с	3	2
298	в новом	2	2
299	поэтому в	1	2
300	от луки	1	2
301	об этом	2	2
302	жанровая ситуация	2	2
303	или иным	1	2
304	и т.д	4	2
305	на примере	1	2
306	в значительной	2	2
307	стороны адресата	1	2
308	составляет не	1	2
309	в заглавие	1	2
310	сознания к	1	2
311	притча в	3	2
312	в конечном	1	2
313	в форме	2	2
314	анекдота не	1	2
315	очевидным образом	3	2
316	или притчи	2	2
317	к сообщаемому	1	2
318	один из	3	2
319	только в	7	2
320	тем или	1	2
321	сказания это	2	2
322	и ее	2	2
323	тот или	2	2
324	с одной	9	2
325	для всех	1	2
326	вопроса о	1	2
327	в большинстве	1	2
328	а напротив	1	2
329	и анекдот	2	2
330	жанровая форма	4	2
331	всяком случае	1	2
332	мы можем	1	2
333	повесть о	1	2
334	тем что	3	2
335	одной стороны	9	2
336	который не	1	2
337	этом как	1	2
338	и прежде	1	2
339	говорит о	1	2
340	в соответствии	2	2
341	одну из	2	2
342	приобщения к	1	2
343	ни столь	2	2
344	не может	9	2
345	вместе с	1	2
346	жанров художественной	1	2
347	и потому	3	2
348	по своему	3	2
349	в той	1	2
350	когда мы	1	2
351	тому как	3	2
352	да и	1	2
353	из притчи	1	2
354	этого слова	1	2
355	в контексте	1	2
356	в культуре	2	2
357	и от	1	2
358	хотя и	2	2
359	судьбы а	1	2
360	внутренне свободного	1	2
361	и все	2	2
362	не более	2	2
363	как показывает	2	2
364	хотя в	2	2
365	личности и	1	2
366	не предполагает	4	2
367	в готовом	1	2
368	то что	5	2
369	сказать что	3	2
370	в свое	1	2
371	к числу	1	2
372	читателя и	1	2
373	а также	8	2
374	во всяком	2	2
375	оба они	1	1
376	могло и	1	1
377	как известно	1	1
378	адресата притчи	1	1
379	речь идет	1	1
380	которого обнаруживаются	1	1
381	таком случае	1	1
382	отделен от	1	1
383	сам по	1	1
384	слушающих общим	1	1
385	взаимоналожение и	1	1
386	этом остается	1	1
387	на самом	1	1
388	рассказывания а	3	1
389	в чужой	1	1
390	думал о	1	1
391	жанровой схемы	1	1
392	и есть	2	1
393	статус знания	1	1
394	тем же	1	1
395	в нарративном	4	1
396	к другому	2	1
397	и литературой	2	1
398	от нормы	1	1
399	и до	1	1
400	из его	1	1
401	не имеют	1	1
402	определенного типа	1	1
403	монологизированного слова	1	1
404	явление культуры	1	1
405	она определяется	1	1
406	анекдот не	1	1
407	рода механизмом	1	1
408	характеристик и	1	1
409	событие это	1	1
410	время жанры	1	1
411	и само	1	1
412	ставят перед	1	1
413	собой как	1	1
414	нам всегда	1	1
415	с текстом	1	1
