N	2gram	Vygotskiy__1	UchenyiS
1	и в	23	14
2	а не	3	10
3	не только	16	10
4	прежде всего	10	8
5	и не	9	8
6	не может	12	7
7	вот почему	2	7
8	в этом	17	7
9	то что	17	7
10	может быть	14	6
11	то же	8	5
12	все это	6	5
13	хотя бы	4	5
14	перестает быть	1	5
15	с другой	10	4
16	но и	14	4
17	в их	3	4
18	в конечном	1	4
19	конечном счете	1	4
20	в этой	7	4
21	и то	3	3
22	это не	1	3
23	было бы	4	3
24	как и	14	3
25	для этого	5	3
26	в частности	2	3
27	в своей	4	3
28	и т.д	5	3
29	очевидно что	1	3
30	к сожалению	2	3
31	этой области	1	3
32	в то	7	3
33	все же	3	3
34	но в	5	3
35	же время	2	3
36	в области	3	3
37	другой стороны	9	3
38	по нашему	1	3
39	для него	2	3
40	как такового	2	3
41	что все	4	2
42	крайней мере	1	2
43	именно как	1	2
44	одним из	1	2
45	и с	9	2
46	до сих	4	2
47	каждом шагу	1	2
48	самом деле	3	2
49	вся работа	1	2
50	к области	1	2
51	превращается в	3	2
52	мы не	7	2
53	о чем	2	2
54	если бы	5	2
55	что мы	5	2
56	ничего не	3	2
57	как таковой	2	2
58	не столько	4	2
59	если не	3	2
60	должна была	1	2
61	том что	21	2
62	на первый	2	2
63	но даже	1	2
64	мы и	3	2
65	на каждом	1	2
66	нам представляется	1	2
67	нас в	1	2
68	с его	4	2
69	но не	4	2
70	в сторону	1	2
71	думается что	5	2
72	в его	14	2
73	по крайней	1	2
74	по существу	4	2
75	что и	1	2
76	по себе	5	2
77	конце концов	1	2
78	сих пор	4	2
79	как метод	1	2
80	этом смысле	1	2
81	могли бы	6	2
82	в том	24	2
83	работы по	1	2
84	и для	1	2
85	что он	7	2
86	в себе	6	2
87	в самом	7	2
88	между тем	9	2
89	и у	1	2
90	только в	6	2
91	не в	4	2
92	для всех	4	2
93	и является	1	2
94	вопроса о	2	2
95	этом отношении	4	2
96	фактов и	4	2
97	бы и	2	2
98	всех этих	2	2
99	представляется нам	1	2
100	могут быть	3	2
101	в конце	2	2
102	смысле этого	3	2
103	же самое	3	2
104	как раз	4	2
105	тем что	6	2
106	что она	4	2
107	таким образом	26	2
108	т.е в	1	2
109	для себя	4	1
110	и это	3	1
111	тем в	1	1
112	таковы в	1	1
113	единицы и	1	1
114	гораздо больше	1	1
115	об этом	3	1
116	же как	6	1
117	существенным для	1	1
118	человека и	3	1
119	в виду	1	1
120	сам по	3	1
121	первую очередь	3	1
122	данном случае	2	1
123	для читателя	1	1
124	с самим	1	1
125	есть язык	1	1
126	или меньшей	1	1
127	т.е то	1	1
128	или по	1	1
129	и др	1	1
130	еще одно	1	1
131	счете оно	1	1
132	из первых	1	1
133	сам автор	2	1
134	лет с	1	1
135	что для	5	1
136	никогда не	2	1
137	так и	5	1
138	по его	1	1
139	одной стороны	9	1
140	той же	2	1
141	первых мест	1	1
142	в сфере	3	1
143	автор видит	1	1
144	столько же	1	1
145	до конца	1	1
146	с тем	7	1
147	чуждых друг	1	1
148	сдвиг в	1	1
149	является наиболее	2	1
150	представлений и	1	1
151	именно к	1	1
152	очень легко	1	1
153	в словах	2	1
154	и даже	2	1
155	должно быть	2	1
156	иначе говоря	2	1
157	знает только	1	1
158	и слово	2	1
159	остается в	1	1
160	можно сказать	5	1
161	не вполне	1	1
162	читателя который	1	1
163	ничего существенно	1	1
164	стороны в	1	1
165	выхода в	1	1
166	себе нового	1	1
167	как на	4	1
168	приводит к	4	1
169	о том	6	1
170	в ней	1	1
171	и потому	2	1
172	сходных с	1	1
173	почти не	1	1
174	в котором	4	1
175	только для	3	1
176	и что	5	1
177	первый план	2	1
178	все его	1	1
179	в различных	1	1
180	единства и	1	1
181	кто думает	1	1
182	быть в	1	1
183	из которых	3	1
184	в значительной	2	1
185	в пользу	4	1
186	этой основной	4	1
187	как таковая	2	1
188	строго говоря	2	1
189	в течение	2	1
190	является только	1	1
191	анализу и	2	1
192	он может	2	1
193	чем к	2	1
194	для изучения	1	1
195	является с	2	1
196	в данном	2	1
197	что же	1	1
198	не то	1	1
199	бы в	5	1
200	не входит	1	1
201	того что	15	1
202	друг другу	3	1
203	в которых	3	1
204	эта работа	1	1
205	речи в	14	1
206	их в	4	1
207	нового в	1	1
208	друг с	4	1
209	в наиболее	1	1
210	на его	1	1
211	говорит он	15	1
212	это значит	1	1
213	что этот	2	1
214	к проблеме	2	1
215	за пределы	2	1
216	на то	5	1
217	к изучению	2	1
218	и вся	1	1
219	отнюдь не	1	1
220	она не	3	1
221	для тех	1	1
222	которые могли	1	1
223	самое ее	1	1
224	независимо от	6	1
225	его на	2	1
226	большей или	1	1
227	в своем	3	1
228	что с	2	1
229	нам думается	6	1
230	но для	1	1
231	в большей	1	1
232	и все	5	1
233	обе эти	3	1
234	того как	2	1
235	что только	1	1
236	она должна	4	1
237	достаточно ясно	1	1
238	сколько и	1	1
239	склонен рассматривать	1	1
240	и действительно	1	1
241	этого конечно	1	1
242	не существует	1	1
243	которое мы	3	1
244	в точном	1	1
245	себя на	1	1
