N	3gram	Tiupa_Narr_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	для того чтобы	3	6
4	в том что	5	6
5	в этом отношении	3	5
6	в связи с	2	5
7	до известной степени	1	4
8	на самом деле	1	4
9	в том числе	1	4
10	как мы видели	1	4
11	до сих пор	2	3
12	в нем не	1	3
13	связи с этим	1	3
14	то же самое	2	2
15	дело в том	2	2
16	сих пор еще	1	2
17	с точки зрения	1	2
18	в отличие от	2	2
19	жизни и смерти	1	2
20	том числе и	1	2
21	же как и	1	2
22	в данном случае	8	2
23	не может быть	4	2
24	можно сказать что	2	2
25	существенную роль в	1	2
26	друг с другом	1	2
27	к тому же	5	2
28	в отрыве от	1	2
29	и того же	1	1
30	что иное как	1	1
31	ни о чем	1	1
32	в стороне от	1	1
33	в той или	1	1
34	потому что в	1	1
35	по отношению к	3	1
36	в самом деле	2	1
37	более глубокий и	1	1
38	в ней есть	1	1
39	как и все	1	1
40	людей так и	1	1
41	и в то	1	1
42	и та же	1	1
43	он и не	1	1
44	слова и мысли	1	1
45	он не может	1	1
46	тому же принципу	1	1
47	не подлежит сомнению	1	1
48	к жизни и	1	1
49	ее и не	1	1
50	может быть и	1	1
51	еще вернемся к	1	1
52	в значительной степени	1	1
53	не могло быть	1	1
54	в самом начале	1	1
55	мы еще вернемся	1	1
56	говорили что на	1	1
57	один из участников	2	1
58	для всего мира	1	1
59	но и с	1	1
60	в следующей главе	1	1
61	в особенности в	1	1
62	мы не можем	1	1
63	как и в	1	1
64	в свою очередь	2	1
65	но именно это	1	1
66	и т.п в	1	1
67	одна и та	1	1
68	о том что	2	1
69	в конечном счете	1	1
70	и в самом	1	1
71	прошлого и настоящего	1	1
72	той или иной	4	1
73	но и не	1	1
74	но на этот	1	1
75	одного и того	1	1
76	друг от друга	1	1
77	нем не только	1	1
78	апостола петра в	1	1
79	из этих двух	2	1
80	тем не менее	3	1
81	не представляется возможным	1	1
82	в период его	1	1
83	на другой день	3	1
84	в предыдущей главе	1	1
