N	3gram	Voloshinov_1	Myslijsy
1	в том что	4	16
2	и то же	2	5
3	по отношению к	11	5
4	сам по себе	1	5
5	по крайней мере	1	5
6	одно и то	2	5
7	то же время	1	5
8	в то же	1	5
9	с другой стороны	2	4
10	но и в	1	4
11	в то время	1	4
12	более или менее	1	3
13	до сих пор	3	3
14	может быть только	1	3
15	одним и тем	1	3
16	и тем же	1	3
17	с одной стороны	2	3
18	в свою очередь	1	3
19	тем не менее	3	3
20	не может быть	7	3
21	а между тем	1	2
22	то что я	1	2
23	зависит от того	2	2
24	подобно тому как	1	2
25	в том же	1	2
26	в этом отношении	1	2
27	но тем не	2	2
28	то что мы	1	2
29	как и в	1	2
30	с этой стороны	2	2
31	можно сказать что	5	2
32	сама по себе	1	2
33	к нему как	1	2
34	не нуждаются в	1	1
35	и в поэзии	1	1
36	если бы даже	1	1
37	одной стороны и	2	1
38	в чем не	1	1
39	даже тогда когда	1	1
40	слово есть выражение	1	1
41	равно как и	1	1
42	мы уже сказали	1	1
43	на самом деле	2	1
44	в самом деле	1	1
45	мы видели в	1	1
46	то же самое	2	1
47	нам кажется что	1	1
48	тогда когда он	1	1
49	одной точки зрения	1	1
50	искусства может быть	1	1
51	если бы слово	1	1
52	сами по себе	1	1
53	и та же	1	1
54	но все это	1	1
55	может находиться в	1	1
56	в поэтическом произведении	1	1
57	связь слова с	1	1
58	в противном случае	1	1
59	со всех сторон	1	1
60	слова и его	1	1
61	связи с ним	1	1
62	то время как	1	1
63	то что оно	1	1
64	с такою же	1	1
65	по себе не	1	1
66	в данном случае	2	1
67	к вопросу о	1	1
68	как на нечто	1	1
69	и тот же	1	1
70	того о ком	1	1
71	к содержанию как	1	1
72	бы оно ни	1	1
73	одна и та	1	1
74	самом деле в	1	1
75	один и тот	1	1
76	художественного произведения и	2	1
77	и таким образом	1	1
78	только то что	1	1
79	и проч и	1	1
80	так относится к	1	1
81	если бы эта	1	1
82	что не только	1	1
83	далеко не всегда	1	1
84	о том что	1	1
85	ничего общего с	1	1
86	же нам не	1	1
87	в художественном произведении	3	1
88	не может стать	1	1
89	как мы уже	1	1
90	словах и в	1	1
91	для нас не	1	1
92	к тому же	1	1
93	точек зрения и	1	1
94	формы и содержания	2	1
