N	3gram	Bakhtin_Pr_1	Istorich
1	и т д	1	18
2	до сих пор	1	6
3	в том что	3	5
4	со всех сторон	2	4
5	не только в	2	4
6	в связи с	1	4
7	по отношению к	19	3
8	подобно тому как	1	3
9	с тем что	1	3
10	можно было бы	3	3
11	с одной стороны	3	3
12	и может быть	1	2
13	что иное как	1	2
14	иметь в виду	1	2
15	на самом деле	3	2
16	в таких случаях	1	2
17	но и в	2	2
18	не что иное	1	2
19	в некоторых случаях	1	2
20	и ничего не	1	2
21	с другой стороны	4	2
22	не может быть	11	2
23	на то что	1	2
24	о том как	1	1
25	его в том	1	1
26	в виду что	1	1
27	более подробное изучение	1	1
28	и следовательно не	1	1
29	в подобных случаях	1	1
30	в отличие от	5	1
31	мы должны здесь	1	1
32	что и здесь	1	1
33	несмотря на то	1	1
34	он должен приобщиться	1	1
35	должен приобщиться к	1	1
36	можно найти в	1	1
37	не только при	1	1
38	и в его	1	1
39	в высшей степени	5	1
40	смысле этого слова	1	1
41	тем не менее	3	1
42	в следующей главе	1	1
43	в связи со	1	1
44	как мы увидим	3	1
45	одной из важнейших	2	1
46	как человек а	1	1
47	есть не что	1	1
48	мы можем сказать	2	1
49	так например в	1	1
50	и пр в	1	1
51	тем самым и	1	1
52	себя и в	1	1
53	и нисколько не	1	1
54	это и есть	1	1
55	мы здесь не	2	1
56	можно показать что	1	1
57	и прежде всего	5	1
58	в его работе	1	1
59	в другом случае	1	1
60	как одна из	1	1
61	это как бы	1	1
62	человек а как	1	1
63	и в нем	3	1
64	можем сказать что	1	1
65	но никогда не	1	1
66	и социальной и	1	1
67	и в другом	1	1
