N	3gram	Bakhtin_Fr_6	Problema
1	по отношению к	1	19
2	не может быть	1	11
3	с точки зрения	2	6
4	между тем как	1	5
5	и прежде всего	2	5
6	в большинстве случаев	4	5
7	в данном случае	2	4
8	с другой стороны	2	4
9	во всех его	3	4
10	в самом деле	4	3
11	в основе своей	1	3
12	все то что	4	3
13	с одной стороны	4	3
14	как мы увидим	2	3
15	то же время	5	3
16	в том что	2	3
17	в то же	5	3
18	не во всех	1	2
19	можно сказать что	1	2
20	в изобразительных искусствах	3	2
21	только в искусстве	1	2
22	имеет дело только	1	2
23	со всех сторон	1	2
24	на первый план	3	2
25	в строгом смысле	1	2
26	но и в	2	2
27	и др в	1	2
28	в лучшем случае	1	2
29	не только в	1	2
30	не совпадает с	1	2
31	начало и конец	2	2
32	все эти моменты	1	2
33	той или иной	1	2
34	для того чтобы	1	2
35	и с его	2	2
36	в этом отношении	3	2
37	значение имеет для	1	1
38	что с ним	1	1
39	конечно и в	1	1
40	не дает нам	1	1
41	является таким образом	1	1
42	в таких же	1	1
43	дает нам право	1	1
44	в настоящее время	1	1
45	о том как	1	1
46	одной стороны и	2	1
47	в нем и	1	1
48	более того можно	1	1
49	до сих пор	3	1
50	именно то что	1	1
51	до известной степени	1	1
52	и должна быть	1	1
53	более того в	1	1
54	на самом же	1	1
55	что в некоторых	1	1
56	может быть конечно	1	1
57	здесь же мы	1	1
58	конечно не в	2	1
59	в значительной степени	1	1
60	со всеми его	2	1
61	никакому сомнению что	1	1
62	но в то	1	1
63	в меньшей степени	2	1
64	смысле этого слова	1	1
65	она никогда не	1	1
66	а также и	2	1
67	настоящее время в	1	1
68	его тела и	1	1
69	и как бы	1	1
70	притом не только	1	1
71	в связи с	1	1
72	о том какое	2	1
73	в нем не	1	1
74	его то есть	2	1
75	в следующей главе	6	1
76	и в романе	1	1
77	самом же деле	1	1
78	то есть только	2	1
79	но это чувство	1	1
80	что не имеет	1	1
81	таким образом в	2	1
82	в то время	1	1
83	человека и его	1	1
84	та или иная	1	1
85	то что не	1	1
86	то есть в	2	1
87	от всех других	1	1
88	как мы уже	6	1
89	это как бы	1	1
90	мы уже указывали	1	1
91	в первом случае	3	1
92	в особенности же	1	1
93	есть именно то	1	1
94	сплошь во всех	1	1
95	и в изобразительных	2	1
96	на этот вопрос	1	1
97	дело в том	1	1
98	чрезвычайно характерно для	1	1
99	что все они	1	1
