N	2gram	Bakhtin_Pr_2	Myshleni
1	в том	6	33
2	том что	2	27
3	точки зрения	13	26
4	то что	7	20
5	в этом	13	19
6	с точки	8	18
7	того что	2	17
8	мышления и	1	16
9	не только	11	15
10	и в	43	15
11	речи и	4	15
12	таким образом	5	14
13	что в	4	14
14	и речи	1	13
15	того чтобы	1	12
16	говорит он	1	12
17	что он	13	12
18	в самом	7	11
19	в процессе	2	11
20	мы не	4	10
21	в целом	2	10
22	было бы	5	10
23	но и	14	10
24	мы можем	2	10
25	в сущности	9	9
26	в своем	4	9
27	о том	5	9
28	связи с	1	9
29	может быть	23	9
30	не может	18	9
31	не в	11	8
32	никогда не	9	8
33	так и	3	8
34	если бы	3	8
35	и что	5	8
36	он не	9	7
37	по себе	11	7
38	к тому	4	7
39	и т.п	1	7
40	тот же	3	7
41	с одной	1	7
42	мы знаем	1	7
43	одной стороны	1	7
44	как бы	22	7
45	и не	29	7
46	во всяком	2	7
47	самом деле	5	6
48	мы уже	3	6
49	по отношению	5	6
50	в этой	1	6
51	и к	3	6
52	что это	2	6
53	отношение между	2	6
54	как он	2	6
55	на то	5	6
56	как и	14	6
57	всяком случае	1	6
58	точку зрения	1	6
59	в отношении	3	6
60	как мы	10	6
61	в виду	3	6
62	но в	10	6
63	по своей	1	6
64	первых слов	1	6
65	если мы	2	6
66	мы находим	1	6
67	вовсе не	5	6
68	с другой	4	6
69	к которому	1	6
70	на этот	4	6
71	там где	4	6
72	и речью	1	6
73	вместе с	1	6
74	как это	1	6
75	в связи	1	6
76	сказать что	2	6
77	смысле слова	1	5
78	то же	8	5
79	вопрос о	2	5
80	уже в	2	5
81	приводит к	6	5
82	к внутренней	2	5
83	внутренней речи	2	5
84	речью и	1	5
85	это не	3	5
86	что с	1	5
87	тогда когда	1	5
88	во всей	1	5
89	можно было	3	5
90	и даже	3	5
91	этот вопрос	4	5
92	и их	3	5
93	друг друга	1	5
94	речь и	2	5
95	и др	2	5
96	с помощью	1	5
97	социальной среде	1	5
98	по существу	3	5
99	отношению к	5	5
100	все что	1	5
101	хотя бы	2	4
102	с его	4	4
103	из этих	2	4
104	как в	2	4
105	все же	3	4
106	что все	1	4
107	в них	4	4
108	к которым	1	4
109	несмотря на	1	4
110	в эту	3	4
111	в своей	4	4
112	является для	1	4
113	от его	1	4
114	значение для	2	4
115	к этому	1	4
116	их в	4	4
117	даже в	3	4
118	не имеет	1	4
119	того как	2	4
120	и его	8	4
121	указание на	1	4
122	и с	5	4
123	мы видим	1	4
124	так как	4	4
125	только в	4	4
126	в качестве	1	4
127	в начале	1	4
128	как раз	4	4
129	его мысли	2	4
130	а с	2	4
131	прежде всего	10	4
132	так же	2	4
133	все это	5	4
134	для нас	2	4
135	а в	5	4
136	по поводу	1	4
137	направленность на	1	3
138	человека и	2	3
139	на самом	1	3
140	идет о	1	3
141	и до	4	3
142	собственном смысле	1	3
143	и ее	3	3
144	он сам	3	3
145	мы будем	3	3
146	точка зрения	1	3
147	в общем	1	3
148	с этим	2	3
149	что как	1	3
150	смысле этого	1	3
151	когда он	3	3
152	бы и	2	3
153	все эти	5	3
154	речи но	1	3
155	но на	2	3
156	что она	1	3
157	при этом	6	3
158	что у	2	3
159	и по	1	3
160	об этом	2	3
161	те же	1	3
162	лишь в	8	3
163	с другими	1	3
164	о которых	1	3
165	во время	4	3
166	в которых	2	3
167	но эта	2	3
168	для этого	2	3
169	из которых	1	3
170	в самой	4	3
171	уже говорили	3	3
172	в основе	1	3
173	числе и	1	3
174	для себя	2	3
175	и это	4	3
176	в собственном	1	3
177	и сам	7	3
178	с собой	4	3
179	из двух	1	3
180	с ним	3	3
181	ничего не	3	3
182	но мы	1	3
183	и только	3	3
184	тем более	1	3
185	все время	1	3
186	значение в	2	3
187	одной из	1	3
188	но не	5	3
189	речь в	2	3
190	из них	2	3
191	для него	8	3
192	отличие от	4	3
193	в отличие	4	3
194	что для	1	3
195	а не	7	3
196	и особенно	2	3
197	он говорит	2	3
198	этого слова	2	3
199	о мире	1	3
200	которых он	1	3
201	или в	8	3
202	в результате	4	3
203	и все	6	3
204	действительно не	1	3
205	лежит в	2	3
206	бы с	1	3
207	того же	3	3
208	типа и	1	3
209	речи как	2	3
210	том числе	1	3
211	они не	1	3
212	ту же	2	2
213	также и	3	2
214	же как	1	2
215	или к	1	2
216	и есть	1	2
217	в присутствии	1	2
218	в котором	6	2
219	все те	1	2
220	той же	3	2
221	и само	1	2
222	что если	3	2
223	которую мы	1	2
224	он как	1	2
225	есть нечто	1	2
226	принадлежит к	1	2
227	в их	3	2
228	во всех	4	2
229	этом пункте	1	2
230	то он	1	2
231	не то	1	2
232	друг от	2	2
233	нет и	1	2
234	за пределы	3	2
235	сама по	4	2
236	еще один	3	2
237	каждая из	1	2
238	стороны и	3	2
239	ней в	1	2
240	и различные	2	2
241	перед нами	7	2
242	целый ряд	2	2
243	и как	2	2
244	его к	2	2
245	он находится	1	2
246	более или	3	2
247	увидим что	1	2
248	от этого	1	2
249	к чему	1	2
250	само по	1	2
251	раз в	1	2
252	с их	2	2
253	в себе	5	2
254	но ведь	5	2
255	не следует	1	2
256	свою собственную	1	2
257	он должен	1	2
258	друг с	4	2
259	в другом	7	2
260	самого автора	1	2
261	на этой	1	2
262	и мы	1	2
263	этом смысле	2	2
264	в ином	1	2
265	ни в	2	2
266	он является	2	2
267	все равно	1	2
268	должно быть	4	2
269	и тогда	1	2
270	нисколько не	1	2
271	или менее	3	2
272	в этих	6	2
273	речи от	1	2
274	том же	4	2
275	в такой	2	2
276	с уверенностью	1	2
277	стало быть	1	2
278	того типа	1	2
279	и вообще	1	2
280	сам с	1	2
281	не могло	1	2
282	для всего	1	2
283	речи не	1	2
284	его речи	2	2
285	этих двух	1	2
286	или как	4	2
287	находиться в	1	2
288	во всем	3	2
289	что речь	1	2
290	уже и	2	2
291	ибо само	1	2
292	что на	2	2
293	с другом	4	2
294	к себе	7	2
295	не могут	4	2
296	могут быть	3	2
297	но все	2	2
298	в других	1	2
299	же самое	1	2
300	его с	1	2
301	той или	3	2
302	к речи	1	2
303	указывает на	2	2
304	он прежде	1	2
305	с ее	1	2
306	от друга	2	2
307	без всякого	2	2
308	в себя	3	2
309	на том	2	2
310	живет в	1	2
311	понятно что	1	2
312	можно сказать	1	2
313	с целью	1	2
314	нас в	1	2
315	и всю	1	2
316	в его	10	2
317	что и	3	2
318	его мысль	1	2
319	в другой	1	2
320	что здесь	1	2
321	нас интересует	1	2
322	образом как	3	2
323	в стороне	2	2
324	бы ни	2	2
325	и тем	1	2
326	теперь в	3	2
327	следует за	1	2
328	очень хорошо	2	2
329	на одном	1	2
330	в одном	12	2
331	но что	1	2
332	у него	6	2
333	тем что	3	2
334	и речь	2	2
335	мы оставляем	1	2
336	были бы	1	2
337	или иной	3	2
338	и обратно	1	2
339	и из	1	2
