N	3gram	Losev_Vlad_2	Dialekti
1	и т д	1	19
2	с точки зрения	3	12
3	это значит что	1	9
4	в том что	9	7
5	сам по себе	2	6
6	само по себе	2	5
7	по себе не	1	5
8	то же время	3	4
9	можно было бы	2	4
10	по крайней мере	4	4
11	на то что	2	4
12	в то же	3	4
13	более или менее	3	3
14	в этом смысле	1	3
15	не имеет никакого	2	3
16	только то что	1	3
17	что в нем	1	3
18	может быть и	1	3
19	в конце концов	3	3
20	не может быть	1	3
21	содержит в себе	4	3
22	ничего общего с	1	3
23	можно сказать что	1	3
24	то что я	1	2
25	было бы и	1	2
26	свое учение о	1	2
27	как это мы	4	2
28	содержат в себе	1	2
29	до сих пор	1	2
30	и в то	1	2
31	не было бы	1	2
32	в этом отношении	1	2
33	точно так же	3	2
34	то в чем	1	2
35	и в частности	1	2
36	или по крайней	2	2
37	и в нем	1	2
38	это конечно не	1	2
39	во всяком случае	6	2
40	совершенно ничего не	1	2
41	о том что	3	2
42	и ни в	1	2
43	с этой стороны	1	2
44	даже больше того	2	2
45	крайней мере в	1	1
46	хотя и не	2	1
47	так что не	1	1
48	сказать что в	2	1
49	в какой мере	1	1
50	заключается не в	1	1
51	его жизни в	1	1
52	а не с	1	1
53	дело в том	3	1
54	то время как	1	1
55	ни в каких	2	1
56	не нуждаясь ни	1	1
57	в самом деле	1	1
58	но даже и	1	1
59	так или иначе	3	1
60	что же касается	5	1
61	как раз и	1	1
62	отчет в том	1	1
63	и больше ничего	1	1
64	у него и	1	1
65	нуждаясь ни в	1	1
66	до известной степени	1	1
67	к нему с	1	1
68	вместе с ним	1	1
69	но это не	1	1
70	что все это	1	1
71	в ней не	1	1
72	по себе в	1	1
73	и не в	1	1
74	все же это	1	1
75	и тем не	1	1
76	на меня и	1	1
77	в них нет	1	1
78	мы пока не	1	1
79	можно сказать о	1	1
80	что это за	1	1
81	никогда не был	2	1
82	в том чтобы	2	1
83	но в то	1	1
84	не о самом	1	1
85	я вовсе не	1	1
86	все равно не	1	1
87	в то время	6	1
88	только тогда и	1	1
89	все больше и	1	1
90	чем он сам	1	1
91	с ним и	1	1
92	не в том	3	1
93	в связи с	8	1
94	то что он	3	1
95	та же самая	1	1
96	из других источников	1	1
97	в первую очередь	1	1
98	в разной степени	1	1
99	тем более о	1	1
100	связи с этим	1	1
101	может быть названа	1	1
102	что же это	1	1
103	потому что весьма	1	1
104	является как нечто	1	1
105	а в том	2	1
106	сих пор не	1	1
107	мы сейчас видим	1	1
108	и в них	1	1
109	с самого начала	1	1
110	к выводу что	1	1
111	и это тоже	1	1
112	точки зрения можно	1	1
113	вплоть до последних	1	1
114	и можно сказать	1	1
115	что иное как	1	1
116	но все же	1	1
117	ко всему этому	2	1
118	же это за	1	1
119	это мы находим	1	1
120	не было ни	1	1
121	ни тем более	1	1
122	почему все это	1	1
123	больше и больше	1	1
124	до последних дней	1	1
125	не что иное	1	1
126	было у него	2	1
127	тем не менее	6	1
128	никакого отношения к	3	1
129	в сравнении с	1	1
130	имеет никакого отношения	1	1
131	для того чтобы	1	1
132	а именно в	1	1
133	можно найти много	1	1
134	я этого не	1	1
135	к тому же	1	1
