N	2gram	Bakhtin_Pr_3	Stilisti
1	и в	34	42
2	не только	10	27
3	как бы	27	27
4	прежде всего	15	22
5	внутренней речи	4	18
6	хотя бы	5	17
7	то же	14	15
8	но и	12	15
9	и не	29	14
10	не может	19	12
11	может быть	19	12
12	мы уже	6	11
13	как и	18	11
14	точки зрения	8	11
15	отнюдь не	2	10
16	в этом	16	10
17	и как	3	10
18	как мы	7	10
19	мы должны	5	10
20	при этом	4	9
21	в то	12	9
22	для того	1	9
23	то что	11	9
24	в ней	3	8
25	все же	7	8
26	в себе	6	8
27	таким образом	5	8
28	и это	4	8
29	слово как	1	8
30	с тем	5	8
31	эти слова	3	8
32	что же	8	8
33	зависимости от	1	7
34	и на	6	7
35	в которой	2	7
36	было бы	2	7
37	так как	4	7
38	никогда не	8	7
39	же время	12	7
40	потому что	12	7
41	того чтобы	1	7
42	ничего не	4	7
43	с его	6	7
44	только в	6	7
45	и его	16	7
46	мы можем	1	7
47	а не	9	7
48	и от	5	7
49	во всех	2	6
50	в этой	1	6
51	но ведь	1	6
52	на его	4	6
53	в нем	19	6
54	не в	9	6
55	в процессе	1	6
56	или как	2	6
57	когда мы	1	6
58	так и	6	6
59	в форме	2	6
60	и так	5	6
61	в конце	5	6
62	или иной	2	6
63	в свою	1	6
64	той же	2	5
65	уже в	3	5
66	в той	2	5
67	независимо от	1	5
68	и наконец	5	5
69	одно и	1	5
70	и с	15	5
71	того или	2	5
72	же мы	1	5
73	мы видели	3	5
74	с точки	4	5
75	тому что	2	5
76	а в	5	5
77	не является	2	5
78	те же	2	5
79	в его	22	5
80	и их	1	5
81	слова в	7	5
82	точек зрения	2	5
83	вместе с	4	5
84	слова и	10	5
85	у которого	1	5
86	если б	2	4
87	на слушателя	2	4
88	и то	3	4
89	самом деле	13	4
90	слово не	2	4
91	себя в	1	4
92	и к	12	4
93	но в	16	4
94	в самом	8	4
95	что это	5	4
96	так сказать	2	4
97	уже не	2	4
98	всех своих	1	4
99	можно было	1	4
100	в каждом	3	4
101	его в	4	4
102	и без	2	4
103	самого начала	8	4
104	на него	7	4
105	его внутренней	4	4
106	но все	5	4
107	всего в	1	4
108	к тому	5	4
109	той или	2	4
110	свою очередь	1	4
111	внутренняя речь	3	4
112	с самого	8	4
113	было в	2	4
114	если бы	4	4
115	на другого	2	4
116	о том	2	4
117	можно сказать	1	4
118	все время	5	4
119	того что	5	4
120	один из	2	4
121	мы увидим	2	4
122	речь и	1	4
123	были бы	2	4
124	о своей	2	4
125	не просто	1	4
126	а с	3	4
127	и пр	1	4
128	в слове	5	4
129	то есть	1	4
130	к своему	5	4
131	все это	16	4
132	бы в	3	4
133	того времени	2	4
134	так же	8	4
135	отношения к	1	3
136	словом и	3	3
137	на самом	11	3
138	и само	1	3
139	слова о	4	3
140	еще не	4	3
141	видели что	1	3
142	то он	1	3
143	ответ на	1	3
144	нет и	3	3
145	перед нами	1	3
146	хотя и	3	3
147	с генералом	1	3
148	мертвых душ	1	3
149	та же	2	3
150	вследствие этого	2	3
151	слов в	3	3
152	и вот	5	3
153	их в	3	3
154	языком и	1	3
155	заключает в	1	3
156	здесь мы	1	3
157	об этом	1	3
158	лишь в	5	3
159	это не	5	3
160	может стать	1	3
161	в социальной	1	3
162	без внутренней	1	3
163	этом мы	1	3
164	не мог	5	3
165	том что	3	3
166	что такое	2	3
167	слово и	1	3
168	в разных	1	3
169	слова как	2	3
170	связи с	1	3
171	внутренней жизни	2	3
172	до того	1	3
173	да и	4	3
174	слова но	1	3
175	что оно	2	3
176	в виду	3	3
177	но при	1	3
178	в ее	3	3
179	роль в	1	3
180	внутреннюю речь	4	3
181	что у	6	3
182	приближается к	1	3
183	должно было	1	3
184	связь между	1	3
185	нуждается в	3	3
186	жизни и	3	3
187	теперь в	1	3
188	конечно не	2	3
189	только на	4	3
190	из них	5	3
191	его и	3	3
192	не так	1	3
193	в котором	3	3
194	в одном	5	3
195	но что	1	3
196	что и	5	3
197	и даже	7	3
198	конце концов	3	3
199	если не	3	3
200	ни на	1	3
201	природы он	1	3
202	этого слова	7	3
203	этом случае	2	3
204	в целом	5	3
205	как таковой	1	3
206	в начале	4	3
207	и слово	8	3
208	но для	3	3
209	и для	8	3
210	и все	19	3
211	главным образом	1	3
212	о своем	1	3
213	между ними	1	3
214	не знает	6	3
215	сказать что	2	3
216	я и	2	2
217	также и	1	2
218	человека и	1	2
219	с кем	1	2
220	что эти	1	2
221	и больше	1	2
222	и этот	2	2
223	со всех	1	2
224	всех его	1	2
225	вопрос о	2	2
226	но даже	1	2
227	как не	1	2
228	и он	2	2
229	и определяется	2	2
230	между собой	1	2
231	оценок и	1	2
232	но не	4	2
233	должны были	1	2
234	отношение к	6	2
235	себе и	5	2
236	оно является	1	2
237	форме и	1	2
238	в кругозор	2	2
239	как в	4	2
240	почувствовал что	1	2
241	между двумя	2	2
242	к чему	2	2
243	бы и	4	2
244	ни один	1	2
245	все эти	4	2
246	бы не	2	2
247	тому же	2	2
248	друг другу	4	2
249	человек не	1	2
250	этот процесс	1	2
251	слово это	1	2
252	опять не	1	2
253	к миру	1	2
254	слово или	1	2
255	и сам	5	2
256	по своему	3	2
257	человека в	1	2
258	значительной степени	1	2
259	и внутренняя	1	2
260	зрения на	1	2
261	ясно что	1	2
262	с этим	2	2
263	в жизни	2	2
264	в этих	1	2
265	и при	1	2
266	в своей	3	2
267	в отношении	9	2
268	мы говорили	1	2
269	в которых	2	2
270	но эта	1	2
271	в мире	4	2
272	которые в	2	2
273	однако в	2	2
274	его речь	1	2
275	слова мы	2	2
276	для каждого	1	2
277	своего героя	2	2
278	в основе	1	2
279	о них	2	2
280	каждый из	2	2
281	это слово	5	2
282	был и	1	2
283	этом отношении	1	2
284	и несколько	1	2
285	от их	1	2
286	приведенных нами	1	2
287	же такое	1	2
288	здесь не	1	2
