N	3gram	Nazirov_Tv_1	StatiiOP
1	в том что	6	11
2	и т п	2	6
3	по крайней мере	2	4
4	с другой стороны	1	4
5	о том что	5	4
6	в мировой литературе	1	3
7	в конце концов	1	3
8	в связи с	1	3
9	то же время	12	3
10	не только в	2	3
11	в то же	13	3
12	но это не	1	3
13	что в русской	1	2
14	может быть назван	1	2
15	и тем не	1	2
16	до сих пор	1	2
17	в этой области	1	2
18	с одной стороны	1	2
19	все более и	1	2
20	заключается в том	1	2
21	у него есть	1	2
22	с самого начала	3	2
23	более и более	1	2
24	мы имеем в	1	2
25	к тому что	1	2
26	тем не менее	2	2
27	и т д	1	2
28	можно сказать что	2	1
29	тем хуже для	1	1
30	не может не	1	1
31	связи с его	1	1
32	протяжении всего этого	1	1
33	в прямом смысле	1	1
34	и в ряде	1	1
35	на самом деле	2	1
36	в одной из	2	1
37	что же касается	1	1
38	то же самое	1	1
39	он не может	1	1
40	о котором говорилось	1	1
41	то это означало	1	1
42	и в других	1	1
43	и на месте	1	1
44	вместе с тем	1	1
45	и не мог	1	1
46	является одним из	2	1
47	в наше время	2	1
48	в раннем творчестве	1	1
49	исторического процесса в	1	1
50	то что в	1	1
51	в году он	1	1
52	а как бы	1	1
53	на этой почве	1	1
54	и со всеми	1	1
55	но в целом	1	1
56	к вопросу о	1	1
57	в том же	1	1
58	объясняется тем что	1	1
59	в году в	2	1
60	в известном смысле	1	1
61	котором говорилось выше	1	1
62	своих героев и	1	1
63	в стихах и	1	1
64	в ней он	1	1
65	во главе с	2	1
66	это означало бы	1	1
67	не означает что	1	1
68	в свою очередь	1	1
69	это объясняется тем	1	1
70	на протяжении всего	2	1
71	что у него	1	1
72	и в самом	1	1
73	россии по мнению	1	1
74	в отказе от	1	1
75	в россии по	1	1
76	дело не в	1	1
77	отметить что в	1	1
78	не заметить что	1	1
79	в русской литературе	2	1
