N	2gram	Bakhtin_Pr_3	VerxiiNi
1	и в	53	26
2	таким образом	6	22
3	в этом	8	15
4	вместе с	2	15
5	точки зрения	4	13
6	как бы	14	12
7	в том	14	11
8	из этих	1	10
9	не только	4	10
10	и с	6	10
11	может быть	12	10
12	связи с	1	9
13	в области	3	9
14	так как	7	9
15	но и	7	9
16	что в	2	9
17	но не	5	8
18	в общем	1	8
19	главным образом	3	8
20	и у	7	8
21	с другой	2	8
22	и не	15	8
23	как на	1	8
24	но в	5	7
25	связанные с	3	7
26	из них	4	7
27	том что	5	7
28	потому что	5	7
29	в эпоху	10	7
30	то что	9	7
31	того же	2	6
32	представление о	1	6
33	все эти	9	6
34	в себе	5	6
35	всяком случае	1	6
36	с точки	2	6
37	так и	6	6
38	и т.д	2	6
39	о том	2	6
40	в конце	3	6
41	что и	3	6
42	несмотря на	2	6
43	и потому	5	6
44	все это	8	6
45	мы должны	4	6
46	во всяком	1	6
47	отношение к	6	5
48	сих пор	5	5
49	и к	5	5
50	тому же	2	5
51	в силу	1	5
52	в мире	5	5
53	или менее	3	5
54	по крайней	1	5
55	никогда не	2	5
56	для того	1	5
57	образом в	2	5
58	в его	8	5
59	крайней мере	1	5
60	до сих	5	5
61	а не	11	5
62	и для	4	5
63	одной из	4	5
64	более или	3	5
65	том числе	11	5
66	в котором	1	4
67	то же	6	4
68	целый ряд	1	4
69	в самом	2	4
70	в этой	1	4
71	и по	3	4
72	что все	1	4
73	то есть	48	4
74	с другими	3	4
75	должен был	1	4
76	он не	3	4
77	далеко не	2	4
78	бога и	2	4
79	и тогда	1	4
80	в то	5	4
81	в нем	10	4
82	а в	2	4
83	числе и	10	4
84	народных масс	1	4
85	и что	1	4
86	только в	4	4
87	ничем не	1	4
88	не может	2	4
89	из которых	1	4
90	этой эпохи	1	4
91	в так	1	4
92	в смысле	2	4
93	и от	3	4
94	в этих	5	4
95	во время	1	4
96	что он	4	4
97	в своем	1	3
98	когда он	1	3
99	в которой	2	3
100	что это	2	3
101	так или	1	3
102	и если	3	3
103	при этом	3	3
104	верхом и	1	3
105	оказывается что	1	3
106	тем не	2	3
107	не менее	3	3
108	в других	1	3
109	с самого	3	3
110	можно сказать	8	3
111	но с	1	3
112	хотя бы	2	3
113	в качестве	1	3
114	так что	1	3
115	уже не	1	3
116	к ним	1	3
117	и даже	2	3
118	или иначе	1	3
119	с ней	3	3
120	в связи	2	3
121	с этой	1	3
122	в результате	1	3
123	конце концов	1	3
124	отношению к	1	3
125	и низом	1	3
126	и другие	9	3
127	к этому	4	3
128	в таком	2	3
129	всем и	1	2
130	одним из	3	2
131	связана с	2	2
132	и это	3	2
133	и больше	1	2
134	мы имеем	1	2
135	еще не	5	2
136	и на	18	2
137	с его	2	2
138	во всех	12	2
139	силы и	2	2
140	на небе	1	2
141	относится к	1	2
142	что именно	2	2
143	и наконец	2	2
144	он в	2	2
145	перестает быть	1	2
146	не к	1	2
147	не как	1	2
148	из него	1	2
149	состоит в	1	2
150	людей и	1	2
151	связан с	1	2
152	к другу	1	2
153	на все	2	2
154	в глазах	1	2
155	в них	2	2
156	не всегда	1	2
157	мы видели	2	2
158	народных массах	1	2
159	но если	1	2
160	и сейчас	1	2
161	с идеей	1	2
162	которые в	1	2
163	не в	2	2
164	в россии	1	2
165	как от	1	2
166	иной раз	1	2
167	вплоть до	4	2
168	самого начала	4	2
169	связан и	1	2
170	в разных	4	2
171	литературы мы	1	2
172	в самой	1	2
173	же время	5	2
174	так например	2	2
175	этом отношении	1	2
176	ему в	1	2
177	ли это	1	2
178	под разными	3	2
179	и здесь	1	2
180	начиная с	3	2
181	и другой	3	2
182	той или	1	2
183	пор еще	2	2
184	но при	1	2
185	в образе	3	2
186	особенно в	4	2
187	связанных с	1	2
188	по сравнению	4	2
189	для этого	1	2
190	к одной	1	2
191	а также	4	2
192	между тем	2	2
193	быть даже	1	2
194	наконец в	2	2
195	исторического развития	1	2
196	быть и	2	2
197	по своей	9	2
198	один из	6	2
199	тот же	2	2
200	и действительно	1	2
201	очень много	1	2
202	от них	1	2
203	со всеми	8	2
204	для всех	2	2
205	конечно не	4	2
206	уже в	2	2
207	в начале	2	2
208	мы можем	5	2
209	он один	1	2
210	или иной	1	2
211	и из	3	2
212	именно в	2	2
213	по своим	1	2
214	прежде всего	15	2
215	связано с	1	2
216	превращается в	1	2
217	не было	4	2
218	и все	10	2
219	так называемой	1	2
220	всех других	2	2
221	связь с	2	2
222	и особенно	3	2
223	и иной	1	2
224	по своему	6	2
225	сравнению с	4	2
226	по существу	5	2
227	благодаря этому	1	2
228	же самое	1	2
229	или по	3	2
230	сознании и	1	2
231	и перед	1	2
232	в эту	3	2
233	в процессе	1	2
234	сказать что	10	2
235	к его	1	2
236	одновременно и	3	2
237	ко всему	1	2
238	жизни и	9	2
239	для эпохи	1	2
240	можно назвать	2	2
241	от этой	1	1
242	вряд ли	1	1
243	в сфере	1	1
244	и через	3	1
245	появляются новые	1	1
246	а между	2	1
247	это и	1	1
248	но тем	1	1
249	индивидуальности и	1	1
250	произведений которые	1	1
251	явления и	1	1
252	и до	5	1
253	между человеком	1	1
254	мы уже	5	1
255	той же	5	1
256	далее в	1	1
257	мы не	4	1
258	и взаимное	1	1
259	что уже	2	1
260	совершенно чуждые	1	1
261	атмосферу в	1	1
262	большой литературы	1	1
263	нам в	1	1
264	этом не	1	1
265	он как	1	1
266	свое завершение	1	1
267	в сущности	10	1
268	время как	1	1
269	мы и	2	1
270	самый термин	1	1
271	очень давно	1	1
272	других богов	1	1
273	области народной	1	1
274	в ней	7	1
275	дает им	1	1
276	связи со	1	1
277	на них	1	1
278	в широком	1	1
279	друг к	1	1
280	помимо этого	1	1
281	видели что	2	1
282	же она	1	1
283	по отношению	2	1
284	вступают в	2	1
285	с духом	2	1
286	а через	1	1
287	отличие от	1	1
288	что они	1	1
289	один и	1	1
290	в одной	2	1
291	но пока	1	1
292	как в	7	1
293	некоторое время	1	1
294	с их	2	1
295	более и	1	1
296	это был	2	1
297	что касается	2	1
298	могли бы	1	1
299	сущности его	1	1
300	и продолжают	2	1
301	всем существом	1	1
302	себе не	1	1
303	следует сказать	1	1
304	и отчасти	2	1
305	ix в	1	1
306	народом и	1	1
307	то теперь	1	1
308	отчасти и	2	1
309	с эпохи	1	1
310	безусловно был	1	1
311	и тот	3	1
312	почти совсем	1	1
313	так сказать	5	1
314	широком смысле	1	1
315	на его	3	1
316	вера в	1	1
317	время и	1	1
318	но именно	1	1
319	чтобы они	1	1
320	всех этих	1	1
321	к одному	2	1
322	и более	2	1
323	эта способность	1	1
324	на земле	14	1
325	на этом	1	1
326	жизни людей	1	1
327	прежде чем	2	1
328	а остальные	1	1
329	что она	1	1
330	человека в	3	1
331	касается до	1	1
332	и некоторой	1	1
333	бы быть	1	1
334	на этой	1	1
335	его в	2	1
336	это было	3	1
337	заключается в	1	1
338	есть не	1	1
339	это не	6	1
340	было бы	5	1
341	на почве	1	1
342	лишь на	1	1
343	чаще всего	1	1
344	в жизни	8	1
345	смерть и	1	1
346	и смерти	2	1
347	о которых	1	1
348	соответствии с	2	1
349	в слове	1	1
350	как и	11	1
351	или образов	1	1
352	продолжают жить	2	1
353	чем в	1	1
354	восходят к	1	1
355	и живых	1	1
356	перед собой	1	1
357	ибо не	1	1
358	почти в	2	1
359	его нельзя	1	1
360	жизни мира	1	1
361	в своей	3	1
362	таким же	1	1
363	еще недостаточно	2	1
364	в такой	1	1
365	в преисподнюю	3	1
366	в их	2	1
367	человеком и	1	1
368	слова здесь	1	1
369	место в	2	1
370	в отличие	1	1
371	рождение и	1	1
372	но эта	1	1
373	их в	2	1
374	даже в	1	1
375	от тех	1	1
376	и одной	1	1
377	но они	4	1
378	у этих	1	1
379	особенно ярко	3	1
380	того как	1	1
381	для творчества	2	1
382	казалось бы	3	1
383	ничего не	6	1
384	имеются и	1	1
385	видим что	1	1
386	уже говорили	2	1
387	другой стороны	1	1
388	мире и	2	1
389	бы по	1	1
390	в сознании	2	1
391	только с	1	1
392	и делает	1	1
393	и далее	1	1
394	могут быть	4	1
395	как только	1	1
396	должны быть	1	1
397	этого и	1	1
398	смерти и	4	1
399	а вместе	1	1
400	мысли о	2	1
401	и конечно	2	1
402	в строгом	1	1
403	своего отца	1	1
404	эти явления	1	1
405	всегда в	1	1
406	в каждой	1	1
407	с образом	1	1
408	особенности этого	5	1
409	заставить их	1	1
410	очиститься от	1	1
411	с ее	1	1
412	и образ	1	1
413	духе и	1	1
414	здесь не	4	1
415	всего этого	1	1
416	в ее	3	1
417	в себя	6	1
418	существовать и	1	1
419	как с	1	1
420	до самого	1	1
421	котором он	1	1
422	с собой	1	1
423	живет в	2	1
424	и упрощаются	1	1
425	жизнь это	1	1
426	на высших	1	1
427	он сам	4	1
428	по мере	1	1
429	с ним	2	1
430	но такая	1	1
431	и смерть	1	1
432	вероятно что	1	1
433	именно потому	1	1
434	и других	9	1
435	то они	1	1
436	евангелия в	1	1
437	становятся все	1	1
438	после того	1	1
439	и во	4	1
440	все в	1	1
441	каждом из	3	1
442	жизни он	1	1
443	в которую	1	1
444	а у	2	1
445	тем или	1	1
446	ума и	2	1
447	эти два	2	1
448	а потому	1	1
449	были очень	1	1
