N	3gram	Vinokur_St_1	Istorich
1	и т д	21	15
2	с другой стороны	6	7
3	в этом случае	2	5
4	до сих пор	7	5
5	в том что	17	5
6	тем не менее	2	5
7	в данном случае	6	3
8	другой стороны и	1	3
9	том что в	3	2
10	если бы она	1	2
11	по отношению к	3	2
12	и в других	1	2
13	точно так же	1	2
14	что и в	4	2
15	с одной стороны	2	2
16	то время как	1	2
17	и то что	2	2
18	во всяком случае	6	2
19	в то время	2	2
20	о том что	11	2
21	в одном из	1	2
22	но все же	3	2
23	как и в	2	2
24	должны были бы	1	1
25	быть и очень	1	1
26	мы имеем дело	1	1
27	в том числе	2	1
28	т е не	1	1
29	во многих случаях	2	1
30	в соответствии с	1	1
31	каждого из них	2	1
32	не могла бы	1	1
33	с точки зрения	8	1
34	отношению к своему	1	1
35	сами по себе	1	1
36	но и в	2	1
37	каждое из них	1	1
38	только то что	1	1
39	что в нем	2	1
40	еще не означает	1	1
41	и эти случаи	1	1
42	можно было бы	8	1
43	это вовсе не	1	1
44	том смысле как	1	1
45	она не могла	1	1
46	этот вопрос можно	1	1
47	может быть и	2	1
48	то что было	1	1
49	ставит себе целью	3	1
50	это может быть	1	1
51	в том смысле	2	1
52	таким образом этот	1	1
53	не только в	4	1
54	заключается в том	3	1
55	том что и	1	1
56	смысле этого слова	1	1
57	общего с этим	1	1
58	т е с	3	1
59	имеем дело с	2	1
60	стола и т	2	1
61	так или иначе	2	1
62	сих пор не	1	1
63	так же как	3	1
64	и в том	2	1
65	данном случае в	2	1
66	надо сказать что	1	1
67	языка не может	1	1
68	то обстоятельство что	2	1
69	на самом деле	6	1
70	так как в	2	1
71	с подобного рода	1	1
72	ничего общего с	3	1
73	не может быть	5	1
74	и в наших	1	1
75	и даже не	2	1
76	также и в	1	1
77	на то что	4	1
78	друг от друга	1	1
79	в его работе	1	1
80	после того как	1	1
81	т д как	1	1
82	если бы это	1	1
83	что там где	1	1
84	т д в	1	1
85	на этот вопрос	1	1
86	на том что	1	1
