N	3gram	Bakhtin_Pr_4	Literetu
1	в том что	2	11
2	так или иначе	1	8
3	в отличие от	3	5
4	то же время	5	5
5	в то же	5	5
6	в данном случае	1	4
7	не только в	1	4
8	в связи с	1	4
9	прежде всего в	1	3
10	он и сам	1	3
11	в том же	1	3
12	дело в том	2	2
13	по отношению к	5	2
14	с точки зрения	9	2
15	не могло быть	1	2
16	с одной стороны	1	2
17	но при этом	1	2
18	во всяком случае	1	2
19	о том что	2	2
20	бы ни были	1	1
21	мы чувствуем что	1	1
22	но в большинстве	1	1
23	к другому а	1	1
24	к себе самому	3	1
25	иметь в виду	1	1
26	одним и тем	1	1
27	в этом последнем	1	1
28	том что он	1	1
29	как раз и	3	1
30	от чужого слова	1	1
31	каковы бы ни	1	1
32	на том или	1	1
33	не могли быть	1	1
34	лишь тогда когда	1	1
35	между тем как	1	1
36	не к другому	1	1
37	резко отличается от	1	1
38	можно было бы	2	1
39	а во второй	1	1
40	от языка как	1	1
41	в значительной степени	1	1
42	а как бы	1	1
43	преступления и наказания	3	1
44	и тем же	1	1
45	но в то	2	1
46	в самом деле	4	1
47	в xix веке	1	1
48	в отношении к	2	1
49	как один из	1	1
50	для него в	1	1
51	а не как	1	1
52	но только в	1	1
53	с другой стороны	3	1
54	не может быть	8	1
55	не в одном	1	1
56	и не о	1	1
57	как в данном	1	1
58	все что ему	1	1
59	в борисе годунове	1	1
60	до сих пор	8	1
61	не показывает нам	1	1
62	с самого начала	1	1
63	никогда не бывает	1	1
64	в пределах одной	1	1
65	при этом не	1	1
66	выразить себя в	1	1
67	но все же	1	1
68	в большинстве случаев	8	1
69	то есть от	2	1
70	единого и единственного	1	1
71	как и всякое	1	1
72	в художественном мире	1	1
73	но дело в	1	1
74	в том числе	4	1
75	бы не было	1	1
76	к тому же	1	1
77	как мы знаем	1	1
