N	3gram	Trubetskoy_1	Analitik
1	не может быть	4	16
2	в том что	7	9
3	в то же	10	8
4	в том чтобы	1	7
5	то же время	10	6
6	той или иной	3	6
7	по отношению к	1	5
8	с точки зрения	9	4
9	и не может	3	4
10	к тому же	1	4
11	о том что	2	3
12	состоит в том	1	3
13	в том числе	1	3
14	того или иного	2	3
15	бы то ни	4	3
16	для того чтобы	6	3
17	то ни было	1	3
18	лишь в том	2	3
19	в полной мере	1	3
20	быть не может	1	3
21	и того же	1	2
22	в самом деле	1	2
23	в том и	2	2
24	то же самое	1	2
25	в этом отношении	1	2
26	того и другого	1	2
27	в данном случае	3	2
28	но в то	1	2
29	и все же	1	2
30	одного и того	1	2
31	тех или иных	1	2
32	в том виде	1	1
33	или хотя бы	1	1
34	как бы не	1	1
35	более или менее	4	1
36	точки зрения в	1	1
37	таит в себе	1	1
38	только в том	2	1
39	до сих пор	5	1
40	том случае если	3	1
41	на точку зрения	1	1
42	в том случае	4	1
43	с ним в	1	1
44	и не будет	2	1
45	том числе и	1	1
46	может и должно	1	1
47	самим собой и	2	1
48	в противном случае	1	1
49	по крайней мере	1	1
50	вместе с тем	3	1
51	только для того	1	1
52	и в частности	1	1
53	не подлежит никакому	1	1
54	таком взгляде на	1	1
55	при таком взгляде	1	1
56	как и следовало	1	1
57	на первый взгляд	1	1
58	человека а в	1	1
59	смысле этого слова	1	1
60	в свою очередь	1	1
61	и должно быть	1	1
62	по отношению ко	1	1
63	и как бы	1	1
64	по этому пути	1	1
65	прежде всего в	1	1
66	во всяком случае	6	1
67	или иной культурной	1	1
68	и вместе с	2	1
69	содержат в себе	1	1
70	и тем самым	2	1
71	и следовало ожидать	1	1
72	в связи с	1	1
73	к тому что	2	1
74	и таким образом	1	1
75	аспекта одного и	1	1
76	друг с другом	14	1
77	и не требуется	1	1
78	в том же	1	1
79	с самим собой	2	1
