N	3gram	Potebnia_M_2	Psycholo
1	для того чтобы	2	19
2	на то что	3	16
3	в том что	7	14
4	с одной стороны	3	12
5	о том что	1	6
6	до сих пор	4	5
7	с другой стороны	2	5
8	по сравнению с	1	4
9	заключает в себе	4	4
10	и как бы	1	4
11	друг к другу	1	4
12	не в состоянии	4	3
13	сам по себе	4	3
14	вместе с тем	1	3
15	из того что	1	3
16	с тем что	1	3
17	одно и то	2	3
18	так как это	1	3
19	и то же	2	3
20	то что он	1	3
21	с самого начала	2	3
22	и т п	3	3
23	и т д	3	3
24	и того же	6	2
25	имеет дело с	1	2
26	состоит в том	1	2
27	потому что в	1	2
28	и той же	1	2
29	одного и того	6	2
30	в этом случае	1	2
31	мы вместе с	1	2
32	в отличие от	1	2
33	то что в	2	2
34	обратить внимание на	1	2
35	есть одна из	1	2
36	одной и той	1	2
37	сами по себе	7	2
38	в том чтобы	1	2
39	о которых мы	1	2
40	по себе не	3	2
41	с таким образом	2	2
42	то что мы	2	2
43	само по себе	2	2
44	не может быть	2	2
45	и в самом	1	2
46	в состоянии объяснить	1	2
47	вопрос о том	1	2
48	мы знаем что	1	2
49	до тех пор	1	2
50	друг от друга	1	2
51	на самом деле	2	2
52	в том виде	1	1
53	указывает на другую	1	1
54	в нашем сознании	1	1
55	только потому что	2	1
56	что в нашей	1	1
57	но только не	1	1
58	прежде всего на	1	1
59	мы при этом	1	1
60	дело в том	1	1
61	более или менее	8	1
62	в этом смысле	2	1
63	во многих случаях	1	1
64	том что он	1	1
65	нам кажется что	2	1
66	том что оно	1	1
67	то есть к	1	1
68	а в том	1	1
69	одной стороны и	1	1
70	и в этом	1	1
71	и во многих	1	1
72	могут быть выражены	1	1
73	потому что ни	1	1
74	и в свою	4	1
75	что так же	1	1
76	не прямо а	1	1
77	всегда заключает в	1	1
78	бы если бы	1	1
79	прямо а в	1	1
80	с этой точки	1	1
81	по крайней мере	5	1
82	и не в	1	1
83	не то что	1	1
84	в том случае	1	1
85	ли мы вместе	1	1
86	и ни для	1	1
87	тем что мы	2	1
88	в применении к	1	1
89	то время как	3	1
90	мы не можем	3	1
91	том смысле в	1	1
92	мы таким образом	1	1
93	каждый из этих	1	1
94	она еще не	1	1
95	никогда не достигает	1	1
96	ее понимание однако	1	1
97	и тот же	1	1
98	смысле этого слова	3	1
99	страха и т	1	1
100	если бы в	1	1
101	между собою и	1	1
102	по тому же	1	1
103	не могут быть	3	1
104	нашем сознании и	1	1
105	все же не	1	1
106	то есть не	3	1
107	потому что чувственный	1	1
108	есть не только	1	1
109	того чтобы сделать	1	1
110	что у него	1	1
111	потому что мы	1	1
112	не только о	1	1
113	но так как	1	1
114	один и тот	1	1
115	в нашей мысли	1	1
116	указывает нам на	1	1
117	и уже потому	1	1
118	в то время	4	1
119	сказано только что	1	1
120	в свою очередь	6	1
121	в собственном смысле	1	1
122	после того как	2	1
123	ничего общего с	1	1
124	что это не	1	1
125	применить это к	1	1
126	рядом с ними	1	1
127	мы видели что	1	1
128	нам кажется вполне	1	1
129	но во всяком	3	1
130	в том смысле	4	1
131	нам на то	1	1
132	что у нас	1	1
133	но не только	1	1
134	кажется что мы	1	1
135	обратим внимание на	1	1
136	вбирает в себя	2	1
137	что мы видим	1	1
138	потому что для	1	1
