N	3gram	Voloshinov_1	Psycholo
1	в том что	1	9
2	не может быть	3	8
3	в самом деле	2	7
4	о том что	2	7
5	во всяком случае	3	6
6	этой точки зрения	1	5
7	подобно тому как	1	5
8	с одной стороны	1	5
9	для того чтобы	1	5
10	с этой точки	1	4
11	так же как	2	4
12	до сих пор	3	3
13	в конечном счете	2	3
14	все то что	2	3
15	то что я	1	2
16	в этом смысле	3	2
17	то же самое	1	2
18	мы не можем	1	2
19	с точки зрения	6	2
20	а потому не	1	2
21	в этом отношении	1	2
22	вместе с тем	1	2
23	в применении к	1	2
24	есть в сущности	1	2
25	мы увидим что	1	2
26	том что мы	1	2
27	и таким образом	1	2
28	может быть совершенно	1	2
29	каждого из этих	1	2
30	так и в	1	2
31	на самом деле	4	2
32	случае не может	1	2
33	даже тогда когда	1	1
34	и того же	1	1
35	и столь же	1	1
36	не следует что	1	1
37	уже не может	1	1
38	ни разу не	1	1
39	дело в том	1	1
40	со стороны формы	1	1
41	есть прежде всего	1	1
42	во многих случаях	1	1
43	же как и	1	1
44	по сравнению с	3	1
45	именно то что	1	1
46	но к чему	1	1
47	ни в коем	1	1
48	а может быть	1	1
49	а вместе с	1	1
50	несмотря на это	1	1
51	совершенно так же	1	1
52	почти во всем	1	1
53	и художественного творчества	3	1
54	может быть только	1	1
55	полном согласии с	1	1
56	в коем случае	1	1
57	мы полагаем что	3	1
58	все что есть	1	1
59	теряет свой смысл	1	1
60	в себя и	1	1
61	и в этом	2	1
62	бессознательное по самому	1	1
63	не могут быть	2	1
64	и пр как	1	1
65	точки зрения может	1	1
66	это и есть	1	1
67	искусства в частности	1	1
68	в связи с	1	1
69	но вместе с	1	1
70	в известных пределах	1	1
71	как мы знаем	1	1
72	же самое и	1	1
73	на вопрос о	1	1
74	можно определить как	2	1
75	в особом объяснении	1	1
76	не существует для	1	1
77	к ним может	1	1
78	что в этой	1	1
79	мы на самом	1	1
80	с самого начала	4	1
81	и его школы	1	1
82	что иное как	1	1
83	можно сказать что	3	1
84	одного и того	1	1
85	тому как мы	1	1
86	и ту же	1	1
87	в полном согласии	1	1
88	не что иное	1	1
89	одну и ту	1	1
