N	3gram	Losev_Prob_2	PoTuStor
1	на самом деле	2	4
2	с самого начала	2	4
3	в этом смысле	5	3
4	до сих пор	4	3
5	по крайней мере	6	3
6	во всяком случае	10	3
7	не может быть	3	3
8	можно сказать что	3	3
9	нам кажется что	1	2
10	так же как	1	2
11	в самом деле	2	2
12	не существовало бы	1	2
13	о том что	14	2
14	но отнюдь не	1	2
15	и в этом	3	2
16	несколько слов о	1	1
17	мы имеем в	1	1
18	или что оно	1	1
19	имеем в виду	2	1
20	подобно тому как	2	1
21	он может быть	1	1
22	но даже и	1	1
23	то же самое	5	1
24	что на этом	1	1
25	же как и	1	1
26	на первый план	3	1
27	он не был	1	1
28	бы то ни	2	1
29	а может быть	2	1
30	в этом отношении	1	1
31	а в конце	1	1
32	можно было бы	2	1
33	своему качеству и	1	1
34	конечно не следует	1	1
35	именно то что	1	1
36	может быть только	2	1
37	вместе с тем	1	1
38	эти понятия и	1	1
39	не чем иным	1	1
40	в данном случае	5	1
41	то ни было	1	1
42	очень важный момент	1	1
43	что может быть	1	1
44	с одной стороны	5	1
45	в связи с	5	1
46	как один из	1	1
47	а с другой	1	1
48	всяком случае не	2	1
49	уже и теперь	1	1
50	но вместе с	1	1
51	один из моментов	2	1
52	в этой работе	2	1
53	а на самом	1	1
54	в психике не	1	1
55	в свое время	1	1
56	в том что	4	1
57	мы утверждаем что	1	1
58	и ни в	2	1
59	чем иным как	1	1
60	мы не можем	1	1
61	говорить о том	1	1
62	так и в	1	1
63	это и есть	2	1
64	связи с этим	2	1
65	и прежде всего	2	1
66	что иное как	3	1
67	но оно в	1	1
68	тому как мы	1	1
69	есть прежде всего	4	1
70	не что иное	3	1
71	по своему качеству	1	1
72	для того чтобы	2	1
73	случае не может	1	1
74	на первый взгляд	1	1
75	может быть даже	1	1
76	и входит в	1	1
77	обратим внимание на	1	1
78	той или иной	1	1
79	мы еще не	2	1
