N	3gram	Voloshinov_1	Istorich
1	до сих пор	3	6
2	мы имеем в	1	5
3	в том что	4	5
4	но все же	1	4
5	со всех сторон	1	4
6	так же как	1	4
7	по отношению к	11	3
8	подобно тому как	1	3
9	можно было бы	1	3
10	с одной стороны	2	3
11	мы увидим что	1	3
12	на самом деле	2	2
13	так как в	1	2
14	но и в	1	2
15	сих пор мы	1	2
16	с другой стороны	2	2
17	не может быть	7	2
18	о том что	1	2
19	с самого начала	1	2
20	к тому же	1	2
21	том что в	1	1
22	в высшую степень	1	1
23	что мы имеем	1	1
24	в зависимости от	2	1
25	сам по себе	1	1
26	и здесь мы	1	1
27	только одна сторона	1	1
28	можно найти в	1	1
29	для нас же	2	1
30	бы показать что	1	1
31	к нему в	1	1
32	таким образом мы	1	1
33	в высшей степени	1	1
34	так и к	1	1
35	прежде всего нужно	1	1
36	и то же	2	1
37	тем не менее	3	1
38	и др все	1	1
39	это только одна	1	1
40	мы можем сказать	2	1
41	но уже в	1	1
42	само нуждается в	1	1
43	и прежде всего	1	1
44	с этой стороны	2	1
45	мы обратимся к	1	1
46	это как бы	3	1
47	и в нем	1	1
